x	y	group
2739.75	122.75	75834
2739.75	123.25	75834
2740.25	123.75	75834
2740.75	123.75	75834
2741.25	123.25	75834
2741.75	123.25	75834
2741.75	124.25	75834
2743.25	124.25	75834
2745.25	122.25	75834
2745.75	122.25	75834
2745.75	123.75	75834
2745.25	124.25	75834
2745.25	124.75	75834
2745.75	124.75	75834
2746.75	123.75	75834
2746.75	122.75	75834
2747.75	122.75	75834
2747.75	122.25	75834
2747.25	121.75	75834
2747.25	121.25	75834
2747.75	120.75	75834
2748.75	120.75	75834
2749.25	120.25	75834
2750.25	120.25	75834
2750.25	118.75	75834
2749.75	118.75	75834
2749.25	119.25	75834
2748.75	119.25	75834
2748.75	118.25	75834
2748.25	117.75	75834
2748.25	117.25	75834
2748.75	116.75	75834
2748.75	116.25	75834
2747.75	116.25	75834
2747.25	115.75	75834
2747.25	114.75	75834
2746.25	113.75	75834
2746.25	113.25	75834
2746.75	113.25	75834
2748.75	115.25	75834
2749.25	115.25	75834
2749.25	112.75	75834
2748.25	112.75	75834
2748.25	111.75	75834
2746.75	110.25	75834
2746.75	109.25	75834
2746.25	108.75	75834
2745.75	108.75	75834
2744.75	109.75	75834
2743.75	109.75	75834
2743.75	110.25	75834
2744.25	110.75	75834
2744.25	111.25	75834
2743.25	112.25	75834
2741.25	112.25	75834
2740.75	112.75	75834
2740.75	113.75	75834
2739.25	115.25	75834
2739.25	115.75	75834
2739.75	116.25	75834
2739.75	120.25	75834
2740.75	121.25	75834
2740.75	122.75	75834
2739.75	122.75	75834
