x	y	clickSelects	showSelected1
0.0324586242801701	0.399241075338394	3644	logFC=-1.5 -log10(p)=0
0.0324586242801701	0.399241075338394	3644	logFC=-1.5 -log10(p)=0
0.1098450540674	0.729096727482272	3013	logFC=-1.25 -log10(p)=35
0.101493159598876	1.08400817408332	3013	logFC=-1 -log10(p)=15
-0.111394105546903	2.35219912867924	5423	logFC=-0.75 -log10(p)=10
0.11958082282865	2.0112098721928	5423	logFC=-1.25 -log10(p)=15
0.068255883546219	-0.903097532550129	5423	logFC=-1 -log10(p)=15
0.01561180966884	1.5982670626503	5423	logFC=-1.25 -log10(p)=20
-0.01386889205924	-0.588049898505403	5423	logFC=-1.5 -log10(p)=35
-0.0392720000112401	-2.17710261186822	5423	logFC=-1.5 -log10(p)=35
0.0064008657286101	1.97524270788047	5423	logFC=-1.5 -log10(p)=30
0.0703120582750501	-1.72793509348912	5423	logFC=-1.75 -log10(p)=45
0.00307816933098004	2.04442838214673	5423	logFC=-1.25 -log10(p)=20
-0.00070888233800992	0.398646277483195	5423	logFC=-1 -log10(p)=15
0.010592368450509	1.91971912250289	5423	logFC=-1 -log10(p)=15
0.048884648666626	-0.886942391165476	5423	logFC=-0.5 -log10(p)=5
0.00408742071014001	1.41527909919029	5423	logFC=-0.25 -log10(p)=0
-0.114670372339193	0.430073924359666	5423	logFC=0 -log10(p)=0
-0.0945116295828658	0.349623092111968	5423	logFC=0 -log10(p)=0
0.122771327018724	0.52668735613958	5423	logFC=-0.25 -log10(p)=0
-0.000237223310550982	1.2492941377358	5423	logFC=-0.25 -log10(p)=0
-0.044800670217624	1.71631265343485	5423	logFC=-0.25 -log10(p)=0
-0.0263710644358669	0.0772231151983528	5423	logFC=0 -log10(p)=0
-0.039329069459009	0.122525667207253	5423	logFC=0 -log10(p)=0
0.050161683624866	1.02040572335052	5423	logFC=-0.25 -log10(p)=0
-0.023274920529423	1.80994925241628	5423	logFC=-0.25 -log10(p)=0
-0.084132381436123	0.768749955118015	5423	logFC=0.25 -log10(p)=0
0.0640885040429297	0.236459845795298	5423	logFC=0 -log10(p)=0
-0.105880622137265	0.71241047241841	5423	logFC=0.25 -log10(p)=0
0.0461339715235481	0.162045453467062	5423	logFC=0 -log10(p)=0
-0.0106831984637366	0.0310213446428821	5423	logFC=0 -log10(p)=0
0.00771807232524302	1.14115845410468	3547	logFC=0.25 -log10(p)=0
0.124363690807525	-0.7386831575983	3547	logFC=0.5 -log10(p)=5
-0.090808812529148	1.78631765134802	3547	logFC=0.5 -log10(p)=0
-0.021097031506922	-1.84939785871061	3547	logFC=1 -log10(p)=10
0.117221783050619	1.62142397999677	3547	logFC=0.75 -log10(p)=5
-0.0950680961017381	-1.01849387174181	3547	logFC=0.75 -log10(p)=5
0.0737365018223	-1.83436534337662	3547	logFC=1 -log10(p)=15
-0.0532547691019001	-0.189848773643071	3547	logFC=1.25 -log10(p)=10
0.045257587630077	-1.57977980275462	1722	logFC=0.75 -log10(p)=5
0.070768819686616	1.71691299825741	1722	logFC=0.5 -log10(p)=0
-0.0219704080785771	0.0319218988513858	1722	logFC=0 -log10(p)=0
0.079101087449786	0.778860059523308	1722	logFC=0.25 -log10(p)=0
0.050630332115487	1.45138721636741	1722	logFC=0.5 -log10(p)=0
0.09586732055972	2.43071759339479	1722	logFC=0.75 -log10(p)=0
-0.00875346773221097	2.16262064778233	1722	logFC=0.75 -log10(p)=0
0.100113327206143	1.60713777912486	1722	logFC=0.5 -log10(p)=0
0.105851020351126	0.512697120643694	1722	logFC=0.25 -log10(p)=0
0.083594466984467	1.49974194573979	1722	logFC=0.5 -log10(p)=0
0.015939819631678	1.1226105951462	1722	logFC=0.5 -log10(p)=0
-0.056712823846271	1.09100129404678	1722	logFC=0.5 -log10(p)=0
-0.0971280325615	0.233233856529786	1722	logFC=0.25 -log10(p)=0
0.101582494621249	0.145807617423788	1722	logFC=0 -log10(p)=0
0.020137982761027	0.533425140209049	1722	logFC=0.25 -log10(p)=0
0.061994491537455	1.41275355650533	1722	logFC=0.5 -log10(p)=0
-0.10528955860533	0.244572450225448	1722	logFC=0.25 -log10(p)=0
-0.032587141953182	0.44269625070167	1722	logFC=0.25 -log10(p)=0
0.095071316570259	1.68639648018508	1722	logFC=0.5 -log10(p)=0
0.0923565732234799	-0.34470383585037	1722	logFC=1 -log10(p)=5
0.122147597636972	-1.15069325093223	1722	logFC=0.75 -log10(p)=5
-0.05103579768996	-0.737316840292554	1722	logFC=1.25 -log10(p)=10
0.0540612355657699	0.00735767954340272	1722	logFC=1 -log10(p)=5
-0.00473274684333702	2.32783844318187	1722	logFC=0.75 -log10(p)=0
0.071460581868978	1.66337842193879	1722	logFC=0.5 -log10(p)=0
-0.031410823094533	1.19942165641127	1722	logFC=0.5 -log10(p)=0
0.027464416098775	1.24744620800935	1722	logFC=0.5 -log10(p)=0
