x	y	group
1357.25	260.25	38435
1357.25	260.75	38435
1358.25	261.75	38435
1358.75	261.75	38435
1358.75	260.75	38435
1359.75	260.75	38435
1360.25	260.25	38435
1360.75	260.25	38435
1361.25	260.75	38435
1361.75	260.75	38435
1361.75	259.25	38435
1360.75	259.25	38435
1360.25	258.75	38435
1360.25	258.25	38435
1362.25	258.25	38435
1362.75	257.75	38435
1363.25	257.75	38435
1364.25	258.75	38435
1364.75	258.75	38435
1365.75	257.75	38435
1367.75	257.75	38435
1367.75	255.75	38435
1368.75	255.75	38435
1369.75	254.75	38435
1369.75	254.25	38435
1369.25	253.75	38435
1368.75	253.75	38435
1367.75	254.75	38435
1367.25	254.75	38435
1367.25	253.75	38435
1366.25	253.75	38435
1366.25	253.25	38435
1366.75	252.75	38435
1366.75	251.75	38435
1367.75	251.75	38435
1368.75	250.75	38435
1369.25	250.75	38435
1369.75	251.25	38435
1369.75	252.25	38435
1370.75	252.25	38435
1371.25	252.75	38435
1371.25	253.25	38435
1370.75	253.75	38435
1370.75	254.25	38435
1372.25	254.25	38435
1372.25	251.25	38435
1372.75	250.75	38435
1372.75	249.25	38435
1371.25	249.25	38435
1370.75	249.75	38435
1370.25	249.75	38435
1370.25	247.75	38435
1368.75	247.75	38435
1368.75	249.75	38435
1367.25	249.75	38435
1366.25	248.75	38435
1366.25	248.25	38435
1367.25	248.25	38435
1367.25	247.25	38435
1367.75	246.75	38435
1369.75	246.75	38435
1369.75	246.25	38435
1368.75	245.25	38435
1368.25	245.25	38435
1365.75	247.75	38435
1364.75	247.75	38435
1364.75	249.25	38435
1365.25	249.75	38435
1366.25	249.75	38435
1366.75	250.25	38435
1366.75	250.75	38435
1365.75	250.75	38435
1365.75	251.75	38435
1365.25	252.25	38435
1365.25	253.25	38435
1364.25	253.25	38435
1364.25	253.75	38435
1364.75	254.25	38435
1364.75	254.75	38435
1364.25	254.75	38435
1363.75	254.25	38435
1362.75	254.25	38435
1362.75	253.25	38435
1361.75	253.25	38435
1361.25	252.75	38435
1361.25	250.75	38435
1360.75	250.25	38435
1360.25	250.25	38435
1360.25	251.25	38435
1359.75	251.25	38435
1358.75	250.25	38435
1358.75	249.25	38435
1358.25	249.25	38435
1357.25	250.25	38435
1357.25	250.75	38435
1358.25	250.75	38435
1359.25	251.75	38435
1359.25	252.25	38435
1358.75	252.75	38435
1358.25	252.75	38435
1357.75	252.25	38435
1357.25	252.25	38435
1357.25	253.25	38435
1355.75	254.75	38435
1355.75	255.25	38435
1356.75	255.25	38435
1356.75	255.75	38435
1355.75	256.75	38435
1355.75	257.25	38435
1357.75	257.25	38435
1357.75	258.75	38435
1357.25	259.25	38435
1357.25	260.25	38435
