x	y	group
2219.75	273.75	68891
2219.75	274.25	68891
2220.75	274.25	68891
2221.25	274.75	68891
2221.75	274.75	68891
2221.75	273.75	68891
2223.25	273.75	68891
2223.25	274.75	68891
2223.75	274.75	68891
2224.25	274.25	68891
2224.75	274.25	68891
2224.75	274.75	68891
2224.25	275.25	68891
2224.25	275.75	68891
2225.75	275.75	68891
2225.75	274.75	68891
2226.25	274.75	68891
2227.25	275.75	68891
2227.75	275.75	68891
2227.75	275.25	68891
2227.25	274.75	68891
2227.25	274.25	68891
2227.75	274.25	68891
2228.25	274.75	68891
2229.75	274.75	68891
2230.25	274.25	68891
2230.25	273.25	68891
2231.25	273.25	68891
2231.75	272.75	68891
2232.25	272.75	68891
2232.75	273.25	68891
2233.25	273.25	68891
2234.75	271.75	68891
2234.75	271.25	68891
2234.25	270.75	68891
2234.25	270.25	68891
2234.75	269.75	68891
2234.75	267.25	68891
2233.75	266.25	68891
2232.75	266.25	68891
2232.75	265.25	68891
2231.75	264.25	68891
2231.75	263.75	68891
2232.25	263.25	68891
2232.25	262.75	68891
2231.75	262.25	68891
2231.75	260.25	68891
2231.25	259.75	68891
2231.25	259.25	68891
2231.75	258.75	68891
2232.25	258.75	68891
2232.75	259.25	68891
2233.25	259.25	68891
2233.25	258.75	68891
2232.25	257.75	68891
2230.75	257.75	68891
2230.75	258.75	68891
2230.25	258.75	68891
2229.75	258.25	68891
2229.25	258.25	68891
2229.25	260.25	68891
2228.75	260.75	68891
2228.25	260.75	68891
2227.75	260.25	68891
2227.75	259.75	68891
2228.25	259.25	68891
2228.25	258.75	68891
2227.75	258.75	68891
2226.75	259.75	68891
2226.25	259.75	68891
2226.25	257.75	68891
2225.25	257.75	68891
2225.25	257.25	68891
2226.25	256.25	68891
2226.25	255.75	68891
2223.75	255.75	68891
2223.75	256.25	68891
2224.25	256.75	68891
2224.25	257.25	68891
2223.75	257.75	68891
2222.75	257.75	68891
2222.75	258.75	68891
2222.25	259.25	68891
2221.25	259.25	68891
2218.25	262.25	68891
2218.25	262.75	68891
2218.75	263.25	68891
2218.75	263.75	68891
2217.75	263.75	68891
2217.75	264.75	68891
2217.25	265.25	68891
2216.25	265.25	68891
2216.25	265.75	68891
2216.75	266.25	68891
2218.75	266.25	68891
2218.75	266.75	68891
2218.25	267.25	68891
2218.25	267.75	68891
2219.75	267.75	68891
2220.25	267.25	68891
2220.75	267.25	68891
2220.75	268.75	68891
2220.25	269.25	68891
2220.25	269.75	68891
2220.75	269.75	68891
2221.25	269.25	68891
2221.75	269.25	68891
2221.75	269.75	68891
2221.25	270.25	68891
2221.25	271.25	68891
2220.75	271.25	68891
2220.25	270.75	68891
2219.75	270.75	68891
2219.75	272.25	68891
2220.25	272.75	68891
2220.25	273.25	68891
2219.75	273.75	68891
