group	fill	colour
1	#E8E5F3	#FEFEFE
2	#B0A7D4	#F8F8F8
3	#F2F0F8	#FEFEFE
4	#C3BBDE	#FDFDFD
5	#EFEDF7	#FEFEFE
6	#C4BDDF	#FCFCFC
7	#FAFAFC	#FFFFFF
8	#EFECF6	#FEFEFE
9	#F8EEED	#FFFFFF
10	#FAF9FC	#FFFFFF
11	#CBC4E3	#FDFDFD
12	#E4E0F0	#FEFEFE
13	#D5CFE8	#FEFEFE
14	#C7BFE0	#FCFCFC
15	#AFA6D3	#FCFCFC
16	#D5CFE8	#FEFEFE
17	#E4E0F0	#FEFEFE
18	#B7AFD8	#FDFDFD
19	#D3CDE7	#FDFDFD
20	#C3BBDE	#FDFDFD
21	#F8EEED	#FFFFFF
22	#DCD7EC	#FEFEFE
23	#B8AFD8	#FDFDFD
24	#E5E1F1	#FEFEFE
25	#EEECF6	#FFFFFF
26	#B7AFD8	#FDFDFD
27	#EBD4D0	#FEFEFE
28	#9086C3	#F9F9F9
29	#F8EFED	#FFFFFF
30	#D4CEE8	#FEFEFE
31	#C7C0E1	#FCFCFC
32	#CBC5E3	#FDFDFD
33	#9A90C8	#FAFAFA
34	#A79ECF	#FBFBFB
35	#EBD4D0	#FEFEFE
36	#A197CC	#FBFBFB
37	#F4E5E3	#FEFEFE
38	#E9E6F3	#FEFEFE
39	#EFECF6	#FEFEFE
40	#8B80C0	#F8F8F8
41	#D3CEE7	#FDFDFD
42	#A89ED0	#F9F9F9
43	#BDB5DB	#FCFCFC
44	#B2A9D5	#FAFAFA
45	#7F74B9	#F5F5F5
46	#FAF9FC	#FFFFFF
47	#E5E2F1	#FEFEFE
48	#EEEBF6	#FFFFFF
49	#D4CEE8	#FDFDFD
50	#E4E0F0	#FEFEFE
51	#AEA5D3	#FCFCFC
52	#D7D1E9	#FDFDFD
53	#D4CEE8	#FDFDFD
54	#EFECF6	#FEFEFE
55	#877CBD	#F7F7F7
56	#D4CEE8	#FEFEFE
57	#A79DCF	#FBFBFB
58	#C4BCDF	#FCFCFC
59	#C1BADD	#FAFAFA
60	#FBFAFD	#FFFFFF
61	#CCC5E3	#FDFDFD
62	#DEDAED	#FEFEFE
63	#AEA5D3	#FCFCFC
64	#C4BDDF	#FCFCFC
65	#CEC8E4	#FDFDFD
66	#D4CEE7	#FDFDFD
67	#D4A5A0	#FCFCFC
68	#FAFAFD	#FFFFFF
69	#BEB6DC	#FCFCFC
70	#FBF6F6	#FFFFFF
71	#EEEBF6	#FFFFFF
72	#C3BBDE	#FDFDFD
73	#D4CFE8	#FEFEFE
74	#D4CEE7	#FDFDFD
75	#C6BEE0	#FAFAFA
76	#E6E3F2	#FEFEFE
77	#E4E1F1	#FEFEFE
78	#FAF9FC	#FFFFFF
79	#EEEBF6	#FFFFFF
80	#E8E5F3	#FEFEFE
81	#CCC6E3	#FDFDFD
82	#DCD8EC	#FEFEFE
83	#D5CFE8	#FDFDFD
84	#B2A9D5	#FAFAFA
85	#CBC5E3	#FDFDFD
86	#FBF6F5	#FFFFFF
87	#B7AFD8	#FDFDFD
88	#CCC5E3	#FDFDFD
89	#A79ECF	#F9F9F9
90	#CBC5E3	#FDFDFD
91	#ADA3D2	#FAFAFA
92	#A197CC	#FBFBFB
93	#A99FD0	#F7F7F7
94	#877CBE	#F7F7F7
95	#B7AFD8	#FBFBFB
96	#C7BFE0	#FCFCFC
97	#E5E1F1	#FEFEFE
98	#A79DCF	#FBFBFB
99	#D3CDE7	#FDFDFD
100	#C4BCDF	#FCFCFC
101	#D4CEE7	#FDFDFD
102	#958BC5	#F9F9F9
103	#A79DCF	#FBFBFB
104	#DEDAED	#FEFEFE
105	#C4BDDF	#FCFCFC
106	#F8EEED	#FFFFFF
107	#A197CC	#FBFBFB
108	#B7AED8	#FDFDFD
109	#C4BCDF	#FCFCFC
110	#958AC5	#F9F9F9
111	#FBF7F6	#FFFFFF
112	#FAF9FC	#FFFFFF
113	#DDD9ED	#FEFEFE
114	#EEECF6	#FEFEFE
115	#D7D2E9	#FDFDFD
116	#EFEDF6	#FEFEFE
117	#E9E6F3	#FEFEFE
118	#E8E5F3	#FEFEFE
119	#C3BBDE	#FDFDFD
120	#F8EEED	#FFFFFF
121	#D5CFE8	#FEFEFE
122	#C3BBDE	#FDFDFD
123	#E9E5F3	#FEFEFE
124	#FAF9FC	#FFFFFF
125	#EEECF6	#FFFFFF
126	#E5E1F1	#FEFEFE
127	#CBC5E3	#FDFDFD
128	#BDB5DB	#FBFBFB
129	#C3BBDE	#FDFDFD
130	#A79ECF	#FBFBFB
131	#FEFDFD	#FFFFFF
132	#DDD9ED	#FEFEFE
133	#DDD8ED	#FEFEFE
134	#A197CC	#FBFBFB
135	#9086C3	#F9F9F9
136	#BEB6DC	#FCFCFC
137	#D4CEE8	#FEFEFE
138	#E5E1F1	#FEFEFE
139	#A096CB	#FBFBFB
140	#CCC5E3	#FDFDFD
141	#C7C0E1	#FCFCFC
142	#B7AFD8	#FBFBFB
143	#FBF5F4	#FFFFFF
144	#F6F5FA	#FFFFFF
145	#B8AFD8	#FBFBFB
146	#D7D2EA	#FDFDFD
147	#F6F5FA	#FFFFFF
148	#D4CEE7	#FDFDFD
149	#A096CB	#FBFBFB
150	#EBE9F4	#FEFEFE
151	#E4E1F1	#FEFEFE
