group	fill	colour
1	#F7ECEB	#FFFFFF
2	#DDD8ED	#FEFEFE
3	#FEFDFD	#FFFFFF
4	#D4CFE8	#FEFEFE
5	#DDD9ED	#FEFEFE
6	#B7AFD8	#FDFDFD
7	#D5CFE8	#FEFEFE
8	#B7AFD8	#FDFDFD
9	#EBD4D0	#FEFEFE
10	#EBD4D0	#FEFEFE
11	#EBD3D0	#FEFEFE
12	#B8AFD8	#FDFDFD
13	#D5CFE8	#FEFEFE
14	#DDD8ED	#FEFEFE
15	#FAF9FC	#FFFFFF
16	#E1BEBA	#FEFEFE
17	#FAF9FC	#FFFFFF
20	#F7ECEB	#FFFFFF
21	#F8EEED	#FFFFFF
24	#C3BBDE	#FDFDFD
25	#AFA6D3	#FCFCFC
27	#EBD4D0	#FEFEFE
30	#C3BBDE	#FDFDFD
31	#FAF9FC	#FFFFFF
32	#FAF9FC	#FFFFFF
34	#FAF9FC	#FFFFFF
36	#D4CEE7	#FDFDFD
37	#D5CFE8	#FEFEFE
39	#D4CFE8	#FEFEFE
40	#C3BBDE	#FDFDFD
41	#E8E5F3	#FEFEFE
42	#EBD4D0	#FEFEFE
43	#E1BEBA	#FEFEFE
44	#C3BBDE	#FDFDFD
45	#E9E5F3	#FEFEFE
46	#E9E5F3	#FEFEFE
47	#EFEDF6	#FFFFFF
49	#AFA6D3	#FCFCFC
50	#E8E5F3	#FEFEFE
52	#D3CEE7	#FDFDFD
53	#F7ECEB	#FFFFFF
54	#FBFAFD	#FFFFFF
55	#EBD4D0	#FEFEFE
56	#AFA6D3	#FCFCFC
57	#D5CFE8	#FEFEFE
60	#D5CFE8	#FEFEFE
61	#C3BBDE	#FDFDFD
63	#D9AFAA	#FDFDFD
64	#F2F1F8	#FFFFFF
65	#EBD4D0	#FEFEFE
66	#FAF9FC	#FFFFFF
67	#D5CFE8	#FEFEFE
69	#C3BBDE	#FDFDFD
70	#FAF9FC	#FFFFFF
71	#EBD4D0	#FEFEFE
72	#D5CFE8	#FEFEFE
73	#E9E6F3	#FEFEFE
75	#C4BCDF	#FCFCFC
77	#FAF9FC	#FFFFFF
80	#C3BBDE	#FDFDFD
81	#FAF9FC	#FFFFFF
82	#D4CFE8	#FEFEFE
83	#D4CFE8	#FEFEFE
85	#EBD4D0	#FEFEFE
86	#C3BBDE	#FDFDFD
89	#E1BEB9	#FEFEFE
91	#D4CFE8	#FEFEFE
93	#FAF9FC	#FFFFFF
94	#FAF9FC	#FFFFFF
97	#FAF9FC	#FFFFFF
98	#CBC4E3	#FDFDFD
99	#B7AFD8	#FDFDFD
100	#FAF9FC	#FFFFFF
101	#EEECF6	#FFFFFF
102	#FBF7F6	#FFFFFF
103	#FFFFFF	#FFFFFF
104	#E5E1F1	#FEFEFE
106	#D5CFE8	#FEFEFE
108	#D4CFE8	#FEFEFE
109	#C3BBDE	#FDFDFD
111	#FAFAFC	#FFFFFF
112	#EBD3D0	#FEFEFE
113	#E8E5F3	#FEFEFE
114	#C3BBDE	#FDFDFD
115	#E9CECB	#FEFEFE
116	#D5CFE8	#FEFEFE
119	#E8E5F3	#FEFEFE
120	#D5CFE8	#FEFEFE
124	#F8EEED	#FFFFFF
125	#EBD4D0	#FEFEFE
126	#FAFAFC	#FFFFFF
127	#B8AFD8	#FDFDFD
131	#C3BBDE	#FDFDFD
132	#D5CFE8	#FEFEFE
135	#E9E5F3	#FEFEFE
137	#B7AFD8	#FDFDFD
138	#B7AFD8	#FDFDFD
141	#C3BBDE	#FDFDFD
142	#F8EEED	#FFFFFF
143	#FAF9FC	#FFFFFF
145	#FAFAFC	#FFFFFF
146	#E1BEBA	#FEFEFE
147	#D5CFE8	#FEFEFE
148	#B7AED8	#FDFDFD
149	#D4CEE8	#FDFDFD
150	#FAF9FC	#FFFFFF
151	#F8EEED	#FFFFFF
153	#FAF9FC	#FFFFFF
154	#F8EEED	#FFFFFF
155	#E8E5F3	#FEFEFE
156	#EBD3D0	#FEFEFE
