x	y	group
1919.25	405.25	51208
1919.25	405.75	51208
1919.75	405.75	51208
1920.75	404.75	51208
1921.75	404.75	51208
1922.75	403.75	51208
1922.75	402.75	51208
1923.25	402.75	51208
1923.75	403.25	51208
1923.75	403.75	51208
1922.25	405.25	51208
1922.25	405.75	51208
1922.75	405.75	51208
1923.25	405.25	51208
1923.75	405.25	51208
1923.75	406.25	51208
1924.75	406.25	51208
1924.75	407.25	51208
1925.25	407.25	51208
1926.75	405.75	51208
1927.25	405.75	51208
1927.25	406.25	51208
1926.25	407.25	51208
1926.25	408.75	51208
1926.75	408.75	51208
1927.25	408.25	51208
1927.25	407.25	51208
1927.75	406.75	51208
1928.25	406.75	51208
1928.75	407.25	51208
1929.25	407.25	51208
1929.75	406.75	51208
1929.75	406.25	51208
1928.75	406.25	51208
1928.75	405.25	51208
1928.25	404.75	51208
1927.25	404.75	51208
1927.25	404.25	51208
1928.25	403.25	51208
1928.25	402.75	51208
1927.75	402.75	51208
1926.75	403.75	51208
1926.25	403.75	51208
1926.25	402.75	51208
1925.25	401.75	51208
1924.25	401.75	51208
1924.25	399.75	51208
1923.25	399.75	51208
1922.75	399.25	51208
1922.75	398.25	51208
1921.75	397.25	51208
1921.75	396.75	51208
1922.25	396.25	51208
1923.75	396.25	51208
1923.75	396.75	51208
1923.25	397.25	51208
1923.25	397.75	51208
1923.75	398.25	51208
1924.25	398.25	51208
1924.75	397.75	51208
1925.25	397.75	51208
1925.25	398.25	51208
1924.75	398.75	51208
1924.75	399.25	51208
1925.25	399.75	51208
1925.25	400.75	51208
1926.75	400.75	51208
1926.75	399.75	51208
1927.75	398.75	51208
1927.75	398.25	51208
1926.75	398.25	51208
1926.25	397.75	51208
1926.25	397.25	51208
1927.25	397.25	51208
1927.75	396.75	51208
1927.75	396.25	51208
1927.25	395.75	51208
1927.25	394.25	51208
1927.75	393.75	51208
1928.75	393.75	51208
1929.25	393.25	51208
1929.75	393.25	51208
1929.75	394.25	51208
1931.25	394.25	51208
1931.25	393.25	51208
1931.75	392.75	51208
1931.75	392.25	51208
1930.25	390.75	51208
1929.75	390.75	51208
1929.25	391.25	51208
1928.25	391.25	51208
1928.25	391.75	51208
1928.75	392.25	51208
1928.75	392.75	51208
1926.75	392.75	51208
1926.25	393.25	51208
1926.25	394.25	51208
1925.75	394.25	51208
1924.75	393.25	51208
1924.25	393.25	51208
1924.25	394.25	51208
1923.25	395.25	51208
1922.25	395.25	51208
1920.75	396.75	51208
1920.25	396.75	51208
1919.75	396.25	51208
1919.75	395.75	51208
1920.75	395.75	51208
1921.25	395.25	51208
1921.25	393.75	51208
1920.75	393.25	51208
1920.75	391.25	51208
1917.75	391.25	51208
1917.75	390.25	51208
1916.25	390.25	51208
1915.75	390.75	51208
1914.75	390.75	51208
1914.25	391.25	51208
1914.25	391.75	51208
1914.75	392.25	51208
1914.75	393.25	51208
1915.25	393.25	51208
1915.75	392.75	51208
1915.75	391.75	51208
1916.25	391.25	51208
1916.75	391.25	51208
1917.25	391.75	51208
1917.25	392.75	51208
1918.25	393.75	51208
1919.25	393.75	51208
1919.25	394.25	51208
1918.75	394.75	51208
1918.75	395.75	51208
1918.25	396.25	51208
1918.25	396.75	51208
1918.75	397.25	51208
1919.75	397.25	51208
1919.75	397.75	51208
1918.25	399.25	51208
1918.25	400.75	51208
1918.75	401.25	51208
1918.75	401.75	51208
1917.75	401.75	51208
1917.75	403.25	51208
1919.25	404.75	51208
1919.25	405.25	51208
