x	y	group
1490.75	363.75	78809
1490.75	364.25	78809
1491.25	364.25	78809
1491.75	363.75	78809
1492.25	363.75	78809
1493.75	365.25	78809
1496.25	365.25	78809
1496.75	364.75	78809
1497.25	364.75	78809
1497.75	365.25	78809
1498.25	365.25	78809
1498.25	364.75	78809
1497.75	364.25	78809
1497.75	363.75	78809
1499.75	363.75	78809
1499.75	363.25	78809
1499.25	362.75	78809
1496.75	362.75	78809
1496.25	363.25	78809
1495.75	363.25	78809
1495.25	362.75	78809
1495.25	361.75	78809
1494.75	361.25	78809
1494.75	360.75	78809
1495.25	360.75	78809
1495.75	361.25	78809
1496.25	361.25	78809
1496.25	360.25	78809
1496.75	359.75	78809
1496.75	359.25	78809
1495.75	359.25	78809
1495.75	358.75	78809
1496.75	357.75	78809
1496.75	357.25	78809
1496.25	356.75	78809
1496.25	356.25	78809
1497.25	356.25	78809
1497.25	355.75	78809
1496.75	355.25	78809
1495.75	355.25	78809
1494.75	354.25	78809
1494.25	354.25	78809
1494.25	355.25	78809
1493.75	355.25	78809
1493.25	354.75	78809
1492.75	354.75	78809
1492.75	355.25	78809
1494.75	357.25	78809
1494.75	358.75	78809
1494.25	359.25	78809
1493.75	359.25	78809
1492.75	358.25	78809
1492.75	357.25	78809
1491.75	357.25	78809
1491.25	356.75	78809
1490.75	356.75	78809
1490.25	357.25	78809
1490.25	358.25	78809
1489.75	358.75	78809
1489.75	359.25	78809
1490.75	359.25	78809
1490.75	360.25	78809
1491.25	360.75	78809
1491.25	361.25	78809
1490.25	362.25	78809
1490.25	362.75	78809
1490.75	362.75	78809
1491.25	362.25	78809
1491.75	362.25	78809
1491.75	362.75	78809
1490.75	363.75	78809
