group	fill	colour
1	#C3BBDE	#FDFDFD
2	#D4CFE8	#FEFEFE
3	#E1BEBA	#FEFEFE
4	#D4CFE8	#FEFEFE
5	#D5CFE8	#FEFEFE
7	#B7AFD8	#FDFDFD
8	#F2F0F8	#FFFFFF
9	#E5E1F1	#FEFEFE
10	#B7AED8	#FDFDFD
11	#B7AED8	#FDFDFD
12	#EBD3D0	#FEFEFE
13	#A79ECF	#FBFBFB
14	#E1BEBA	#FEFEFE
15	#D5CFE8	#FEFEFE
16	#C3BBDE	#FDFDFD
17	#AFA6D3	#FCFCFC
18	#FAF9FC	#FFFFFF
19	#D4CFE8	#FEFEFE
20	#AFA6D3	#FCFCFC
21	#AFA6D3	#FCFCFC
22	#E9E5F3	#FEFEFE
23	#EBD4D0	#FEFEFE
24	#E9E6F3	#FEFEFE
26	#C3BBDE	#FDFDFD
27	#D4CFE8	#FEFEFE
29	#A79DCF	#FBFBFB
30	#C3BBDE	#FDFDFD
31	#D5CFE8	#FEFEFE
32	#A79DCF	#FBFBFB
33	#C3BBDE	#FDFDFD
34	#C4BDDF	#FCFCFC
35	#FBF6F5	#FFFFFF
36	#F1DFDD	#FEFEFE
37	#E9E6F3	#FEFEFE
38	#F8EEED	#FFFFFF
40	#FBFAFD	#FFFFFF
41	#FAF9FC	#FFFFFF
42	#D5CFE8	#FEFEFE
43	#D4CEE8	#FEFEFE
44	#D5CFE8	#FEFEFE
46	#C3BBDE	#FDFDFD
47	#F8EEED	#FFFFFF
49	#D5CFE8	#FEFEFE
52	#F6EBEA	#FFFFFF
56	#EBD4D0	#FEFEFE
58	#FAF9FC	#FFFFFF
59	#F9F1F0	#FFFFFF
60	#B7AFD8	#FDFDFD
61	#D5CFE8	#FEFEFE
62	#DDD8EC	#FEFEFE
63	#C3BBDE	#FDFDFD
64	#E8E5F3	#FEFEFE
65	#FBF6F6	#FFFFFF
66	#C3BBDE	#FDFDFD
67	#EFECF6	#FEFEFE
69	#B8AFD8	#FDFDFD
71	#B7AFD8	#FDFDFD
72	#C3BBDE	#FDFDFD
73	#FAFAFC	#FFFFFF
74	#EBD4D0	#FEFEFE
76	#EBD4D0	#FEFEFE
77	#DDD8EC	#FEFEFE
78	#FAF9FC	#FFFFFF
79	#D5CFE8	#FEFEFE
80	#C3BBDE	#FDFDFD
81	#B8AFD8	#FDFDFD
83	#B7AFD8	#FDFDFD
84	#F9F8FC	#FFFFFF
85	#AEA5D3	#FCFCFC
86	#D5CFE8	#FEFEFE
87	#D5CFE8	#FEFEFE
88	#C3BBDE	#FDFDFD
89	#FAF9FC	#FFFFFF
90	#AFA6D3	#FCFCFC
91	#AEA5D3	#FCFCFC
92	#E1BEBA	#FEFEFE
93	#EBD4D0	#FEFEFE
94	#D5CFE8	#FEFEFE
95	#F1DFDD	#FEFEFE
97	#E9E5F3	#FEFEFE
98	#DCD8EC	#FEFEFE
100	#D4CFE8	#FEFEFE
101	#F8EEED	#FFFFFF
103	#E1BEBA	#FEFEFE
104	#D5CFE8	#FEFEFE
106	#B7AFD8	#FDFDFD
108	#DDD8EC	#FEFEFE
109	#A79ECF	#FBFBFB
110	#AFA6D3	#FCFCFC
111	#B7AFD8	#FDFDFD
112	#D5CFE8	#FEFEFE
113	#B7AFD8	#FDFDFD
114	#D9B0AA	#FDFDFD
115	#D5CFE8	#FEFEFE
116	#DDD8ED	#FEFEFE
117	#B7AFD8	#FDFDFD
118	#C3BBDE	#FDFDFD
119	#C3BBDE	#FDFDFD
120	#EFEDF6	#FFFFFF
121	#D5CFE8	#FEFEFE
122	#D4CEE7	#FDFDFD
123	#C3BBDE	#FDFDFD
124	#F7EEEC	#FFFFFF
125	#A79ECF	#FBFBFB
126	#D4CFE8	#FEFEFE
127	#FBFAFD	#FFFFFF
128	#D4CEE8	#FEFEFE
129	#9A90C8	#FAFAFA
130	#C3BBDE	#FDFDFD
131	#B7AFD8	#FDFDFD
132	#AEA5D3	#FCFCFC
133	#AFA6D3	#FCFCFC
134	#D6D1E9	#FDFDFD
135	#C3BBDE	#FDFDFD
136	#C5BDDF	#FCFCFC
137	#E1BEB9	#FEFEFE
138	#D5CFE8	#FEFEFE
139	#EBD4D0	#FEFEFE
140	#EBD4D0	#FEFEFE
141	#E8E5F3	#FEFEFE
142	#D4CFE8	#FEFEFE
144	#C3BBDE	#FDFDFD
145	#EBD4D0	#FEFEFE
146	#C3BBDE	#FDFDFD
147	#EBD4D0	#FEFEFE
149	#C3BBDE	#FDFDFD
150	#D9B0AB	#FDFDFD
153	#FBF6F5	#FFFFFF
154	#F8EEED	#FFFFFF
155	#C3BBDE	#FDFDFD
156	#D4CEE7	#FDFDFD
157	#9B91C9	#FAFAFA
158	#FBFBFD	#FFFFFF
159	#B7AFD8	#FDFDFD
160	#D9AFAA	#FDFDFD
161	#C3BBDE	#FDFDFD
162	#D5CFE8	#FEFEFE
163	#D4CEE7	#FDFDFD
164	#EBD4D0	#FEFEFE
165	#AFA6D3	#FCFCFC
166	#EBD4D0	#FEFEFE
167	#DDD8EC	#FEFEFE
168	#B8AFD8	#FDFDFD
170	#B7AFD8	#FDFDFD
