group	fill	colour
1	#FDFBFB	#FFFFFF
2	#E9CECB	#FEFEFE
3	#E1BEBA	#FDFDFD
4	#E2C0BC	#FDFDFD
5	#F7EEEC	#FFFFFF
6	#F3F1F8	#FFFFFF
7	#EDD6D3	#FEFEFE
8	#F1EFF7	#FEFEFE
9	#FEFDFD	#FFFFFF
10	#FEFDFE	#FFFFFF
11	#F8F6FB	#FFFFFF
12	#E4E0F0	#FCFCFC
13	#F9F8FC	#FFFFFF
14	#CF9D97	#FCFCFC
15	#F7F5FA	#FFFFFF
16	#ECE9F5	#FEFEFE
17	#DEDAED	#FDFDFD
18	#ECD5D2	#FEFEFE
19	#F9F8FC	#FFFFFF
20	#FFFEFE	#FFFFFF
21	#E4E0F0	#FEFEFE
22	#EAE7F3	#FEFEFE
23	#E1DDEF	#FDFDFD
24	#FBF6F6	#FFFFFF
25	#F1E0DD	#FEFEFE
26	#F3F1F9	#FEFEFE
27	#E8E5F3	#FEFEFE
28	#EAE7F4	#FEFEFE
29	#EAE7F4	#FEFEFE
30	#E4C4C0	#FDFDFD
31	#C7C0E1	#FBFBFB
32	#F7ECEB	#FEFEFE
33	#FCF8F8	#FFFFFF
34	#FEFDFC	#FFFFFF
35	#E8E4F2	#FEFEFE
36	#F6EAE8	#FEFEFE
37	#F9F1F0	#FFFFFF
38	#F7F5FA	#FFFFFF
39	#F9F9FC	#FFFFFF
40	#EEECF6	#FEFEFE
41	#FAF9FC	#FFFFFF
42	#EEEBF6	#FEFEFE
43	#BEB6DC	#FAFAFA
44	#E1BEBA	#FDFDFD
45	#DCD7EC	#FEFEFE
46	#F9F9FC	#FFFFFF
47	#DED9ED	#FDFDFD
48	#F7ECEB	#FEFEFE
49	#F2F0F8	#FEFEFE
50	#FCF7F7	#FFFFFF
52	#F9F1F0	#FFFFFF
53	#FEFDFC	#FFFFFF
54	#ECD5D1	#FEFEFE
55	#E5E1F1	#FEFEFE
56	#ECD5D2	#FEFEFE
57	#FDFDFE	#FFFFFF
58	#B7AED8	#F8F8F8
59	#F9F9FC	#FFFFFF
60	#E6C8C4	#FDFDFD
61	#F6EBEA	#FEFEFE
62	#F8EEED	#FEFEFE
63	#F3F1F9	#FEFEFE
64	#F7EDEC	#FEFEFE
65	#CBC4E3	#FCFCFC
66	#F8EEED	#FEFEFE
67	#DED9ED	#FDFDFD
68	#F2F0F8	#FEFEFE
69	#EDEBF5	#FEFEFE
70	#D7D2E9	#FCFCFC
71	#E7E3F2	#FDFDFD
72	#E7E3F2	#FEFEFE
73	#C7C0E1	#FCFCFC
74	#F0EEF7	#FEFEFE
75	#FFFFFF	#FFFFFF
76	#DDD9ED	#FDFDFD
77	#DDD9ED	#FCFCFC
78	#F2E2E0	#FEFEFE
79	#EED9D6	#FEFEFE
80	#D3CDE7	#FCFCFC
81	#DED9ED	#FDFDFD
82	#AEA5D3	#FCFCFC
83	#D4CFE8	#FDFDFD
84	#DDD9ED	#FDFDFD
85	#F9F1F0	#FFFFFF
86	#EFEDF6	#FEFEFE
87	#DFDAEE	#FEFEFE
88	#FBFAFD	#FFFFFF
89	#FCF7F7	#FFFFFF
90	#EEEBF6	#FEFEFE
91	#F3F1F8	#FFFFFF
92	#F7ECEA	#FEFEFE
93	#D4CEE7	#FCFCFC
94	#E6C8C4	#FCFCFC
95	#D9D4EA	#FCFCFC
97	#F1DFDD	#FEFEFE
98	#FAF4F3	#FFFFFF
99	#FBFAFD	#FFFFFF
100	#E8E4F2	#FEFEFE
101	#FEFDFC	#FFFFFF
102	#F3F1F9	#FEFEFE
103	#F6EAE9	#FEFEFE
104	#FEFCFC	#FFFFFF
105	#F9F2F1	#FFFFFF
106	#FBF6F6	#FFFFFF
107	#FAF9FC	#FFFFFF
108	#F4F3F9	#FEFEFE
109	#F9F1EF	#FFFFFF
110	#E4C4C0	#FDFDFD
111	#FBF6F5	#FFFFFF
112	#EAE6F3	#FEFEFE
113	#E8E5F2	#FEFEFE
114	#E5E2F1	#FDFDFD
115	#DCD7EC	#FEFEFE
116	#D7D2E9	#FCFCFC
117	#F2F0F8	#FFFFFF
118	#FDFCFE	#FFFFFF
119	#FDF9F9	#FFFFFF
120	#FFFEFE	#FFFFFF
121	#FEFCFC	#FFFFFF
122	#C5BEE0	#FAFAFA
123	#E4E0F0	#FDFDFD
124	#EFECF6	#FEFEFE
125	#D6D0E8	#FCFCFC
126	#F9F8FC	#FFFFFF
127	#EDEAF5	#FEFEFE
128	#DCD8EC	#FEFEFE
129	#E6E3F2	#FEFEFE
130	#EFECF6	#FEFEFE
131	#EBE8F4	#FEFEFE
132	#E5C7C3	#FDFDFD
133	#ECE9F4	#FEFEFE
134	#FAF9FC	#FFFFFF
135	#FAF4F3	#FFFFFF
136	#F4E5E3	#FEFEFE
137	#F4E7E5	#FEFEFE
138	#D3CDE7	#FCFCFC
139	#E8E5F2	#FEFEFE
140	#F6F5FA	#FFFFFF
141	#F7EDEB	#FEFEFE
142	#E6E2F1	#FEFEFE
143	#F9F1F0	#FFFFFF
144	#F2F1F8	#FFFFFF
145	#F6EAE8	#FEFEFE
146	#F6F5FA	#FFFFFF
147	#E6E2F1	#FEFEFE
148	#FFFFFF	#FFFFFF
149	#EAE6F3	#FEFEFE
150	#E6E2F1	#FEFEFE
151	#EFEDF6	#FEFEFE
153	#C6BFE0	#FCFCFC
154	#F7EEEC	#FFFFFF
155	#FCFBFD	#FFFFFF
156	#FBF6F5	#FFFFFF
157	#EDEAF5	#FEFEFE
158	#DEDAED	#FDFDFD
159	#FAF4F4	#FFFFFF
160	#ECE9F5	#FEFEFE
161	#FDFBFB	#FFFFFF
162	#FCF9F8	#FFFFFF
163	#E7E4F2	#FEFEFE
164	#F7F6FB	#FFFFFF
165	#EDEAF5	#FEFEFE
166	#E5E1F1	#FEFEFE
167	#DED9ED	#FCFCFC
168	#D2CCE7	#FAFAFA
169	#D6D1E9	#FDFDFD
170	#F8EFEE	#FEFEFE
171	#F3F1F9	#FEFEFE
172	#F2F0F8	#FEFEFE
173	#EDEBF5	#FEFEFE
174	#F3F2F9	#FEFEFE
175	#FAF9FC	#FFFFFF
176	#FCFCFE	#FFFFFF
177	#F5F3FA	#FFFFFF
178	#FFFEFE	#FFFFFF
179	#E6E2F1	#FCFCFC
180	#F7EDEC	#FEFEFE
181	#DCD7EC	#FEFEFE
182	#F1DFDD	#FEFEFE
183	#E7E3F2	#FEFEFE
184	#EAE7F4	#FEFEFE
185	#CEC8E5	#FCFCFC
186	#E4E0F0	#FEFEFE
187	#FFFFFF	#FFFFFF
