x	y	group
2858.25	241.25	52564
2858.25	241.75	52564
2858.75	241.75	52564
2859.25	241.25	52564
2860.25	241.25	52564
2860.75	240.75	52564
2861.25	240.75	52564
2862.25	241.75	52564
2862.25	242.75	52564
2862.75	242.75	52564
2863.25	242.25	52564
2864.75	242.25	52564
2865.25	242.75	52564
2866.25	242.75	52564
2866.25	243.25	52564
2865.75	243.75	52564
2865.75	244.25	52564
2867.25	244.25	52564
2867.75	243.75	52564
2868.75	243.75	52564
2868.75	243.25	52564
2866.25	240.75	52564
2866.25	240.25	52564
2866.75	240.25	52564
2867.25	240.75	52564
2868.25	240.75	52564
2868.25	241.75	52564
2868.75	242.25	52564
2869.75	242.25	52564
2869.75	243.25	52564
2870.25	243.25	52564
2871.25	242.25	52564
2871.75	242.25	52564
2871.75	242.75	52564
2869.25	245.25	52564
2868.75	245.25	52564
2868.25	244.75	52564
2867.75	244.75	52564
2867.25	245.25	52564
2867.25	245.75	52564
2867.75	246.25	52564
2867.75	246.75	52564
2867.25	247.25	52564
2867.25	247.75	52564
2867.75	247.75	52564
2868.25	247.25	52564
2868.75	247.25	52564
2869.75	248.25	52564
2869.75	249.25	52564
2871.25	250.75	52564
2872.75	250.75	52564
2873.25	250.25	52564
2873.75	250.25	52564
2875.25	251.75	52564
2876.25	251.75	52564
2876.25	252.25	52564
2875.75	252.75	52564
2875.25	252.75	52564
2873.75	251.25	52564
2873.25	251.25	52564
2872.75	251.75	52564
2872.75	252.25	52564
2873.75	252.25	52564
2873.75	253.25	52564
2874.75	253.25	52564
2875.25	253.75	52564
2875.25	254.75	52564
2876.25	254.75	52564
2877.25	255.75	52564
2877.75	255.75	52564
2877.75	255.25	52564
2877.25	254.75	52564
2877.25	254.25	52564
2877.75	254.25	52564
2878.25	254.75	52564
2878.75	254.75	52564
2878.75	253.75	52564
2880.25	252.25	52564
2881.25	252.25	52564
2881.25	251.75	52564
2880.25	250.75	52564
2880.25	250.25	52564
2881.25	249.25	52564
2881.25	248.75	52564
2880.75	248.25	52564
2880.25	248.25	52564
2878.25	250.25	52564
2878.25	250.75	52564
2879.25	250.75	52564
2879.25	252.25	52564
2877.75	252.25	52564
2877.75	251.25	52564
2877.25	250.75	52564
2877.25	249.75	52564
2876.75	249.25	52564
2876.75	248.25	52564
2876.25	248.25	52564
2875.25	249.25	52564
2874.75	249.25	52564
2873.75	248.25	52564
2873.75	247.75	52564
2874.25	247.25	52564
2874.75	247.25	52564
2874.75	248.25	52564
2875.25	248.25	52564
2876.75	246.75	52564
2876.75	245.25	52564
2876.25	244.75	52564
2876.25	244.25	52564
2876.75	244.25	52564
2877.25	244.75	52564
2878.25	244.75	52564
2878.25	246.25	52564
