group	fill	colour
1	#E4E0F0	#FEFEFE
2	#E9E5F3	#FEFEFE
3	#D4CEE8	#FDFDFD
4	#EDEAF5	#FEFEFE
5	#C3BBDE	#FDFDFD
6	#DDD8ED	#FEFEFE
7	#D4CEE7	#FDFDFD
8	#E9E5F3	#FEFEFE
9	#FAFAFD	#FFFFFF
10	#B8AFD8	#FDFDFD
11	#FAF9FC	#FFFFFF
12	#DDD8EC	#FEFEFE
13	#B7AFD8	#FDFDFD
15	#CEC7E4	#FDFDFD
16	#C3BBDE	#FDFDFD
17	#A79ECF	#FBFBFB
18	#E9E6F3	#FEFEFE
19	#9B91C9	#FAFAFA
20	#E8E5F3	#FEFEFE
21	#CCC5E3	#FDFDFD
22	#B7AFD8	#FDFDFD
23	#EFEDF6	#FEFEFE
24	#AFA6D3	#FCFCFC
25	#E4E1F1	#FEFEFE
26	#E4E0F0	#FEFEFE
27	#E1BEBA	#FEFEFE
28	#D5CFE8	#FEFEFE
29	#D5CFE8	#FEFEFE
30	#F8EEED	#FFFFFF
31	#D5CFE8	#FEFEFE
32	#AEA5D3	#FCFCFC
33	#DDD8ED	#FEFEFE
34	#C3BBDE	#FDFDFD
35	#FAF9FC	#FFFFFF
36	#F8EEED	#FFFFFF
37	#DDD8ED	#FEFEFE
38	#B7AFD8	#FDFDFD
39	#ECEAF5	#FEFEFE
40	#E9E6F3	#FEFEFE
41	#EEECF6	#FFFFFF
42	#A79DCF	#FBFBFB
43	#D5CFE8	#FEFEFE
44	#D4CFE8	#FEFEFE
45	#FBF7F6	#FFFFFF
46	#E8E5F3	#FEFEFE
47	#E8E5F3	#FEFEFE
48	#B7AED8	#FDFDFD
49	#F1E0DE	#FEFEFE
50	#D4CEE8	#FEFEFE
52	#FBFAFD	#FFFFFF
53	#F7EDEB	#FFFFFF
54	#F8EEED	#FFFFFF
55	#DDD9ED	#FEFEFE
56	#A89ECF	#FBFBFB
57	#E4E1F1	#FEFEFE
58	#CCC5E3	#FDFDFD
59	#EFECF6	#FFFFFF
60	#A096CB	#FBFBFB
61	#EFECF6	#FEFEFE
62	#EEECF6	#FFFFFF
63	#C3BBDE	#FDFDFD
64	#B8B0D8	#FBFBFB
65	#EEECF6	#FFFFFF
66	#FAF9FC	#FFFFFF
67	#A79DCF	#FBFBFB
68	#DCD8EC	#FEFEFE
69	#EBD4D0	#FEFEFE
70	#B7AFD8	#FDFDFD
71	#C3BBDE	#FDFDFD
72	#EFECF6	#FEFEFE
73	#D5CFE8	#FEFEFE
74	#D4CEE8	#FDFDFD
75	#C3BBDE	#FDFDFD
76	#C3BBDE	#FDFDFD
77	#E9E6F3	#FEFEFE
78	#E8E5F3	#FEFEFE
79	#AFA5D3	#FCFCFC
80	#E9E5F3	#FEFEFE
81	#FAF9FC	#FFFFFF
82	#FAF9FC	#FFFFFF
83	#DBD7EC	#FEFEFE
84	#C3BBDE	#FDFDFD
85	#D5CFE8	#FEFEFE
86	#FAF9FC	#FFFFFF
87	#FBF6F6	#FFFFFF
88	#B7AFD8	#FDFDFD
89	#E9E5F3	#FEFEFE
90	#9B90C8	#FAFAFA
91	#D4CEE8	#FEFEFE
92	#C3BBDE	#FDFDFD
93	#C3BBDE	#FDFDFD
94	#D5CFE8	#FEFEFE
95	#D3A49F	#FCFCFC
97	#E4E0F0	#FEFEFE
98	#DCD7EC	#FEFEFE
99	#DDD8EC	#FEFEFE
100	#D4CFE8	#FEFEFE
101	#E4E1F1	#FEFEFE
102	#958AC5	#F9F9F9
103	#FAF9FC	#FFFFFF
104	#A197CC	#FBFBFB
105	#A79ECF	#FBFBFB
106	#D3CEE7	#FDFDFD
107	#FBFBFD	#FFFFFF
108	#DED9ED	#FEFEFE
109	#EFECF6	#FEFEFE
110	#958AC5	#F9F9F9
111	#C3BBDE	#FDFDFD
112	#DDD8EC	#FEFEFE
113	#DDD8ED	#FEFEFE
115	#F0EDF7	#FFFFFF
116	#F4E6E4	#FEFEFE
117	#EEECF6	#FFFFFF
