group	fill	colour
1	#D5CFE8	#FEFEFE
2	#F8EEED	#FFFFFF
3	#D5CFE8	#FEFEFE
4	#D5CFE8	#FEFEFE
5	#B7AFD8	#FDFDFD
6	#AFA6D3	#FCFCFC
7	#B7AFD8	#FDFDFD
8	#B7AFD8	#FDFDFD
9	#B8AFD8	#FDFDFD
10	#C5BEDF	#FCFCFC
12	#B7AFD8	#FDFDFD
13	#FAFAFC	#FFFFFF
14	#C3BBDE	#FDFDFD
15	#B8AFD8	#FDFDFD
16	#D5CFE8	#FEFEFE
17	#DDD8EC	#FEFEFE
19	#FAF9FC	#FFFFFF
20	#B8AFD8	#FDFDFD
22	#D5CFE8	#FEFEFE
23	#FAF9FC	#FFFFFF
24	#FAF9FC	#FFFFFF
25	#D5CFE8	#FEFEFE
26	#D4CFE8	#FEFEFE
28	#D5CFE8	#FEFEFE
29	#C3BBDE	#FDFDFD
30	#D4CFE8	#FEFEFE
31	#D4CFE8	#FEFEFE
33	#FAF9FC	#FFFFFF
34	#EBD4D0	#FEFEFE
35	#C3BBDE	#FDFDFD
36	#F8EEED	#FFFFFF
37	#E1BEBA	#FEFEFE
38	#C3BBDE	#FDFDFD
39	#E9E5F3	#FEFEFE
40	#E8E5F3	#FEFEFE
41	#FAFAFC	#FFFFFF
42	#B7AFD8	#FDFDFD
43	#CF9D97	#FCFCFC
44	#DDD9ED	#FEFEFE
45	#D9B0AB	#FDFDFD
46	#F1E0DD	#FEFEFE
47	#DDD8EC	#FEFEFE
49	#C3BBDE	#FDFDFD
50	#AFA5D3	#FCFCFC
51	#D5CFE8	#FEFEFE
52	#D4CFE8	#FEFEFE
54	#C3BBDE	#FDFDFD
55	#C3BBDE	#FDFDFD
56	#D3CEE7	#FDFDFD
57	#EEECF6	#FFFFFF
58	#B7AFD8	#FDFDFD
59	#DDD8EC	#FEFEFE
60	#A79ECF	#FBFBFB
61	#AEA5D3	#FCFCFC
62	#EBD3D0	#FEFEFE
63	#C3BBDE	#FDFDFD
64	#DCD8EC	#FEFEFE
65	#E6C9C5	#FDFDFD
66	#FBF6F5	#FFFFFF
67	#E9E6F3	#FEFEFE
68	#A197CC	#FBFBFB
69	#D4CFE8	#FEFEFE
71	#F8EEED	#FFFFFF
73	#D5CFE8	#FEFEFE
74	#C3BBDE	#FDFDFD
75	#EBD4D0	#FEFEFE
76	#D4CFE8	#FEFEFE
77	#C3BBDE	#FDFDFD
78	#E8E5F3	#FEFEFE
80	#E8E5F3	#FEFEFE
81	#C3BBDE	#FDFDFD
82	#E1BEBA	#FEFEFE
83	#D5CFE8	#FEFEFE
84	#D4CFE8	#FEFEFE
85	#C3BBDE	#FDFDFD
86	#EBD3D0	#FEFEFE
87	#C3BBDE	#FDFDFD
88	#EBD4D0	#FEFEFE
89	#FAF9FC	#FFFFFF
90	#C3BBDE	#FDFDFD
91	#B8AFD8	#FDFDFD
92	#D4CFE8	#FEFEFE
93	#EBD4D0	#FEFEFE
94	#B7AFD8	#FDFDFD
95	#A89ECF	#FBFBFB
96	#F8EEED	#FFFFFF
97	#D5CFE8	#FEFEFE
98	#D4CEE8	#FEFEFE
100	#A79ECF	#FBFBFB
101	#D5CFE8	#FEFEFE
102	#F8EEED	#FFFFFF
103	#EBD4D0	#FEFEFE
104	#E1BEB9	#FEFEFE
105	#E8E5F3	#FEFEFE
106	#C3BBDE	#FDFDFD
107	#C3BBDE	#FDFDFD
108	#C3BBDE	#FDFDFD
109	#FAFAFC	#FFFFFF
110	#DDD8ED	#FEFEFE
111	#B7AFD8	#FDFDFD
112	#D4CFE8	#FEFEFE
113	#E1BEBA	#FEFEFE
114	#E1BEB9	#FEFEFE
115	#FAF9FC	#FFFFFF
116	#C3BBDE	#FDFDFD
117	#DDD8ED	#FEFEFE
118	#B7AFD8	#FDFDFD
120	#D4CFE8	#FEFEFE
121	#DDD8ED	#FEFEFE
122	#B7AFD8	#FDFDFD
123	#DDD8ED	#FEFEFE
124	#C3BBDE	#FDFDFD
125	#D5CFE8	#FEFEFE
126	#D4CEE8	#FDFDFD
127	#D5CFE8	#FEFEFE
128	#D4CFE8	#FEFEFE
129	#D4CFE8	#FEFEFE
130	#D5CFE8	#FEFEFE
132	#D5CFE8	#FEFEFE
133	#D5CFE8	#FEFEFE
