group	fill	colour
1	#FBFAFD	#FFFFFF
2	#F4E7E5	#FEFEFE
3	#DDB7B3	#FCFCFC
4	#EAD0CD	#FDFDFD
5	#F4E5E4	#FEFEFE
6	#E4E0F0	#FDFDFD
7	#FBF5F4	#FFFFFF
8	#F7EDEB	#FEFEFE
9	#E6E2F1	#FEFEFE
10	#FBFAFD	#FFFFFF
11	#E6E2F1	#FEFEFE
12	#EFEDF6	#FEFEFE
13	#F6F5FA	#FFFFFF
14	#F1E0DD	#FEFEFE
15	#F8EFED	#FEFEFE
16	#E6E3F2	#FDFDFD
17	#FCF8F8	#FFFFFF
18	#F8F7FB	#FFFFFF
19	#FAF3F2	#FFFFFF
20	#FCFCFE	#FFFFFF
21	#FAF3F2	#FFFFFF
22	#FAFAFD	#FFFFFF
23	#D5CFE8	#FCFCFC
24	#FAF4F3	#FFFFFF
25	#C1847D	#FAFAFA
26	#DDD9ED	#FDFDFD
27	#FDFDFE	#FFFFFF
28	#FBFBFD	#FFFFFF
29	#FBFAFD	#FFFFFF
30	#EAE7F4	#FEFEFE
31	#D7D2E9	#FDFDFD
32	#FEFDFD	#FFFFFF
33	#E5C8C4	#FDFDFD
34	#EDD6D3	#FEFEFE
35	#FDFBFB	#FFFFFF
36	#F7ECEB	#FEFEFE
37	#FBF6F5	#FFFFFF
38	#EAD1CE	#FDFDFD
39	#CC9791	#FCFCFC
40	#F9F1F0	#FFFFFF
41	#EBE8F4	#FEFEFE
42	#FDFDFE	#FFFFFF
43	#EAD0CD	#FDFDFD
44	#EDD6D3	#FDFDFD
45	#D6AAA4	#FAFAFA
46	#FAF3F2	#FFFFFF
47	#E9CFCC	#FDFDFD
48	#F4E7E5	#FEFEFE
49	#F5F4FA	#FFFFFF
50	#D8AEA9	#FBFBFB
51	#F3E3E1	#FEFEFE
52	#F0DEDB	#FEFEFE
53	#DDB7B2	#FCFCFC
54	#FCF8F7	#FFFFFF
55	#EEEBF6	#FEFEFE
56	#F6F4FA	#FFFFFF
57	#F2F1F8	#FEFEFE
58	#FAF3F3	#FFFFFF
59	#FFFFFF	#FFFFFF
60	#F6EAE8	#FEFEFE
61	#F6F4FA	#FFFFFF
62	#EFDCD9	#FEFEFE
63	#F6F5FA	#FFFFFF
64	#EDEAF5	#FEFEFE
65	#ECD6D3	#FEFEFE
66	#ECE9F5	#FEFEFE
67	#F7F6FB	#FEFEFE
68	#F6F4FA	#FEFEFE
69	#DCB6B1	#FCFCFC
70	#EFDBD9	#FEFEFE
71	#E8E5F3	#FEFEFE
72	#FEFCFC	#FFFFFF
73	#DDD9ED	#FDFDFD
74	#E8E5F2	#FEFEFE
75	#F9F1F0	#FFFFFF
76	#EAE7F4	#FEFEFE
77	#F8EFED	#FEFEFE
78	#E2C0BC	#FDFDFD
79	#E5E2F1	#FEFEFE
80	#F6F5FA	#FFFFFF
81	#F2E3E0	#FEFEFE
82	#EFDCDA	#FEFEFE
83	#F6EBE9	#FEFEFE
84	#FBF6F5	#FFFFFF
85	#F9F1F0	#FFFFFF
86	#EED9D6	#FDFDFD
87	#CDC7E4	#FDFDFD
88	#F4E5E3	#FEFEFE
89	#EFEDF6	#FEFEFE
90	#FBF6F6	#FFFFFF
91	#F5E7E6	#FEFEFE
92	#EAD0CD	#FDFDFD
93	#E9CECA	#FDFDFD
94	#EDD7D4	#FDFDFD
95	#EAD0CD	#FDFDFD
96	#F7EDEC	#FEFEFE
97	#D9D4EA	#FCFCFC
98	#F8F7FB	#FFFFFF
99	#C2867F	#FAFAFA
100	#F8EFED	#FEFEFE
101	#E5C7C3	#FCFCFC
102	#FAF4F3	#FFFFFF
103	#F7ECEB	#FEFEFE
104	#EDD7D4	#FEFEFE
105	#FEFCFC	#FFFFFF
106	#F3F1F9	#FEFEFE
107	#F3E4E2	#FEFEFE
108	#E6C9C5	#FDFDFD
109	#F4F2F9	#FEFEFE
110	#FDFCFE	#FFFFFF
111	#F2F0F8	#FFFFFF
112	#FCF8F7	#FFFFFF
113	#F8EFEE	#FEFEFE
114	#F6EAE9	#FEFEFE
115	#E7CBC8	#FDFDFD
116	#FFFEFE	#FFFFFF
117	#D9D4EA	#F9F9F9
118	#EDEAF5	#FEFEFE
119	#F3E3E1	#FEFEFE
120	#F2F0F8	#FEFEFE
