x	y	group
2461.75	652.75	37373
2461.75	653.25	37373
2462.75	653.25	37373
2462.75	654.25	37373
2463.75	655.25	37373
2464.25	655.25	37373
2464.25	653.25	37373
2465.75	653.25	37373
2465.75	654.25	37373
2468.25	654.25	37373
2468.25	653.25	37373
2469.25	653.25	37373
2469.25	652.75	37373
2468.25	651.75	37373
2468.25	651.25	37373
2470.25	651.25	37373
2470.75	650.75	37373
2471.25	650.75	37373
2472.25	651.75	37373
2472.75	651.75	37373
2473.75	650.75	37373
2473.75	649.75	37373
2474.25	649.25	37373
2474.25	648.75	37373
2473.75	648.25	37373
2473.75	647.75	37373
2474.75	646.75	37373
2476.25	646.75	37373
2476.25	647.75	37373
2476.75	647.75	37373
2477.25	647.25	37373
2477.25	646.75	37373
2476.75	646.25	37373
2476.75	645.25	37373
2475.25	643.75	37373
2475.25	643.25	37373
2475.75	642.75	37373
2475.75	641.75	37373
2476.25	641.75	37373
2476.75	642.25	37373
2476.75	644.25	37373
2477.75	644.25	37373
2478.75	645.25	37373
2478.75	647.25	37373
2480.25	647.25	37373
2480.25	646.25	37373
2481.75	646.25	37373
2481.75	647.25	37373
2482.25	647.25	37373
2482.75	646.75	37373
2483.25	646.75	37373
2483.75	647.25	37373
2483.75	648.25	37373
2491.25	648.25	37373
2491.25	647.25	37373
2492.25	647.25	37373
2492.25	646.75	37373
2489.25	643.75	37373
2488.75	643.75	37373
2488.25	644.25	37373
2488.25	644.75	37373
2489.25	644.75	37373
2490.25	645.75	37373
2490.25	646.25	37373
2489.75	646.25	37373
2489.25	645.75	37373
2488.75	645.75	37373
2488.75	646.75	37373
2488.25	646.75	37373
2487.75	646.25	37373
2487.75	645.25	37373
2487.25	644.75	37373
2486.75	644.75	37373
2484.75	646.75	37373
2484.25	646.75	37373
2483.75	646.25	37373
2483.75	645.25	37373
2480.75	645.25	37373
2479.75	644.25	37373
2479.75	643.75	37373
2480.25	643.75	37373
2480.75	644.25	37373
2481.25	644.25	37373
2481.25	643.25	37373
2481.75	642.75	37373
2482.25	642.75	37373
2482.25	643.75	37373
2482.75	644.25	37373
2483.25	644.25	37373
2483.75	643.75	37373
2484.75	643.75	37373
2485.25	643.25	37373
