group	fill	colour
1	#CF9E97	#FCFCFC
2	#FBF6F5	#FFFFFF
3	#ECD5D2	#FEFEFE
4	#D4CFE8	#FEFEFE
5	#D3A59F	#FCFCFC
6	#C3BBDE	#FDFDFD
8	#D3CEE7	#FDFDFD
9	#D5CFE8	#FEFEFE
10	#FAF9FC	#FFFFFF
12	#AFA6D3	#FCFCFC
13	#D4CEE8	#FDFDFD
14	#D9B0AB	#FDFDFD
15	#D4CFE8	#FEFEFE
17	#D5CFE8	#FEFEFE
19	#D5CFE8	#FEFEFE
20	#FAF9FC	#FFFFFF
21	#C3BBDE	#FDFDFD
22	#E1BEB9	#FEFEFE
23	#D4A6A0	#FCFCFC
24	#F1E0DD	#FEFEFE
25	#FBF7F6	#FFFFFF
26	#D5CFE8	#FEFEFE
27	#FBF6F5	#FFFFFF
28	#D5CFE8	#FEFEFE
29	#D5CFE8	#FEFEFE
30	#C3BBDE	#FDFDFD
31	#F8EEED	#FFFFFF
32	#FAF9FC	#FFFFFF
33	#D5CFE8	#FEFEFE
36	#F9F8FC	#FFFFFF
37	#F1DFDD	#FEFEFE
38	#EBD4D0	#FEFEFE
39	#EBD4D0	#FEFEFE
40	#D4CFE8	#FEFEFE
42	#C3BBDE	#FDFDFD
43	#C3BBDE	#FDFDFD
44	#F8EEED	#FFFFFF
45	#FAF9FC	#FFFFFF
46	#FBFBFD	#FFFFFF
47	#FBF6F5	#FFFFFF
48	#D9B0AB	#FDFDFD
49	#FAF9FC	#FFFFFF
52	#F4E5E3	#FEFEFE
53	#FAF9FC	#FFFFFF
54	#E8E5F3	#FEFEFE
56	#E9E5F3	#FEFEFE
57	#D5CFE8	#FEFEFE
58	#D4CFE8	#FEFEFE
60	#FAF9FC	#FFFFFF
62	#FAFAFC	#FFFFFF
63	#AFA6D3	#FCFCFC
64	#F7EDEB	#FFFFFF
65	#FAFAFC	#FFFFFF
66	#EBD4D0	#FEFEFE
67	#D4CFE8	#FEFEFE
70	#F8EEED	#FFFFFF
71	#E1BEBA	#FEFEFE
72	#D5CFE8	#FEFEFE
75	#F8EEED	#FFFFFF
77	#D5CFE8	#FEFEFE
78	#D5CFE8	#FEFEFE
80	#FAF9FC	#FFFFFF
81	#EBD4D0	#FEFEFE
83	#AFA6D3	#FCFCFC
86	#CF9C96	#FCFCFC
87	#C3BBDE	#FDFDFD
88	#D5CFE8	#FEFEFE
89	#C3BBDE	#FDFDFD
90	#FAF9FC	#FFFFFF
91	#EBD4D0	#FEFEFE
92	#EBD4D0	#FEFEFE
93	#E1BEB9	#FEFEFE
94	#D5CFE8	#FEFEFE
95	#F8EEED	#FFFFFF
97	#EEECF6	#FFFFFF
99	#EBD4D0	#FEFEFE
100	#E9CECB	#FEFEFE
101	#EBD4D0	#FEFEFE
102	#F7EEEC	#FFFFFF
103	#FEFDFD	#FFFFFF
104	#FBF6F5	#FFFFFF
105	#FAF9FC	#FFFFFF
106	#D5CFE8	#FEFEFE
107	#FBFAFD	#FFFFFF
