x	y	clickSelects
0.05448876131815	-1.42075306633288	2069
-0.0988199611731502	-0.925399148325495	5496
0.0805253357581099	-1.5098055956145	2069
-0.02854407155586	-1.14826794243858	219
-0.0389478221842201	-1.12057483681672	5496
-0.0958309489428801	-0.934468641096322	1061
-0.0225239759706901	-1.18963067992378	2069
0.03086955696106	-1.35950595717705	2477
-0.11807810577261	-0.876431967052808	1754
0.0711689438001502	-1.46201169717592	1061
0.0408396370110302	-1.38648716396431	2069
0.0660182408894401	0.651495709615652	1754
-0.06773387398631	-1.01835324166852	2069
0.11686900076098	-1.59599583419588	2069
0.10141249679333	-1.53625734194777	1061
-0.0674786117719299	-1.0439271756608	1061
-0.11411610818073	-0.890418737353519	1061
0.0422968774581798	-1.38789025133552	2069
0.0385341463817501	-1.34945753953171	1061
0.00700324049009016	-1.26914887670555	5804
-0.11038223310846	-0.873099928741586	2088
0.03367358607768	0.832184136355773	5804
0.05772600609194	-1.39895269811436	5006
0.0986409756958402	-1.52986167186149	2080
-0.10147952344903	-0.922335631129628	5946
-0.0276444374025502	-1.14894994911417	1904
-0.05357906510091	-1.08141508754913	5697
0.0215963642228401	-1.33606596814781	2436
0.11124806321729	0.451022845704164	73
0.12369952316677	-1.61825864016946	4178
0.11194614598066	-1.61689508129928	463
-0.0689702283859099	-1.0099886160961	4128
0.0361957786275	-1.37119490239591	436
0.0474963213638202	-1.40162130030962	5705
0.0634605808176101	-1.44085144695634	6636
0.0684269599038601	-1.45014105419313	5706
0.11808410583106	-1.60186025359978	715
0.0140534722352501	-1.28579587321882	712
-0.0362772237490798	1.14993047474065	715
0.0913363784614298	-1.53722905535395	1066
-0.0349989882683102	-1.13448811060041	1066
-0.10046847747103	1.44280212587076	6879
0.0671672352023598	-1.45050501990056	3849
0.0927766919267801	0.544572436905982	717
0.0757852594460902	0.638727684623928	1913
0.10206530282879	0.451165321706938	717
0.0904009646338402	-1.51401071172749	1913
-0.0218988345123798	-1.19559981172473	73
0.0389449525728698	-1.38036720908304	1066
-0.0317482119155499	-1.1386991055182	494
-0.08424304993637	-0.995592244778599	5706
0.0965194827056401	-1.52267092824238	598
-0.0805070365641698	-0.978571438032168	1303
0.0861042667151901	-1.49721619626066	212
-0.06850115318192	-1.01272849228187	6797
0.12118327837445	-1.60593850135463	212
0.0253446335087899	-1.31485773170778	2632
0.0955151463856199	-1.54355631229129	598
0.11890348059103	-1.60178205403322	712
0.0352913661430501	-1.34360823376476	598
0.0593541506725299	-1.42851124386509	4254
-0.0345397762631299	-1.13130677025805	4336
0.0115441004749099	-1.28046721663656	6816
0.0571910751314202	-1.42473666566767	598
-0.0604846289665599	-1.04378053036373	73
0.03577260981251	-1.34726085288043	475
-0.12033765799115	-0.86829666511762	598
0.0543453268468301	-1.41670712133057	178
0.0664104369149001	-1.44635993958802	475
0.0442584931229399	-1.38868316474497	212
0.1243182470282	-1.62143123924625	494
0.07568188289066	-1.50056340108849	598
0.0717881009459602	-1.45799666262197	2976
0.10690341137048	-1.57663204829351	494
-0.0366249744199001	1.14978877899111	936
-0.0651673274179099	-1.0253114642321	2727
0.11899381409219	-1.60329219238099	5597
-0.09973941413562	-0.9245503844789	3068
0.11477979948947	-1.62610309921653	1995
0.0783620969135601	-1.47763855756624	1078
-0.10637836044304	-0.910580524810461	1078
-0.12354474139658	-0.860030923357198	430
-0.0455917883030099	1.1539449470869	2660
-0.0189452182648999	1.04848804653344	2660
0.05927642860149	-1.43033040605174	2660
0.05480198771009	0.724085134425757	2727
-0.03303832678098	1.13346116670408	3068
0.0791676718337899	-1.48223267636554	3068
0.0596976143492598	-1.45815643716205	494
-0.10789416043987	-0.9040655353413	4052
-0.0376587997043298	-1.15081324780323	3068
0.0468843908293599	-1.37516756124781	430
0.11696613653409	-1.59672102857102	4052
0.0787523106315402	-1.50709636426672	2084
0.09510490161842	-1.5231335095993	4052
0.0619533328934501	-1.44004738874943	2660
0.0263840880866399	-1.32199313996046	430
0.10111166069417	-1.53236555162776	106
-0.0745491224051	-1.02195964553527	350
0.0122493084942401	-1.31138665279552	350
0.0672476663072601	-1.48122464000427	350
0.0739458208633002	-1.49726509133646	350
-0.0019133540304801	-1.24304136274389	106
-0.05859792043081	-1.06944597554755	42
0.08149562398606	-1.4827916754933	284
-0.00748766808571011	-1.23130396883892	106
0.10715475200823	-1.54884413582067	269
0.0120959959892399	-1.28058706849504	1086
0.0192630387597101	-1.30263687626089	1086
0.12437139943444	-1.62053089344849	350
-0.10523622254337	-0.88269701127613	1086
-0.0703517391203699	-1.03498719306645	3066
0.10755963325182	-1.57363264439745	3520
-0.05257722245952	-1.08138025603511	1086
0.12088337379403	-1.6095340560757	90
0.12020639797094	0.440841667634622	4328
-0.11076630373796	-0.897575216471398	350
-0.0552101377137002	-1.07665612201637	350
-0.0677238504765501	-1.04327177731809	284
0.0775600311145102	-1.47549228474093	4197
0.00396495702658983	-1.2673498923184	90
0.10946388320605	-1.58239659745348	284
0.0386673956183299	-1.35194975878192	284
0.1216051266582	-1.64110265905961	3937
-0.0308049194629798	-1.14174650102685	4468
0.10094276886686	-1.56074703233135	284
-0.0130795488411799	-1.19040644024037	507
0.00933659018035016	-1.30696677798936	507
0.0711348777585101	-1.46275006848464	5127
0.12254041045019	-1.61344885323002	3066
0.0978349783414698	-1.52706037246442	2090
0.0786226001785799	-1.50432060067439	2481
0.11504568298071	-1.59918096106215	543
0.06092648362293	-1.43188302742462	453
0.0278302133330901	-1.32575154331546	3164
0.0288160342813799	-1.35457966736894	1224
0.07501522110607	-1.46827816145301	3158
0.0926714445367098	-1.51463141881846	514
-0.0954095058764302	-0.935832508864222	453
-0.0112307803282299	-1.22338070366204	705
0.11243074164787	-1.58774123958985	398
-0.0622366722020198	-1.05902319219909	3164
-0.00366223613263017	-1.23795165308763	514
-0.08415972661057	-0.973807057303244	2262
0.0364830375597598	0.765826623898155	514
0.00740060134380993	-1.26975185873857	453
0.12034401634142	-1.60414993028818	453
-0.0484346505705302	-1.09495389496134	4804
0.07751248600808	-1.47655955143022	453
0.0972514045453501	-1.53173616515218	6108
0.0493627839839701	-1.40544526255546	453
0.0573221663548802	-1.42455798889484	514
-0.0631163369642702	-1.02872270715064	4730
-0.0182904850552501	-1.17585656304505	1968
0.0381976172712699	-1.37909940229652	514
-0.10244322912668	-0.892530023476916	398
0.0688989705335601	-1.45799651699692	6108
-0.11234951273638	-0.866426566014662	514
-0.0554211706555301	-1.07455413503466	4804
0.0363974601861199	-1.37616473500091	6541
-0.11399683457632	-0.860895205661677	3894
0.0530148673335802	-1.41536975291886	514
-0.10555091753147	-0.912120628888039	4804
0.0727654073377702	-1.46214979509939	514
0.0401018093116101	-1.35740017052004	4804
-0.0448050271024201	-1.07682902861333	4804
0.0783620969135601	-1.47763855756624	1018
0.10512337323195	-1.57114493173771	223
-0.10580704548214	-0.940236557060906	4804
-0.00473129638527015	-1.21087334363921	514
-0.0339808981552401	-1.13237429122665	514
0.11538869643097	-1.59549284529498	626
-0.0514397717187798	-1.08767910124466	2047
-0.1197789745747	-0.901988726619802	3023
0.10298500416785	-1.56890220124544	1
0.0267873118394699	0.830528817755617	705
-0.00152372923407018	-1.25163143591991	2759
0.00660064020586981	-1.26527232062471	5195
0.10946388320605	-1.58239659745348	6151
0.0814154253500199	-1.48238532352552	514
0.10284625210778	-1.53867585159581	234
-0.0464504594189799	-1.10007693557646	4284
-0.0873136099672802	-0.987355880461394	2020
0.0859284160795801	-1.52406826106505	4643
-0.0243809943143201	-1.15970661138871	5195
0.0824046383991499	-1.49017825350418	195
0.0683720673015502	-1.45297539120244	195
-0.0884418336453599	1.40341143243694	1519
-0.0667555736710899	-1.01587037835978	195
-0.0494652109952098	1.20655564825212	223
