x	y	group
2520.25	1336.25	25804
2520.25	1336.75	25804
2521.25	1337.75	25804
2521.75	1337.75	25804
2522.25	1337.25	25804
2522.75	1337.25	25804
2523.25	1337.75	25804
2523.75	1337.75	25804
2524.25	1337.25	25804
2525.75	1337.25	25804
2526.25	1337.75	25804
2526.25	1339.75	25804
2526.75	1340.25	25804
2528.25	1340.25	25804
2528.75	1339.75	25804
2529.25	1339.75	25804
2529.75	1340.25	25804
2529.75	1341.25	25804
2530.25	1341.75	25804
2530.25	1342.25	25804
2529.75	1342.75	25804
2529.75	1343.25	25804
2531.75	1345.25	25804
2532.25	1345.25	25804
2533.25	1344.25	25804
2533.25	1343.75	25804
2532.75	1343.25	25804
2532.75	1342.75	25804
2534.25	1341.25	25804
2534.25	1340.75	25804
2532.75	1339.25	25804
2532.25	1339.25	25804
2531.75	1339.75	25804
2531.75	1340.25	25804
2532.75	1340.25	25804
2532.75	1340.75	25804
2532.25	1341.25	25804
2531.75	1341.25	25804
2530.75	1340.25	25804
2530.75	1339.25	25804
2530.25	1338.75	25804
2530.25	1337.25	25804
2531.25	1336.25	25804
2532.75	1336.25	25804
2533.25	1336.75	25804
2534.75	1336.75	25804
2534.75	1336.25	25804
2533.75	1335.25	25804
2533.75	1334.75	25804
2534.75	1334.75	25804
2534.75	1334.25	25804
2534.25	1333.75	25804
2534.25	1332.75	25804
2533.25	1332.75	25804
2532.75	1332.25	25804
2532.75	1331.25	25804
2532.25	1331.25	25804
2531.75	1331.75	25804
2531.75	1333.25	25804
2532.75	1333.25	25804
2532.75	1334.75	25804
2532.25	1334.75	25804
2531.25	1333.75	25804
2530.25	1333.75	25804
2530.25	1332.75	25804
2529.75	1332.25	25804
2529.75	1331.25	25804
2528.75	1330.25	25804
2528.25	1330.25	25804
2528.25	1331.25	25804
2527.75	1331.25	25804
2527.25	1330.75	25804
2527.25	1330.25	25804
2528.25	1329.25	25804
2528.75	1329.25	25804
2529.25	1329.75	25804
2529.75	1329.75	25804
2530.25	1329.25	25804
2530.25	1328.75	25804
2528.75	1327.25	25804
2528.25	1327.25	25804
2527.75	1327.75	25804
2527.25	1327.75	25804
2527.25	1327.25	25804
2528.25	1326.25	25804
2528.25	1325.75	25804
2527.25	1325.75	25804
2525.75	1324.25	25804
2523.75	1324.25	25804
2523.75	1323.75	25804
2524.25	1323.25	25804
2524.25	1322.75	25804
2523.75	1322.25	25804
2523.75	1321.25	25804
2523.25	1320.75	25804
2523.25	1320.25	25804
2523.75	1319.75	25804
2523.75	1319.25	25804
2523.25	1318.75	25804
2523.25	1317.75	25804
2522.75	1317.25	25804
2522.25	1317.25	25804
2520.75	1318.75	25804
2520.75	1320.25	25804
2521.75	1321.25	25804
2522.75	1321.25	25804
2522.75	1321.75	25804
2522.25	1322.25	25804
2522.25	1322.75	25804
2522.75	1323.25	25804
2522.75	1323.75	25804
2522.25	1324.25	25804
2521.25	1324.25	25804
2521.25	1325.75	25804
2522.75	1325.75	25804
2523.25	1325.25	25804
2523.75	1325.25	25804
2523.75	1326.75	25804
2521.75	1326.75	25804
2521.75	1327.75	25804
2521.25	1328.25	25804
2520.25	1328.25	25804
2519.75	1328.75	25804
2519.75	1329.75	25804
2519.25	1330.25	25804
2519.25	1331.75	25804
2519.75	1332.25	25804
2520.25	1332.25	25804
2520.25	1331.25	25804
2520.75	1330.75	25804
2522.25	1330.75	25804
2522.75	1331.25	25804
2522.75	1331.75	25804
2521.75	1332.75	25804
2520.75	1332.75	25804
2519.75	1333.75	25804
2519.75	1334.25	25804
2520.25	1334.75	25804
2520.25	1336.25	25804
