group	fill	colour
1	#D5CFE8	#FEFEFE
2	#FAF9FC	#FFFFFF
3	#DDD9ED	#FEFEFE
5	#D5CFE8	#FEFEFE
6	#E8E5F3	#FEFEFE
8	#DDD8ED	#FEFEFE
10	#EBD4D0	#FEFEFE
12	#EBD3D0	#FEFEFE
15	#C3BBDE	#FDFDFD
16	#EBD4D0	#FEFEFE
17	#C3BBDE	#FDFDFD
20	#A197CC	#FBFBFB
21	#FAF9FC	#FFFFFF
22	#FAF9FC	#FFFFFF
23	#DFDAED	#FDFDFD
25	#FAF9FC	#FFFFFF
26	#C3BBDE	#FDFDFD
27	#C3BBDE	#FDFDFD
28	#D4CFE8	#FEFEFE
29	#D5CFE8	#FEFEFE
30	#B7AFD8	#FDFDFD
31	#B7AFD8	#FDFDFD
32	#FAF9FC	#FFFFFF
33	#C3BBDE	#FDFDFD
35	#C3BBDE	#FDFDFD
37	#D4CFE8	#FEFEFE
38	#EBD4D0	#FEFEFE
41	#EBD4D0	#FEFEFE
42	#D4CFE8	#FEFEFE
43	#D4CFE8	#FEFEFE
44	#C3BBDE	#FDFDFD
45	#D5CFE8	#FEFEFE
47	#D5CFE8	#FEFEFE
48	#D5CFE8	#FEFEFE
50	#D5CFE8	#FEFEFE
54	#FAF9FC	#FFFFFF
55	#AEA5D3	#FCFCFC
56	#D5CFE8	#FEFEFE
57	#D5CFE8	#FEFEFE
58	#D4CFE8	#FEFEFE
60	#E1BEBA	#FEFEFE
61	#D4CFE8	#FEFEFE
62	#C3BBDE	#FDFDFD
63	#C3BBDE	#FDFDFD
65	#FAF9FC	#FFFFFF
66	#D5CFE8	#FEFEFE
68	#D4CFE8	#FEFEFE
70	#FAF9FC	#FFFFFF
71	#FAF9FC	#FFFFFF
72	#EEECF6	#FFFFFF
73	#D5CFE8	#FEFEFE
74	#CDC7E4	#FCFCFC
75	#D5CFE8	#FEFEFE
77	#D5CFE8	#FEFEFE
78	#FBF5F5	#FFFFFF
79	#D4CFE8	#FEFEFE
80	#CBC5E3	#FDFDFD
81	#F1DFDD	#FEFEFE
82	#A197CC	#FBFBFB
83	#F8EEED	#FFFFFF
84	#B7AFD8	#FDFDFD
85	#E8E5F3	#FEFEFE
86	#E8E5F3	#FEFEFE
87	#EBD4D0	#FEFEFE
88	#A79DCF	#FBFBFB
89	#E1BEBA	#FEFEFE
90	#C3BBDE	#FDFDFD
91	#EBD4D0	#FEFEFE
94	#FAF9FC	#FFFFFF
95	#FAF9FC	#FFFFFF
