x	y	group
2275.75	160.75	47496
2275.75	161.25	47496
2276.25	161.75	47496
2276.75	161.75	47496
2276.75	160.75	47496
2277.25	160.25	47496
2277.75	160.25	47496
2278.25	160.75	47496
2279.25	160.75	47496
2280.75	162.25	47496
2283.25	162.25	47496
2283.75	161.75	47496
2283.75	161.25	47496
2282.75	161.25	47496
2282.75	160.75	47496
2284.25	159.25	47496
2284.25	158.75	47496
2283.75	158.25	47496
2282.75	158.25	47496
2282.75	156.25	47496
2281.75	156.25	47496
2281.75	155.75	47496
2283.25	154.25	47496
2283.75	154.25	47496
2283.75	154.75	47496
2283.25	155.25	47496
2283.25	155.75	47496
2283.75	156.25	47496
2284.25	156.25	47496
2285.75	154.75	47496
2285.75	154.25	47496
2284.25	152.75	47496
2284.25	151.75	47496
2282.75	150.25	47496
2282.75	149.25	47496
2282.25	149.25	47496
2281.75	149.75	47496
2280.75	149.75	47496
2280.75	150.75	47496
2279.75	150.75	47496
2279.75	151.75	47496
2278.75	151.75	47496
2277.25	153.25	47496
2277.25	154.25	47496
2276.25	155.25	47496
2276.25	155.75	47496
2277.25	156.75	47496
2277.25	157.25	47496
2276.75	157.25	47496
2276.25	156.75	47496
2275.75	156.75	47496
2275.75	157.25	47496
2277.25	158.75	47496
2277.25	159.25	47496
2276.75	159.75	47496
2276.25	159.75	47496
2276.25	158.75	47496
2275.75	158.75	47496
2275.25	159.25	47496
2275.25	159.75	47496
2275.75	160.25	47496
2275.75	160.75	47496
