x	y	group
2854.75	456.75	74181
2854.75	457.25	74181
2855.25	457.25	74181
2858.25	454.25	74181
2858.75	454.25	74181
2858.75	454.75	74181
2857.75	455.75	74181
2857.75	456.25	74181
2858.25	456.75	74181
2859.75	456.75	74181
2860.75	455.75	74181
2860.75	454.75	74181
2862.25	454.75	74181
2862.75	455.25	74181
2863.25	455.25	74181
2863.25	454.75	74181
2862.75	454.25	74181
2862.75	452.75	74181
2863.25	452.25	74181
2863.25	451.75	74181
2862.75	451.25	74181
2862.25	451.25	74181
2861.75	451.75	74181
2861.25	451.75	74181
2861.25	450.75	74181
2860.75	450.25	74181
2860.75	449.75	74181
2861.75	448.75	74181
2861.75	447.75	74181
2862.25	447.75	74181
2862.75	448.25	74181
2863.25	448.25	74181
2863.75	447.75	74181
2864.25	447.75	74181
2864.75	448.25	74181
2865.25	448.25	74181
2865.75	447.75	74181
2865.75	447.25	74181
2864.75	447.25	74181
2863.75	446.25	74181
2863.75	445.75	74181
2864.25	445.75	74181
2864.75	446.25	74181
2865.25	446.25	74181
2865.25	443.75	74181
2864.75	443.75	74181
2864.25	444.25	74181
2863.75	444.25	74181
2863.25	443.75	74181
2863.25	442.75	74181
2862.75	442.25	74181
2862.75	441.75	74181
2863.75	441.75	74181
2864.75	440.75	74181
2864.75	439.75	74181
2865.25	439.75	74181
2866.75	441.25	74181
2867.25	441.25	74181
2867.25	440.75	74181
2866.75	440.25	74181
2866.75	438.25	74181
2866.25	437.75	74181
2864.75	437.75	74181
2864.25	438.25	74181
2863.75	438.25	74181
2862.75	437.25	74181
2861.75	437.25	74181
2861.25	436.75	74181
2860.75	436.75	74181
2860.75	437.75	74181
2860.25	438.25	74181
2860.25	440.75	74181
2860.75	440.75	74181
2861.25	440.25	74181
2861.75	440.25	74181
2862.25	440.75	74181
2862.25	441.25	74181
2861.75	441.75	74181
2861.75	442.25	74181
2862.25	442.75	74181
2862.25	444.25	74181
2861.75	444.75	74181
2861.75	445.25	74181
2862.75	445.25	74181
2862.75	445.75	74181
2862.25	446.25	74181
2861.25	446.25	74181
2861.25	447.25	74181
2860.25	447.25	74181
2860.25	448.25	74181
2859.25	448.25	74181
2858.75	448.75	74181
2858.75	449.75	74181
2854.75	453.75	74181
2854.75	454.25	74181
2855.25	454.25	74181
2855.75	453.75	74181
2856.25	453.75	74181
2856.75	454.25	74181
2856.75	454.75	74181
2854.75	456.75	74181
