group	fill	colour
1	#FDFBFA	#FFFFFF
2	#EAE7F4	#FEFEFE
3	#DDD9ED	#FDFDFD
4	#F3F1F8	#FEFEFE
5	#DED9ED	#FCFCFC
6	#DCD8EC	#FCFCFC
7	#F3E4E2	#FEFEFE
8	#E5E1F1	#FDFDFD
9	#E8E5F3	#FEFEFE
10	#EAE8F4	#FEFEFE
11	#EAE7F4	#FEFEFE
12	#CAC3E2	#F8F8F8
13	#F8F7FB	#FFFFFF
14	#D8D2EA	#FDFDFD
15	#D8D3EA	#FBFBFB
16	#F9F8FC	#FFFFFF
17	#FEFEFF	#FFFFFF
18	#DCD7EC	#FCFCFC
19	#F2E2E0	#FEFEFE
20	#E2DEEF	#FDFDFD
21	#FBFAFD	#FFFFFF
22	#F7F6FB	#FFFFFF
23	#F5E9E7	#FEFEFE
24	#FDFAFA	#FFFFFF
25	#F9F8FC	#FFFFFF
26	#F4E6E4	#FEFEFE
27	#FCF8F8	#FFFFFF
28	#F9F2F1	#FEFEFE
29	#E6C9C5	#FDFDFD
30	#F3E4E2	#FDFDFD
31	#F4E6E4	#FDFDFD
32	#F9F1F0	#FEFEFE
33	#E3C2BE	#FCFCFC
34	#F2E3E1	#FEFEFE
35	#F5F4FA	#FFFFFF
36	#D8D3EA	#FCFCFC
37	#FAF3F2	#FEFEFE
38	#F1DFDD	#FEFEFE
39	#F2E2DF	#FEFEFE
40	#EEDAD7	#FDFDFD
41	#F6EBE9	#FEFEFE
42	#FBF6F6	#FFFFFF
43	#E9D0CC	#FDFDFD
44	#FAF4F3	#FFFFFF
45	#FAF3F2	#FEFEFE
46	#C9C2E2	#FBFBFB
47	#E9E6F3	#FEFEFE
48	#BFB8DC	#F9F9F9
49	#D1CBE6	#FBFBFB
50	#D8D2EA	#FDFDFD
52	#FAF3F3	#FFFFFF
53	#E3DFF0	#FEFEFE
54	#D7D2E9	#FDFDFD
55	#D9D4EA	#FCFCFC
56	#E8E5F2	#FEFEFE
57	#F9F9FC	#FFFFFF
58	#EEEBF6	#FEFEFE
59	#D9D4EA	#FCFCFC
60	#F2F0F8	#FEFEFE
61	#F9F8FC	#FFFFFF
62	#F3F1F8	#FEFEFE
63	#E5E1F1	#FDFDFD
64	#F4E7E5	#FEFEFE
65	#F5F3FA	#FEFEFE
66	#EDEBF5	#FEFEFE
67	#F3F1F9	#FEFEFE
68	#FDFDFE	#FFFFFF
69	#F2F0F8	#FEFEFE
70	#FBF7F6	#FFFFFF
71	#E6E2F1	#FEFEFE
72	#F9F8FC	#FFFFFF
73	#DDD9ED	#FDFDFD
74	#FEFCFC	#FFFFFF
75	#EDEAF5	#FEFEFE
76	#F3F1F8	#FEFEFE
77	#D7D1E9	#FBFBFB
78	#FEFEFF	#FFFFFF
79	#F8F7FB	#FFFFFF
80	#FCF9F9	#FFFFFF
81	#F0DEDC	#FDFDFD
82	#F2E1DE	#FDFDFD
83	#F8EFEE	#FEFEFE
84	#F4E7E5	#FEFEFE
85	#F0EEF7	#FEFEFE
86	#EDEBF5	#FEFEFE
87	#F0DDDB	#FDFDFD
88	#FCF9F8	#FFFFFF
89	#DBB3AE	#FCFCFC
90	#FBFBFD	#FFFFFF
91	#FAF3F2	#FEFEFE
92	#F8F0EE	#FEFEFE
93	#DBB4AF	#FCFCFC
94	#F0DEDC	#FDFDFD
95	#F5E7E5	#FEFEFE
97	#F8F7FB	#FFFFFF
98	#DFDAED	#FDFDFD
99	#DED9ED	#FCFCFC
100	#EDEBF5	#FEFEFE
101	#D1CBE6	#FBFBFB
102	#E8E5F3	#FEFEFE
103	#FFFFFF	#FFFFFF
104	#EAE7F4	#FEFEFE
105	#F4F3F9	#FFFFFF
106	#E4E0F0	#FDFDFD
107	#F5F3F9	#FFFFFF
108	#CEC7E4	#F9F9F9
109	#F5F4FA	#FEFEFE
110	#E1DDEF	#FDFDFD
111	#CBC5E3	#F9F9F9
112	#E8E4F2	#FDFDFD
113	#FEFDFD	#FFFFFF
114	#F8F7FB	#FFFFFF
115	#F1E0DE	#FEFEFE
116	#DDD8ED	#FCFCFC
117	#FEFEFE	#FFFFFF
118	#EDD7D4	#FDFDFD
119	#DED9ED	#FDFDFD
120	#F1DFDD	#FEFEFE
121	#F6F5FA	#FFFFFF
122	#F5F3FA	#FFFFFF
123	#EDEAF5	#FEFEFE
124	#F8F7FB	#FFFFFF
125	#FAF9FC	#FFFFFF
126	#F6F4FA	#FFFFFF
127	#F9F1F0	#FEFEFE
128	#ECEAF5	#FEFEFE
129	#E0DBEE	#FCFCFC
130	#F7F6FB	#FFFFFF
131	#EED9D7	#FCFCFC
132	#F8EFEE	#FEFEFE
133	#F7F6FB	#FFFFFF
134	#EED9D6	#FDFDFD
135	#FAF4F4	#FFFFFF
136	#EAD0CD	#FCFCFC
137	#E9E6F3	#FEFEFE
138	#EBE8F4	#FEFEFE
139	#FBFBFD	#FFFFFF
140	#EDD6D3	#FDFDFD
141	#F4E6E5	#FEFEFE
142	#E7CAC6	#FDFDFD
143	#E4C5C1	#FCFCFC
144	#F8F0EF	#FEFEFE
145	#DBB3AE	#FCFCFC
146	#F5F3F9	#FFFFFF
147	#D3CDE7	#FCFCFC
148	#C3BCDE	#FAFAFA
149	#DCD8EC	#FDFDFD
150	#D5D0E8	#FCFCFC
151	#D8D3EA	#FDFDFD
153	#FEFDFD	#FFFFFF
154	#E7E3F2	#FDFDFD
155	#C6BFE0	#FAFAFA
156	#DBD6EC	#FCFCFC
157	#FCF9F8	#FFFFFF
158	#FEFDFD	#FFFFFF
159	#E2DEEF	#FDFDFD
160	#EAE7F4	#FEFEFE
161	#F3F1F8	#FEFEFE
162	#E2DEEF	#FDFDFD
163	#F3E5E3	#FEFEFE
164	#F3F2F9	#FEFEFE
165	#E1DDEF	#FDFDFD
166	#FCF9F9	#FFFFFF
167	#ECD5D2	#FDFDFD
168	#ECE9F5	#FEFEFE
169	#FCFBFD	#FFFFFF
170	#F2E2E0	#FDFDFD
171	#F9F2F1	#FEFEFE
172	#F0EEF7	#FEFEFE
