x	y	group
301.75	39.75	37315
301.75	40.25	37315
304.25	42.75	37315
304.75	42.75	37315
305.25	42.25	37315
305.25	41.75	37315
304.75	41.25	37315
304.75	40.75	37315
305.25	40.25	37315
305.25	39.75	37315
304.75	39.25	37315
304.75	38.75	37315
306.75	38.75	37315
307.75	37.75	37315
307.75	36.75	37315
308.25	36.75	37315
308.75	37.25	37315
309.25	37.25	37315
309.25	36.75	37315
308.75	36.25	37315
308.75	35.75	37315
309.25	35.75	37315
313.75	40.25	37315
315.25	40.25	37315
316.75	38.75	37315
316.75	38.25	37315
316.25	37.75	37315
316.25	37.25	37315
317.75	37.25	37315
319.25	38.75	37315
319.25	39.25	37315
318.75	39.25	37315
318.25	38.75	37315
317.75	38.75	37315
317.75	39.25	37315
318.25	39.75	37315
318.25	40.25	37315
316.25	42.25	37315
316.25	42.75	37315
317.25	42.75	37315
317.25	43.75	37315
318.25	44.75	37315
318.75	44.75	37315
319.25	44.25	37315
319.75	44.25	37315
320.25	44.75	37315
320.75	44.75	37315
320.75	44.25	37315
320.25	43.75	37315
320.25	43.25	37315
320.75	43.25	37315
321.25	43.75	37315
321.75	43.75	37315
321.75	42.75	37315
323.75	42.75	37315
324.75	41.75	37315
324.75	40.75	37315
325.25	40.25	37315
326.25	40.25	37315
326.75	39.75	37315
326.75	38.75	37315
328.25	37.25	37315
329.75	37.25	37315
330.25	37.75	37315
330.25	38.75	37315
330.75	39.25	37315
331.25	39.25	37315
333.25	37.25	37315
333.25	36.25	37315
334.25	36.25	37315
335.75	34.75	37315
335.75	33.75	37315
336.75	33.75	37315
336.75	33.25	37315
336.25	32.75	37315
336.25	32.25	37315
336.75	31.75	37315
337.25	31.75	37315
337.25	32.75	37315
337.75	32.75	37315
338.25	32.25	37315
338.25	31.75	37315
336.75	30.25	37315
336.75	29.25	37315
335.25	27.75	37315
335.25	27.25	37315
335.75	26.75	37315
335.75	25.75	37315
338.25	23.25	37315
338.25	22.75	37315
337.75	22.25	37315
337.25	22.25	37315
333.75	25.75	37315
333.25	25.75	37315
332.25	24.75	37315
332.25	24.25	37315
333.25	24.25	37315
333.25	23.25	37315
334.75	21.75	37315
334.75	20.25	37315
334.25	20.25	37315
333.25	21.25	37315
333.25	22.25	37315
332.25	22.25	37315
331.25	23.25	37315
330.75	23.25	37315
326.75	19.25	37315
326.25	19.25	37315
326.25	19.75	37315
327.25	20.75	37315
327.25	21.75	37315
327.75	22.25	37315
327.75	22.75	37315
327.25	23.25	37315
327.25	23.75	37315
327.75	23.75	37315
328.75	22.75	37315
329.25	22.75	37315
330.25	23.75	37315
330.25	25.25	37315
329.25	26.25	37315
329.25	26.75	37315
330.75	26.75	37315
330.75	25.75	37315
331.25	25.25	37315
331.75	25.25	37315
332.75	26.25	37315
332.75	27.75	37315
331.75	27.75	37315
331.25	28.25	37315
331.25	29.25	37315
330.25	30.25	37315
329.75	30.25	37315
326.75	27.25	37315
326.75	26.25	37315
326.25	26.25	37315
325.75	26.75	37315
325.75	27.25	37315
326.25	27.75	37315
326.25	28.25	37315
325.75	28.75	37315
325.25	28.75	37315
325.25	27.75	37315
324.75	27.25	37315
324.75	26.75	37315
325.25	26.25	37315
325.25	25.75	37315
324.25	24.75	37315
323.75	24.75	37315
321.75	26.75	37315
321.75	27.25	37315
322.75	28.25	37315
322.75	29.25	37315
323.25	29.75	37315
323.25	30.25	37315
322.75	30.75	37315
322.75	31.25	37315
323.25	31.25	37315
323.75	30.75	37315
324.75	30.75	37315
326.25	29.25	37315
326.75	29.25	37315
326.75	29.75	37315
326.25	30.25	37315
326.25	30.75	37315
326.75	30.75	37315
327.25	30.25	37315
327.75	30.25	37315
327.75	30.75	37315
327.25	31.25	37315
327.25	31.75	37315
327.75	32.25	37315
328.75	32.25	37315
329.25	32.75	37315
329.75	32.75	37315
329.75	31.75	37315
333.75	27.75	37315
334.25	27.75	37315
334.75	28.25	37315
334.75	29.25	37315
335.75	30.25	37315
335.75	30.75	37315
335.25	30.75	37315
334.25	29.75	37315
333.75	29.75	37315
333.75	30.25	37315
334.25	30.75	37315
334.25	31.25	37315
333.25	32.25	37315
331.75	32.25	37315
331.25	31.75	37315
330.75	31.75	37315
330.75	32.75	37315
329.75	33.75	37315
327.75	33.75	37315
323.75	37.75	37315
323.75	39.25	37315
324.25	39.25	37315
327.25	36.25	37315
327.75	36.25	37315
327.75	36.75	37315
323.25	41.25	37315
322.75	41.25	37315
322.75	40.75	37315
323.25	40.25	37315
323.25	39.75	37315
322.75	39.25	37315
322.25	39.25	37315
321.25	40.25	37315
321.25	41.25	37315
320.75	41.75	37315
319.75	41.75	37315
318.75	42.75	37315
318.25	42.75	37315
318.25	42.25	37315
318.75	41.75	37315
318.75	40.75	37315
321.25	38.25	37315
321.25	37.75	37315
320.25	37.75	37315
320.25	36.75	37315
316.25	32.75	37315
315.25	32.75	37315
314.75	32.25	37315
313.75	32.25	37315
313.75	31.75	37315
314.25	31.25	37315
314.25	30.75	37315
310.75	27.25	37315
310.25	27.25	37315
308.75	28.75	37315
307.75	28.75	37315
303.25	33.25	37315
303.25	33.75	37315
305.25	35.75	37315
305.25	36.25	37315
304.75	36.75	37315
303.75	36.75	37315
303.75	37.25	37315
304.25	37.75	37315
304.25	38.25	37315
303.25	38.25	37315
301.75	39.75	37315
