x	y	group
2376.75	432.75	68895
2376.75	433.25	68895
2377.75	433.25	68895
2379.25	434.75	68895
2379.75	434.75	68895
2379.75	434.25	68895
2378.25	432.75	68895
2378.25	431.25	68895
2379.25	430.25	68895
2379.75	430.25	68895
2380.25	430.75	68895
2381.25	430.75	68895
2381.75	431.25	68895
2383.75	431.25	68895
2383.75	432.25	68895
2384.25	432.25	68895
2384.75	431.75	68895
2384.75	429.25	68895
2383.75	429.25	68895
2383.75	426.75	68895
2384.25	426.25	68895
2384.25	425.75	68895
2383.75	425.75	68895
2382.75	426.75	68895
2382.25	426.75	68895
2381.25	425.75	68895
2380.75	425.75	68895
2380.75	426.25	68895
2381.25	426.75	68895
2381.25	427.25	68895
2380.75	427.25	68895
2380.25	426.75	68895
2379.25	426.75	68895
2379.25	425.25	68895
2380.25	425.25	68895
2380.25	424.75	68895
2379.75	424.25	68895
2379.75	423.75	68895
2380.25	423.75	68895
2380.75	424.25	68895
2381.75	424.25	68895
2381.75	425.25	68895
2382.25	425.75	68895
2382.75	425.75	68895
2383.25	425.25	68895
2383.25	424.75	68895
2382.75	424.25	68895
2382.75	423.25	68895
2381.75	423.25	68895
2381.75	422.75	68895
2382.25	422.25	68895
2383.25	422.25	68895
2383.25	420.75	68895
2382.75	420.25	68895
2381.25	420.25	68895
2381.25	421.25	68895
2380.75	421.75	68895
2380.25	421.75	68895
2380.25	419.75	68895
2379.25	419.75	68895
2379.25	418.75	68895
2378.75	418.75	68895
2378.25	419.25	68895
2376.25	419.25	68895
2376.25	420.75	68895
2376.75	421.25	68895
2378.25	421.25	68895
2378.75	420.75	68895
2379.25	420.75	68895
2379.25	421.25	68895
2378.75	421.75	68895
2378.75	422.25	68895
2379.25	422.75	68895
2379.25	423.25	68895
2378.75	423.25	68895
2378.25	422.75	68895
2377.75	422.75	68895
2377.25	423.25	68895
2377.25	423.75	68895
2378.25	423.75	68895
2378.75	424.25	68895
2378.75	424.75	68895
2377.75	424.75	68895
2377.25	425.25	68895
2376.25	425.25	68895
2376.25	425.75	68895
2376.75	426.25	68895
2377.75	426.25	68895
2379.75	428.25	68895
2379.75	428.75	68895
2379.25	428.75	68895
2378.75	428.25	68895
2377.25	428.25	68895
2376.75	428.75	68895
2376.75	429.25	68895
2377.75	429.25	68895
2378.25	429.75	68895
2378.25	430.25	68895
2376.75	431.75	68895
2376.75	432.75	68895
