group	fill	colour
1	#C7C0E0	#FCFCFC
2	#EDEAF5	#FEFEFE
3	#F9F8FC	#FFFFFF
4	#C4BDDF	#FCFCFC
5	#CDC7E4	#FCFCFC
6	#F8EEEC	#FFFFFF
7	#DDD8EC	#FEFEFE
8	#D1CBE6	#FCFCFC
9	#DDD9ED	#FDFDFD
10	#D4A5A0	#FCFCFC
11	#F1DFDD	#FEFEFE
12	#ACA3D2	#F7F7F7
13	#DEDAED	#FEFEFE
14	#D3CEE7	#FDFDFD
15	#FCF8F7	#FFFFFF
16	#B8B0D8	#FAFAFA
17	#D4CEE8	#FDFDFD
18	#B7AFD8	#FBFBFB
19	#DDD8EC	#FEFEFE
20	#FCF7F6	#FFFFFF
21	#E8E5F3	#FEFEFE
22	#E8E4F2	#FEFEFE
23	#E3DFF0	#FEFEFE
24	#CEC7E4	#FCFCFC
25	#FBFBFD	#FFFFFF
26	#D8D3EA	#FDFDFD
27	#EED9D6	#FEFEFE
28	#E4E0F0	#FEFEFE
29	#F8EFED	#FFFFFF
30	#9086C3	#F9F9F9
31	#EEECF6	#FFFFFF
32	#D5CFE8	#FDFDFD
33	#D4CEE8	#FDFDFD
34	#F6F5FA	#FFFFFF
35	#EBE8F4	#FEFEFE
36	#E5E1F1	#FEFEFE
37	#D3CDE7	#FDFDFD
38	#C5BDDF	#FCFCFC
39	#DBD7EC	#FEFEFE
40	#FDFBFB	#FFFFFF
41	#B8AFD8	#FDFDFD
42	#DEDAED	#FDFDFD
43	#AFA6D3	#FCFCFC
44	#DEDAED	#FDFDFD
45	#EDEBF5	#FEFEFE
46	#EBD4D0	#FEFEFE
47	#F7ECEB	#FFFFFF
48	#EFECF6	#FFFFFF
49	#E2DEF0	#FDFDFD
50	#DEDAED	#FEFEFE
51	#F9F2F1	#FFFFFF
52	#EDEBF5	#FEFEFE
53	#E3C3BF	#FDFDFD
54	#DCD7EC	#FEFEFE
55	#BCB3DA	#FAFAFA
56	#E4E1F1	#FEFEFE
57	#9186C3	#F9F9F9
58	#AFA6D3	#FCFCFC
59	#EAE8F4	#FEFEFE
60	#D5CFE8	#FEFEFE
61	#E5E1F1	#FEFEFE
62	#F9F9FC	#FFFFFF
63	#F6EAE8	#FEFEFE
64	#BDB5DB	#FCFCFC
65	#DDD9ED	#FDFDFD
66	#ADA4D2	#F8F8F8
67	#C4BDDF	#FCFCFC
68	#B8AFD8	#FBFBFB
69	#E8E5F3	#FEFEFE
70	#F3F1F8	#FFFFFF
71	#EDEAF5	#FEFEFE
72	#EEECF6	#FEFEFE
73	#F1E0DD	#FEFEFE
74	#EFECF6	#FEFEFE
75	#D1CBE6	#FCFCFC
76	#CCC6E3	#FBFBFB
77	#EEECF6	#FEFEFE
78	#CEC7E4	#FCFCFC
79	#F7F5FA	#FFFFFF
80	#E5E1F1	#FEFEFE
81	#FFFEFE	#FFFFFF
82	#E4E0F0	#FEFEFE
83	#E1DDEF	#FDFDFD
84	#EBE8F4	#FEFEFE
85	#DEDAED	#FEFEFE
86	#E9E5F3	#FEFEFE
87	#C5BDDF	#FCFCFC
88	#DFDAEE	#FDFDFD
89	#EEECF6	#FEFEFE
90	#F7ECEB	#FFFFFF
91	#EFEDF6	#FEFEFE
92	#C6BFE0	#FCFCFC
93	#FFFFFF	#FFFFFF
94	#DED9ED	#FDFDFD
95	#EFEDF7	#FFFFFF
96	#E8E5F3	#FEFEFE
97	#FBFBFD	#FFFFFF
98	#E8CDCA	#FEFEFE
99	#DDD8ED	#FEFEFE
100	#E6E2F1	#FEFEFE
101	#F6F5FA	#FFFFFF
102	#D7D2E9	#FDFDFD
103	#F1E0DE	#FEFEFE
104	#FDFAFA	#FFFFFF
105	#EFECF6	#FEFEFE
106	#CDC7E4	#FCFCFC
107	#C6BFE0	#FBFBFB
108	#BDB5DB	#FCFCFC
109	#CCC5E3	#FDFDFD
110	#EEECF6	#FFFFFF
111	#EEECF6	#FFFFFF
112	#E4E0F0	#FEFEFE
113	#E6E3F2	#FEFEFE
114	#DDD8EC	#FEFEFE
115	#FAF9FC	#FFFFFF
116	#DFDBEE	#FDFDFD
117	#CEC7E4	#FDFDFD
118	#BCB4DA	#FAFAFA
119	#DED9ED	#FDFDFD
120	#AFA5D3	#FCFCFC
121	#E5E2F1	#FEFEFE
122	#FDFAF9	#FFFFFF
123	#D7D2E9	#FDFDFD
124	#EED9D6	#FEFEFE
125	#FAF9FC	#FFFFFF
126	#EFEDF7	#FFFFFF
127	#D9D4EB	#FDFDFD
128	#F9F1F0	#FFFFFF
129	#E4E1F1	#FEFEFE
130	#FBF6F5	#FFFFFF
131	#EFECF6	#FEFEFE
132	#D3CDE7	#FCFCFC
133	#D4CEE8	#FEFEFE
134	#F8EFED	#FEFEFE
135	#E5E2F1	#FEFEFE
136	#C7C0E1	#FCFCFC
137	#C3BBDE	#FDFDFD
138	#B8B0D9	#F8F8F8
139	#EDEAF5	#FEFEFE
140	#D4CEE8	#FEFEFE
141	#CDC7E4	#FCFCFC
142	#E6E2F1	#FEFEFE
143	#FEFCFC	#FFFFFF
144	#E5E1F1	#FEFEFE
145	#EDD6D3	#FEFEFE
146	#BEB6DC	#FCFCFC
147	#E5E1F1	#FEFEFE
148	#DDD9ED	#FDFDFD
149	#E5E1F1	#FDFDFD
150	#FBFAFD	#FFFFFF
151	#C9C2E2	#FAFAFA
152	#F7F5FA	#FFFFFF
153	#FBF6F5	#FFFFFF
154	#EAE7F4	#FEFEFE
155	#EAE7F4	#FEFEFE
156	#EEECF6	#FFFFFF
157	#A79ECF	#F9F9F9
158	#E8E5F3	#FEFEFE
159	#F4E5E4	#FEFEFE
160	#FBFAFD	#FFFFFF
161	#DFDAED	#FDFDFD
162	#E5E1F1	#FEFEFE
163	#EDEAF5	#FEFEFE
164	#B7AFD8	#FBFBFB
165	#EAE7F4	#FEFEFE
166	#E7E4F2	#FEFEFE
167	#F7F6FB	#FFFFFF
168	#E4E0F0	#FEFEFE
169	#EAE7F4	#FEFEFE
170	#C9C2E2	#FBFBFB
171	#CCC5E3	#FCFCFC
172	#FAF9FC	#FFFFFF
173	#E9E6F3	#FEFEFE
174	#E0DCEE	#FDFDFD
175	#F7EDEC	#FEFEFE
176	#EFEDF6	#FEFEFE
177	#F6EBEA	#FEFEFE
178	#F0EEF7	#FEFEFE
179	#E5E1F1	#FDFDFD
180	#F9F8FC	#FFFFFF
181	#C7C0E1	#FCFCFC
182	#FAF3F2	#FFFFFF
183	#D4CEE7	#FDFDFD
184	#FFFFFE	#FFFFFF
185	#E8CECA	#FEFEFE
186	#CEC8E4	#FCFCFC
187	#FAF9FC	#FFFFFF
188	#E9CFCC	#FDFDFD
189	#F7F5FA	#FFFFFF
190	#F6F5FA	#FFFFFF
191	#FFFFFE	#FFFFFF
192	#E4E1F1	#FEFEFE
193	#FBF6F5	#FFFFFF
194	#B8AFD8	#FBFBFB
195	#E4E1F1	#FEFEFE
196	#D9D4EA	#FCFCFC
197	#B2A9D5	#FAFAFA
198	#F9F1F0	#FFFFFF
199	#D1CBE6	#FCFCFC
200	#D9AFAA	#FDFDFD
201	#DBD6EB	#FEFEFE
202	#F1E0DE	#FEFEFE
203	#F7F6FB	#FFFFFF
204	#C5BDDF	#FCFCFC
205	#FEFCFC	#FFFFFF
206	#E5E1F1	#FEFEFE
207	#DCD7EC	#FEFEFE
208	#A79DCF	#FBFBFB
209	#AFA6D3	#FCFCFC
210	#DDD8ED	#FEFEFE
211	#D3A59F	#FCFCFC
212	#E6E2F1	#FEFEFE
213	#C6BFE0	#FAFAFA
214	#CBC5E3	#FCFCFC
215	#E6E2F1	#FEFEFE
216	#F8EEED	#FFFFFF
217	#D8D3EA	#FDFDFD
218	#DAD4EB	#FCFCFC
219	#EEECF6	#FEFEFE
220	#E9E6F3	#FEFEFE
221	#F9F9FC	#FFFFFF
222	#F6F5FA	#FFFFFF
223	#F9F8FC	#FFFFFF
224	#F0EEF7	#FEFEFE
225	#FDFDFE	#FFFFFF
226	#F9F1F0	#FFFFFF
227	#A79ECF	#F9F9F9
228	#F1EFF8	#FEFEFE
229	#FDFDFE	#FFFFFF
230	#F7EEEC	#FFFFFF
231	#F6E9E8	#FEFEFE
232	#F0EEF7	#FEFEFE
233	#ECEAF5	#FEFEFE
234	#D7D1E9	#FDFDFD
235	#DFDAED	#FEFEFE
236	#CCC5E3	#FCFCFC
237	#E1DDEF	#FDFDFD
238	#F9F8FC	#FFFFFF
239	#F5F4FA	#FFFFFF
240	#F4E7E5	#FEFEFE
241	#F2F0F8	#FFFFFF
242	#8F85C2	#F9F9F9
243	#E5E1F1	#FEFEFE
244	#F9F1F0	#FFFFFF
245	#DFDAED	#FEFEFE
246	#DEDAED	#FEFEFE
247	#CBC5E3	#FDFDFD
248	#E4E1F1	#FEFEFE
249	#958AC5	#F9F9F9
250	#AEA5D3	#FCFCFC
251	#CDC7E4	#FCFCFC
252	#A197CC	#FBFBFB
253	#D4CEE7	#FDFDFD
254	#EEECF6	#FFFFFF
255	#B7AFD8	#FAFAFA
256	#D4CEE8	#FEFEFE
257	#EFECF6	#FEFEFE
258	#D4CEE8	#FEFEFE
259	#EAE7F3	#FEFEFE
260	#AFA6D3	#FCFCFC
261	#BEB6DB	#FCFCFC
262	#BCB4DA	#FAFAFA
263	#F7ECEB	#FFFFFF
264	#F0DDDA	#FEFEFE
265	#E6E3F2	#FEFEFE
266	#D7D1E9	#FDFDFD
267	#BCB4DB	#FBFBFB
268	#E8E5F2	#FEFEFE
269	#FEFDFE	#FFFFFF
270	#F6F5FA	#FFFFFF
271	#9B91C9	#FAFAFA
272	#EAE7F4	#FEFEFE
273	#CFC9E5	#FBFBFB
274	#EAE7F4	#FEFEFE
275	#D6D0E9	#FBFBFB
276	#F0EEF7	#FEFEFE
277	#FFFFFF	#FFFFFF
278	#F0DDDB	#FEFEFE
279	#ECEAF5	#FEFEFE
280	#F2F0F8	#FEFEFE
281	#EFEDF6	#FEFEFE
282	#D0CAE5	#FCFCFC
283	#F4E5E3	#FEFEFE
284	#EDEAF5	#FEFEFE
285	#D2CCE6	#FCFCFC
286	#D9D4EA	#FDFDFD
287	#DEDAED	#FEFEFE
288	#C4BDDF	#FCFCFC
289	#F2F0F8	#FFFFFF
290	#FFFEFE	#FFFFFF
291	#BEB6DB	#FCFCFC
292	#FBF6F5	#FFFFFF
293	#FAF9FC	#FFFFFF
294	#EFEDF6	#FEFEFE
295	#CDC7E4	#FDFDFD
296	#E6E2F1	#FEFEFE
297	#D5CFE8	#FEFEFE
298	#CBC4E3	#FCFCFC
299	#DDD9ED	#FDFDFD
300	#FBF6F5	#FFFFFF
301	#D4CEE8	#FDFDFD
302	#CBC5E3	#FDFDFD
303	#9A90C8	#FAFAFA
304	#A197CC	#FBFBFB
305	#E3DFF0	#FEFEFE
306	#FEFCFC	#FFFFFF
307	#D3CEE7	#FDFDFD
308	#BBB3DA	#FAFAFA
309	#FBF7F6	#FFFFFF
310	#EFEDF6	#FEFEFE
311	#FFFEFE	#FFFFFF
312	#DCD7EC	#FEFEFE
313	#C2BADE	#FBFBFB
314	#F2F0F8	#FFFFFF
315	#C7C0E0	#FCFCFC
316	#C5BDDF	#FCFCFC
317	#E8E5F2	#FEFEFE
318	#EFECF6	#FEFEFE
319	#D8D3EA	#FDFDFD
320	#EEEBF6	#FEFEFE
321	#E3DFF0	#FEFEFE
322	#C7C0E1	#FCFCFC
323	#F6F5FA	#FFFFFF
324	#EFEDF7	#FEFEFE
325	#E3DFF0	#FEFEFE
326	#E7E4F2	#FDFDFD
327	#FEFCFC	#FFFFFF
328	#EFEDF6	#FEFEFE
329	#EFEDF7	#FEFEFE
330	#FCF8F7	#FFFFFF
331	#FDFDFE	#FFFFFF
332	#E7E4F2	#FEFEFE
333	#F9F1F0	#FFFFFF
334	#E4E1F1	#FEFEFE
335	#FBFAFD	#FFFFFF
336	#F7EDEC	#FFFFFF
337	#D8D3EA	#FDFDFD
338	#F2F0F8	#FEFEFE
339	#FAF9FC	#FFFFFF
340	#D3CDE7	#FCFCFC
341	#FFFEFE	#FFFFFF
342	#F9F1F0	#FFFFFF
343	#D1CBE6	#FCFCFC
344	#EAE7F4	#FEFEFE
345	#BEB6DC	#FCFCFC
346	#D2CCE7	#FCFCFC
347	#CBC5E3	#FDFDFD
348	#C8C1E1	#FCFCFC
349	#A89ECF	#FBFBFB
350	#F6EAE9	#FEFEFE
351	#B7AFD8	#FDFDFD
352	#B7AFD8	#FBFBFB
353	#ECD5D2	#FEFEFE
354	#DEDAED	#FDFDFD
355	#EFEDF6	#FEFEFE
356	#EEECF6	#FEFEFE
357	#FEFDFC	#FFFFFF
358	#FBF6F6	#FFFFFF
359	#FAFAFD	#FFFFFF
360	#FBFAFD	#FFFFFF
361	#E5E1F1	#FEFEFE
362	#FBF6F6	#FFFFFF
363	#ECEAF5	#FEFEFE
364	#EFEDF7	#FEFEFE
365	#F8F7FB	#FFFFFF
366	#D4CEE8	#FDFDFD
367	#D4CFE8	#FCFCFC
368	#DAD5EB	#FCFCFC
369	#DEDAED	#FDFDFD
370	#EFECF6	#FEFEFE
371	#CAC3E2	#F9F9F9
372	#E2DEF0	#FDFDFD
373	#FCFCFD	#FFFFFF
374	#CCC5E3	#FBFBFB
375	#FEFDFD	#FFFFFF
376	#FBFAFD	#FFFFFF
377	#E1DDEF	#FDFDFD
378	#FFFFFF	#FFFFFF
379	#DED9ED	#FDFDFD
380	#CCC5E3	#FDFDFD
381	#EFEDF6	#FEFEFE
382	#F2F0F8	#FEFEFE
383	#F4E5E3	#FEFEFE
384	#EFEDF6	#FEFEFE
385	#B7AFD8	#FBFBFB
386	#ECE9F5	#FEFEFE
387	#FDFAFA	#FFFFFF
388	#E4E1F1	#FEFEFE
389	#E8E5F3	#FEFEFE
390	#D0CAE6	#FCFCFC
391	#FEFCFC	#FFFFFF
392	#EBD2CF	#FDFDFD
393	#ECE9F5	#FEFEFE
394	#DCD7EC	#FEFEFE
395	#F7ECEB	#FFFFFF
396	#B8AFD8	#FBFBFB
397	#F9F8FC	#FFFFFF
398	#B1A8D5	#FAFAFA
399	#EAE7F4	#FEFEFE
400	#F9F2F1	#FFFFFF
401	#F9F1F0	#FFFFFF
402	#AEA5D3	#FCFCFC
403	#C4BCDF	#FCFCFC
404	#D5CFE8	#FEFEFE
405	#E6E2F1	#FEFEFE
406	#DEDAED	#FDFDFD
407	#FCFBFD	#FFFFFF
408	#D5CFE8	#FEFEFE
409	#AEA5D3	#FCFCFC
410	#FBFAFD	#FFFFFF
