group	fill	colour
1	#C4BDDF	#FCFCFC
2	#C5BEE0	#FCFCFC
3	#C3BBDE	#FDFDFD
4	#B7AED8	#FDFDFD
5	#958AC5	#F9F9F9
6	#AFA6D3	#FCFCFC
7	#DDD9ED	#FEFEFE
8	#A197CC	#FBFBFB
9	#D3CDE7	#FDFDFD
10	#A79ECF	#FBFBFB
11	#C3BBDE	#FDFDFD
12	#E9E5F3	#FEFEFE
13	#B7AFD8	#FDFDFD
14	#A79ECF	#FBFBFB
15	#C3BBDE	#FDFDFD
16	#D5CFE8	#FEFEFE
17	#C3BBDE	#FDFDFD
18	#D5CFE8	#FEFEFE
19	#BEB6DB	#FCFCFC
20	#FBF7F6	#FFFFFF
21	#C3BBDE	#FDFDFD
22	#E8E5F3	#FEFEFE
23	#CCC5E3	#FDFDFD
24	#C3BBDE	#FDFDFD
25	#E8E5F3	#FEFEFE
26	#AFA6D3	#FCFCFC
28	#C3BBDE	#FDFDFD
29	#C3BBDE	#FDFDFD
30	#B7AFD8	#FDFDFD
31	#FAF9FC	#FFFFFF
33	#D4CFE8	#FEFEFE
36	#A197CC	#FBFBFB
46	#E8E5F3	#FEFEFE
47	#D4CEE7	#FDFDFD
48	#AFA5D3	#FCFCFC
49	#AFA5D3	#FCFCFC
50	#9B91C9	#FAFAFA
52	#DDD8EC	#FEFEFE
53	#B8AFD8	#FDFDFD
54	#D5CFE8	#FEFEFE
55	#B8AFD8	#FBFBFB
56	#DCD7EC	#FEFEFE
57	#A197CC	#FBFBFB
58	#AFA6D3	#FCFCFC
59	#FAF9FC	#FFFFFF
60	#9B91C8	#FAFAFA
61	#B7AFD8	#FDFDFD
62	#DDD8EC	#FEFEFE
63	#C3BBDE	#FDFDFD
64	#958AC5	#F9F9F9
66	#FAF9FC	#FFFFFF
67	#D4CEE7	#FDFDFD
68	#C3BBDE	#FDFDFD
69	#E8E5F3	#FEFEFE
70	#B7AFD8	#FDFDFD
71	#CCC5E3	#FDFDFD
72	#C3BBDE	#FDFDFD
73	#AFA6D3	#FCFCFC
74	#B7AFD8	#FDFDFD
75	#C4BCDF	#FCFCFC
76	#FAFAFC	#FFFFFF
77	#B7AFD8	#FDFDFD
79	#B7AFD8	#FDFDFD
80	#E9E6F3	#FEFEFE
81	#FAF9FC	#FFFFFF
83	#D4CFE8	#FEFEFE
86	#C3BBDE	#FDFDFD
97	#FAFAFC	#FFFFFF
98	#D4CEE8	#FEFEFE
99	#BDB5DB	#FCFCFC
100	#B7AFD8	#FBFBFB
101	#A89ECF	#FBFBFB
102	#C3BBDE	#FDFDFD
103	#D4CFE8	#FEFEFE
104	#AEA5D3	#FCFCFC
105	#D4CFE8	#FEFEFE
106	#FBF7F6	#FFFFFF
107	#AEA5D3	#FCFCFC
108	#B7AFD8	#FDFDFD
109	#C3BBDE	#FDFDFD
110	#C3BBDE	#FDFDFD
111	#EEECF6	#FFFFFF
112	#C3BBDE	#FDFDFD
113	#D5CFE8	#FEFEFE
114	#AEA5D3	#FCFCFC
115	#DCD7EC	#FEFEFE
117	#FAF9FC	#FFFFFF
118	#A79ECF	#FBFBFB
119	#D5CFE8	#FEFEFE
120	#A89ECF	#FBFBFB
121	#C3BBDE	#FDFDFD
122	#B7AFD8	#FDFDFD
123	#D4CEE7	#FDFDFD
124	#FBFAFD	#FFFFFF
125	#EBD4D0	#FEFEFE
126	#B2A9D5	#FAFAFA
127	#D5CFE8	#FEFEFE
128	#D5CFE8	#FEFEFE
129	#FAFAFC	#FFFFFF
131	#D5CFE8	#FEFEFE
133	#D5CFE8	#FEFEFE
137	#DDD8EC	#FEFEFE
147	#FAF9FC	#FFFFFF
148	#9A90C8	#FAFAFA
