x	y	group
3227.75	25.75	96908
3227.75	26.25	96908
3228.25	26.25	96908
3229.25	25.25	96908
3229.25	24.25	96908
3229.75	23.75	96908
3230.25	23.75	96908
3230.75	24.25	96908
3230.75	25.25	96908
3231.25	25.75	96908
3232.75	25.75	96908
3232.75	25.25	96908
3232.25	24.75	96908
3232.25	23.25	96908
3233.25	23.25	96908
3233.25	22.25	96908
3233.75	22.25	96908
3235.25	23.75	96908
3235.75	23.75	96908
3236.25	23.25	96908
3236.75	23.25	96908
3237.25	23.75	96908
3237.25	24.25	96908
3236.75	24.75	96908
3236.75	25.75	96908
3235.75	25.75	96908
3235.25	26.25	96908
3235.25	26.75	96908
3236.25	27.75	96908
3237.25	27.75	96908
3237.75	28.25	96908
3238.25	28.25	96908
3238.75	27.75	96908
3239.25	27.75	96908
3239.25	28.25	96908
3238.75	28.75	96908
3238.75	29.25	96908
3239.25	29.75	96908
3239.25	30.25	96908
3238.75	30.75	96908
3238.75	31.25	96908
3240.25	31.25	96908
3240.75	30.75	96908
3241.25	30.75	96908
3241.25	31.25	96908
3237.25	35.25	96908
3237.25	35.75	96908
3237.75	35.75	96908
3254.75	18.75	96908
3254.75	18.25	96908
3254.25	18.25	96908
3247.75	24.75	96908
3247.25	24.75	96908
3247.25	22.75	96908
3245.25	22.75	96908
3244.75	22.25	96908
3244.75	21.25	96908
3244.25	20.75	96908
3243.25	20.75	96908
3242.25	19.75	96908
3241.25	19.75	96908
3240.25	18.75	96908
3239.25	18.75	96908
3239.25	17.75	96908
3238.75	17.25	96908
3238.25	17.25	96908
3237.25	18.25	96908
3235.25	18.25	96908
3235.25	18.75	96908
3235.75	19.25	96908
3235.75	20.75	96908
3234.75	21.75	96908
3234.25	21.75	96908
3234.25	21.25	96908
3234.75	20.75	96908
3234.75	20.25	96908
3234.25	19.75	96908
3233.75	19.75	96908
3233.25	20.25	96908
3232.25	20.25	96908
3229.75	22.75	96908
3229.25	22.75	96908
3228.75	22.25	96908
3228.25	22.25	96908
3228.25	24.25	96908
3227.75	24.75	96908
3227.75	25.75	96908
