x	y	group
2528.25	279.25	63202
2528.25	279.75	63202
2530.75	279.75	63202
2530.75	278.75	63202
2531.75	278.75	63202
2532.25	278.25	63202
2532.75	278.25	63202
2533.25	278.75	63202
2533.25	279.75	63202
2534.25	279.75	63202
2534.25	280.75	63202
2534.75	281.25	63202
2534.75	281.75	63202
2533.75	281.75	63202
2533.25	282.25	63202
2532.25	282.25	63202
2532.25	283.75	63202
2533.75	283.75	63202
2533.75	282.75	63202
2534.25	282.75	63202
2534.75	283.25	63202
2535.25	283.25	63202
2535.25	282.25	63202
2535.75	281.75	63202
2536.75	281.75	63202
2537.75	280.75	63202
2537.75	280.25	63202
2537.25	279.75	63202
2537.25	278.75	63202
2536.75	278.25	63202
2536.75	277.25	63202
2536.25	276.75	63202
2536.25	276.25	63202
2536.75	276.25	63202
2538.25	277.75	63202
2538.25	278.75	63202
2538.75	278.75	63202
2540.25	277.25	63202
2540.25	275.75	63202
2539.75	275.25	63202
2539.75	274.25	63202
2537.25	274.25	63202
2537.25	275.25	63202
2535.75	275.25	63202
2535.75	273.25	63202
2534.25	273.25	63202
2534.25	273.75	63202
2534.75	274.25	63202
2534.75	275.75	63202
2531.75	275.75	63202
2531.75	276.75	63202
2530.75	276.75	63202
2530.75	277.75	63202
2530.25	278.25	63202
2529.75	278.25	63202
2529.75	277.25	63202
2529.25	277.25	63202
2528.25	278.25	63202
2528.25	279.25	63202
