group	fill	colour
1	#FDFAFA	#FFFFFF
2	#F7ECEB	#FFFFFF
3	#EFECF6	#FEFEFE
4	#EAD1CE	#FDFDFD
5	#ECD6D3	#FEFEFE
6	#F4E5E3	#FEFEFE
7	#F4E6E4	#FEFEFE
8	#EDD6D3	#FEFEFE
9	#E0BEB9	#FDFDFD
10	#C3BBDE	#FDFDFD
11	#D4A59F	#FCFCFC
12	#F1E0DE	#FEFEFE
13	#FAF9FC	#FFFFFF
14	#CB9690	#FCFCFC
15	#E8CDC9	#FEFEFE
16	#FBF6F5	#FFFFFF
17	#EFECF6	#FFFFFF
18	#FAFAFD	#FFFFFF
19	#F1E0DE	#FEFEFE
20	#FBF7F6	#FFFFFF
21	#E1BEBA	#FEFEFE
22	#D9AFAA	#FDFDFD
23	#E8E5F3	#FEFEFE
24	#E5E1F1	#FDFDFD
25	#E4E0F0	#FEFEFE
26	#F9F1F0	#FEFEFE
27	#F8F7FB	#FFFFFF
28	#E5E1F1	#FEFEFE
29	#EAE7F4	#FEFEFE
30	#E7E3F2	#FDFDFD
31	#DDD9ED	#FDFDFD
32	#F6F4FA	#FFFFFF
33	#F7EDEC	#FEFEFE
34	#DFBBB7	#FCFCFC
35	#EED9D7	#FEFEFE
36	#C9918B	#FBFBFB
37	#E8E5F3	#FEFEFE
38	#DAD5EB	#FCFCFC
39	#F1E0DE	#FEFEFE
40	#CBC4E3	#FCFCFC
41	#ECD5D2	#FEFEFE
42	#FBF5F4	#FFFFFF
43	#E3DFF0	#FEFEFE
44	#E9CECA	#FEFEFE
45	#F4E6E4	#FEFEFE
46	#F0EEF7	#FFFFFF
47	#CF9D97	#FCFCFC
48	#FCF7F6	#FFFFFF
49	#FBFBFD	#FFFFFF
50	#F4E5E3	#FEFEFE
52	#F2F0F8	#FEFEFE
53	#CF9D97	#FCFCFC
54	#F7ECEB	#FEFEFE
55	#E9CECA	#FDFDFD
56	#ECD5D2	#FEFEFE
57	#EFDCDA	#FEFEFE
58	#EFDCDA	#FEFEFE
59	#E9CECB	#FEFEFE
60	#F3E5E3	#FEFEFE
61	#FBFAFD	#FFFFFF
62	#EBD4D0	#FEFEFE
63	#F1E0DE	#FEFEFE
64	#E9E5F3	#FEFEFE
65	#F9F8FC	#FFFFFF
66	#FAFAFC	#FFFFFF
67	#FFFFFF	#FFFFFF
68	#F4E5E3	#FEFEFE
69	#F4E5E4	#FEFEFE
70	#EBD4D0	#FEFEFE
71	#FEFDFD	#FFFFFF
72	#FBF5F5	#FFFFFF
73	#F8EEED	#FFFFFF
74	#E1BEB9	#FEFEFE
75	#CF9D97	#FCFCFC
76	#F9F2F1	#FFFFFF
77	#D9D4EA	#FCFCFC
78	#FBFBFD	#FFFFFF
79	#FBF7F6	#FFFFFF
80	#FDFCFE	#FFFFFF
81	#FEFDFD	#FFFFFF
82	#D3CDE7	#FCFCFC
83	#EFEDF7	#FEFEFE
84	#F9F8FC	#FFFFFF
85	#D8D3EA	#FDFDFD
86	#FBFBFD	#FFFFFF
87	#F6F4FA	#FFFFFF
88	#CDC6E4	#FBFBFB
89	#F8F7FB	#FFFFFF
90	#EFEDF7	#FFFFFF
91	#E8E5F3	#FEFEFE
92	#FBFAFD	#FFFFFF
93	#EAE7F4	#FEFEFE
94	#FAF9FC	#FFFFFF
95	#D9AFAA	#FBFBFB
97	#EDEAF5	#FEFEFE
98	#D3CEE7	#FDFDFD
99	#C8918B	#FBFBFB
100	#E6E2F1	#FEFEFE
101	#FFFEFE	#FFFFFF
102	#EFDCDA	#FEFEFE
103	#EDD6D4	#FEFEFE
104	#FBF5F4	#FFFFFF
105	#BF817A	#FAFAFA
106	#E4C4C0	#FDFDFD
107	#E4E0F0	#FEFEFE
108	#DED9ED	#FEFEFE
109	#FEFCFC	#FFFFFF
110	#E4C4C0	#FDFDFD
111	#FBFAFD	#FFFFFF
112	#E5C7C3	#FDFDFD
113	#FBF6F5	#FFFFFF
114	#F1DFDC	#FEFEFE
115	#F7ECEB	#FFFFFF
116	#DEDAED	#FEFEFE
117	#E3DFF0	#FEFEFE
118	#DCD8EC	#FEFEFE
119	#AFA6D3	#FCFCFC
120	#FAF4F3	#FFFFFF
121	#DED9ED	#FEFEFE
122	#F9F9FC	#FFFFFF
123	#CBC4E3	#FDFDFD
124	#F8EEED	#FFFFFF
125	#B7AFD8	#FDFDFD
126	#ECD5D3	#FEFEFE
127	#F6F5FA	#FFFFFF
128	#F2F0F8	#FEFEFE
129	#CFC9E5	#FBFBFB
130	#F3F1F8	#FFFFFF
131	#E6C8C4	#FDFDFD
132	#F9F1F0	#FFFFFF
133	#EAE7F4	#FEFEFE
134	#D4CEE8	#FDFDFD
135	#FCF7F7	#FFFFFF
136	#FFFEFE	#FFFFFF
137	#F6F4FA	#FFFFFF
138	#B8AFD8	#F7F7F7
139	#E8E5F3	#FEFEFE
140	#F0DCDA	#FEFEFE
141	#AFA5D3	#FCFCFC
142	#C4BDDF	#F9F9F9
143	#F9F1F0	#FFFFFF
144	#E1DDEF	#FDFDFD
145	#F8EEED	#FFFFFF
146	#E9E6F3	#FEFEFE
147	#ECD5D2	#FEFEFE
148	#FFFEFE	#FFFFFF
149	#F7ECEA	#FFFFFF
150	#F9F1F0	#FFFFFF
151	#F3E5E3	#FEFEFE
153	#E9E6F3	#FEFEFE
154	#D8D3EA	#FDFDFD
155	#F6F5FA	#FFFFFF
156	#D4A59F	#FCFCFC
157	#F4E5E3	#FEFEFE
158	#ECD5D2	#FEFEFE
159	#FEFCFC	#FFFFFF
160	#E4C4C0	#FDFDFD
161	#DBB3AE	#FCFCFC
162	#E1BEB9	#FEFEFE
163	#D9B0AA	#FDFDFD
164	#E9CFCC	#FDFDFD
165	#F5E7E6	#FEFEFE
166	#FBF5F4	#FFFFFF
167	#EAD0CD	#FDFDFD
168	#FAF3F2	#FFFFFF
169	#EDEBF5	#FEFEFE
170	#F9F1F0	#FFFFFF
171	#FAF4F3	#FFFFFF
172	#EEECF6	#FFFFFF
173	#FAF4F3	#FFFFFF
174	#E9CECA	#FEFEFE
175	#FDFBFA	#FFFFFF
176	#FBF6F6	#FFFFFF
177	#FBF6F5	#FFFFFF
178	#F8EEED	#FEFEFE
179	#F6F5FA	#FFFFFF
180	#FCFBFD	#FFFFFF
181	#F6F5FA	#FFFFFF
182	#EEECF6	#FFFFFF
184	#E1BEBA	#FEFEFE
185	#EBD4D0	#FEFEFE
186	#DDD8EC	#FEFEFE
187	#FAF3F2	#FFFFFF
188	#EEECF6	#FEFEFE
189	#E6C8C4	#FDFDFD
190	#D4CFE8	#FEFEFE
191	#F4E5E4	#FEFEFE
192	#FAF9FC	#FFFFFF
193	#F5F4FA	#FFFFFF
194	#FDFDFE	#FFFFFF
195	#DBD6EB	#FCFCFC
196	#FDFDFE	#FFFFFF
198	#F9F1F0	#FFFFFF
199	#E3C3BF	#FDFDFD
200	#ECD4D1	#FEFEFE
201	#E8E5F3	#FEFEFE
202	#D9B0AA	#FDFDFD
203	#EFDCD9	#FEFEFE
204	#F7EDEC	#FEFEFE
205	#F7F6FB	#FFFFFF
206	#FBF6F5	#FFFFFF
208	#F7ECEB	#FEFEFE
209	#F8EEED	#FFFFFF
210	#F7ECEB	#FFFFFF
211	#FBFAFD	#FFFFFF
212	#CF9D97	#FCFCFC
213	#DEDAED	#FEFEFE
214	#FBFAFD	#FFFFFF
215	#F3E5E3	#FEFEFE
216	#EBD4D0	#FEFEFE
217	#D4CFE8	#FDFDFD
218	#F1DFDD	#FEFEFE
219	#FDFDFE	#FFFFFF
220	#FEFCFC	#FFFFFF
221	#FEFDFD	#FFFFFF
222	#E4C4C0	#FDFDFD
223	#F3E5E3	#FEFEFE
224	#FBF7F6	#FFFFFF
225	#F1E0DE	#FEFEFE
226	#E8E4F2	#FEFEFE
227	#BF817A	#FAFAFA
228	#EFEDF6	#FEFEFE
229	#F7ECEB	#FEFEFE
230	#F6F5FA	#FFFFFF
231	#F6F4FA	#FFFFFF
232	#E5E2F1	#FEFEFE
233	#ECE9F5	#FEFEFE
