x	y	group
2389.25	1220.25	72953
2389.25	1220.75	72953
2391.25	1220.75	72953
2391.25	1221.75	72953
2391.75	1222.25	72953
2392.75	1222.25	72953
2392.75	1223.25	72953
2393.75	1224.25	72953
2393.75	1225.25	72953
2394.75	1226.25	72953
2396.25	1226.25	72953
2396.25	1225.25	72953
2397.25	1224.25	72953
2397.25	1223.75	72953
2396.25	1222.75	72953
2395.75	1222.75	72953
2395.25	1223.25	72953
2394.75	1223.25	72953
2394.75	1222.75	72953
2395.25	1222.25	72953
2395.25	1221.75	72953
2391.75	1218.25	72953
2390.25	1218.25	72953
2389.25	1219.25	72953
2389.25	1220.25	72953
