x	y	group
508.75	21.75	37212
508.75	22.25	37212
513.75	27.25	37212
514.75	27.25	37212
515.75	28.25	37212
516.25	28.25	37212
516.75	27.75	37212
516.75	26.25	37212
515.75	26.25	37212
515.75	25.25	37212
515.25	24.75	37212
515.25	24.25	37212
516.25	23.25	37212
516.25	22.75	37212
514.75	21.25	37212
514.75	20.75	37212
515.25	20.75	37212
515.75	21.25	37212
516.75	21.25	37212
516.75	22.25	37212
517.25	22.25	37212
519.25	20.25	37212
520.25	20.25	37212
520.25	18.75	37212
519.25	18.75	37212
518.75	18.25	37212
518.75	17.25	37212
518.25	16.75	37212
518.25	16.25	37212
518.75	16.25	37212
519.25	16.75	37212
519.75	16.75	37212
519.75	15.75	37212
521.25	15.75	37212
521.75	16.25	37212
521.75	17.25	37212
522.25	17.25	37212
523.25	16.25	37212
523.25	15.75	37212
522.75	15.25	37212
522.75	14.75	37212
523.25	14.75	37212
523.75	15.25	37212
524.25	15.25	37212
524.75	14.75	37212
524.75	13.75	37212
525.25	13.25	37212
525.25	12.75	37212
524.75	12.75	37212
524.25	13.25	37212
523.75	13.25	37212
523.25	12.75	37212
522.75	12.75	37212
520.75	14.75	37212
520.25	14.75	37212
520.25	14.25	37212
521.25	13.25	37212
521.25	12.25	37212
521.75	11.75	37212
521.75	11.25	37212
520.75	10.25	37212
520.25	10.25	37212
516.75	13.75	37212
516.75	14.75	37212
515.75	14.75	37212
508.75	21.75	37212
