group	fill	colour
1	#EFDBD9	#FEFEFE
2	#E4C4C0	#FDFDFD
3	#A79ECF	#FBFBFB
4	#C9928B	#FBFBFB
5	#FCF7F7	#FFFFFF
6	#E5E1F1	#FEFEFE
7	#F7EDEB	#FEFEFE
8	#F6EAE8	#FEFEFE
9	#E2DEEF	#FDFDFD
10	#FDFDFE	#FFFFFF
11	#FAF9FC	#FFFFFF
12	#EDEBF5	#FEFEFE
13	#EFECF6	#FEFEFE
14	#EBE8F4	#FEFEFE
15	#F8F7FB	#FFFFFF
16	#DED9ED	#FEFEFE
17	#D0CAE5	#FCFCFC
18	#CBC4E3	#FCFCFC
19	#D3CDE7	#FCFCFC
20	#E2DEEF	#FDFDFD
21	#DED9ED	#FDFDFD
22	#D7D1E9	#FBFBFB
23	#E3DFF0	#FDFDFD
24	#BFB8DC	#F9F9F9
25	#EFECF6	#FFFFFF
26	#F3F1F8	#FFFFFF
27	#E3DFF0	#FEFEFE
28	#FDFAFA	#FFFFFF
29	#F6F5FA	#FFFFFF
30	#BF827B	#FAFAFA
31	#FDFAF9	#FFFFFF
32	#CB9790	#FCFCFC
33	#F8F7FB	#FFFFFF
34	#FCF9F9	#FFFFFF
35	#F6ECEA	#FEFEFE
36	#E4E1F1	#FEFEFE
37	#F2F0F8	#FFFFFF
38	#E9CFCC	#FDFDFD
39	#FBF5F5	#FFFFFF
40	#FDFBFB	#FFFFFF
41	#FAFAFC	#FFFFFF
42	#FAF3F2	#FFFFFF
43	#F3F1F9	#FEFEFE
44	#FEFCFB	#FFFFFF
45	#EED9D6	#FDFDFD
46	#EAD1CE	#FDFDFD
47	#F9F0EF	#FEFEFE
48	#D8D3EA	#FDFDFD
49	#D8D2EA	#FDFDFD
50	#E7E4F2	#FEFEFE
52	#EFEDF6	#FEFEFE
53	#D4CFE8	#FEFEFE
54	#FEFDFD	#FFFFFF
55	#F4E6E4	#FEFEFE
56	#CF9D97	#FCFCFC
57	#FAF9FC	#FFFFFF
58	#FCF7F7	#FFFFFF
