x	y	group
1580.25	330.25	62538
1580.25	330.75	62538
1583.75	330.75	62538
1584.25	330.25	62538
1584.25	329.25	62538
1587.25	329.25	62538
1587.25	328.75	62538
1586.75	328.25	62538
1585.75	328.25	62538
1585.25	327.75	62538
1585.25	327.25	62538
1587.25	327.25	62538
1587.25	326.75	62538
1586.75	326.25	62538
1585.75	326.25	62538
1585.75	325.25	62538
1585.25	324.75	62538
1585.25	324.25	62538
1585.75	324.25	62538
1586.25	324.75	62538
1587.25	324.75	62538
1587.25	325.75	62538
1587.75	326.25	62538
1588.25	326.25	62538
1588.25	322.75	62538
1587.25	322.75	62538
1587.25	321.75	62538
1586.75	321.75	62538
1586.25	322.25	62538
1585.75	322.25	62538
1585.75	321.25	62538
1585.25	320.75	62538
1583.75	320.75	62538
1583.25	321.25	62538
1583.25	322.75	62538
1583.75	323.25	62538
1583.75	323.75	62538
1583.25	324.25	62538
1583.25	324.75	62538
1583.75	325.25	62538
1584.75	325.25	62538
1584.75	325.75	62538
1584.25	326.25	62538
1583.75	326.25	62538
1583.25	325.75	62538
1582.75	325.75	62538
1582.25	326.25	62538
1582.25	326.75	62538
1583.25	326.75	62538
1583.75	327.25	62538
1583.75	327.75	62538
1582.25	329.25	62538
1581.75	329.25	62538
1581.25	328.75	62538
1580.75	328.75	62538
1580.75	329.75	62538
1580.25	330.25	62538
