x	y	group
571.25	52.25	83945
571.25	52.75	83945
572.25	52.75	83945
573.25	53.75	83945
573.75	53.75	83945
574.75	52.75	83945
576.25	52.75	83945
576.75	53.25	83945
577.25	53.25	83945
577.25	52.75	83945
576.75	52.25	83945
576.75	51.25	83945
576.25	50.75	83945
576.25	50.25	83945
576.75	50.25	83945
578.25	51.75	83945
579.25	51.75	83945
579.25	52.75	83945
581.25	52.75	83945
583.25	54.75	83945
583.75	54.75	83945
583.75	54.25	83945
578.25	48.75	83945
578.25	48.25	83945
578.75	48.25	83945
580.75	50.25	83945
581.75	50.25	83945
582.25	50.75	83945
582.25	51.75	83945
583.75	53.25	83945
584.75	53.25	83945
585.25	53.75	83945
586.25	53.75	83945
586.25	54.75	83945
586.75	54.75	83945
587.25	54.25	83945
588.25	54.25	83945
589.25	53.25	83945
589.25	52.75	83945
588.75	52.25	83945
587.75	52.25	83945
587.25	51.75	83945
587.25	51.25	83945
588.25	50.25	83945
588.75	50.25	83945
589.25	50.75	83945
589.75	50.75	83945
589.75	49.75	83945
590.25	49.75	83945
590.75	50.25	83945
591.25	50.25	83945
591.25	49.75	83945
590.75	49.25	83945
590.75	48.75	83945
591.75	48.75	83945
592.25	48.25	83945
592.25	47.75	83945
591.75	47.25	83945
590.75	47.25	83945
590.25	46.75	83945
589.25	46.75	83945
589.25	46.25	83945
590.25	45.25	83945
590.25	44.75	83945
589.75	44.25	83945
589.75	43.75	83945
590.25	43.25	83945
590.25	42.75	83945
589.25	41.75	83945
589.25	41.25	83945
589.75	40.75	83945
589.75	40.25	83945
589.25	40.25	83945
588.75	40.75	83945
587.75	40.75	83945
587.25	41.25	83945
586.75	41.25	83945
585.25	39.75	83945
585.25	38.75	83945
584.75	38.75	83945
584.25	39.25	83945
584.25	39.75	83945
585.25	40.75	83945
585.25	41.25	83945
581.75	44.75	83945
581.25	44.75	83945
580.75	44.25	83945
580.25	44.25	83945
580.25	44.75	83945
580.75	45.25	83945
580.75	45.75	83945
579.25	47.25	83945
578.75	47.25	83945
577.25	45.75	83945
576.25	45.75	83945
576.25	44.75	83945
575.75	44.25	83945
574.75	44.25	83945
574.75	43.75	83945
575.75	42.75	83945
576.75	42.75	83945
576.75	41.25	83945
576.25	41.25	83945
575.25	42.25	83945
573.25	42.25	83945
572.75	42.75	83945
572.75	43.25	83945
576.75	47.25	83945
576.75	48.75	83945
575.25	48.75	83945
573.25	46.75	83945
573.25	45.75	83945
572.25	45.75	83945
571.75	45.25	83945
571.25	45.25	83945
571.25	45.75	83945
572.75	47.25	83945
572.75	47.75	83945
571.25	49.25	83945
570.75	49.25	83945
570.75	48.25	83945
569.75	47.25	83945
569.25	47.25	83945
568.75	47.75	83945
568.75	49.25	83945
571.25	51.75	83945
571.25	52.25	83945
