x	y	group
1241.75	230.75	22996
1241.75	231.25	22996
1242.75	231.25	22996
1243.25	231.75	22996
1243.75	231.75	22996
1244.25	231.25	22996
1244.75	231.25	22996
1244.75	231.75	22996
1244.25	232.25	22996
1244.25	232.75	22996
1244.75	232.75	22996
1245.25	232.25	22996
1246.25	232.25	22996
1247.25	231.25	22996
1247.25	230.75	22996
1246.25	229.75	22996
1246.25	229.25	22996
1246.75	228.75	22996
1246.75	228.25	22996
1246.25	227.75	22996
1245.75	227.75	22996
1245.75	228.75	22996
1245.25	229.25	22996
1244.75	229.25	22996
1244.25	228.75	22996
1244.25	227.75	22996
1243.75	227.25	22996
1243.25	227.25	22996
1243.25	228.25	22996
1242.75	228.25	22996
1242.25	227.75	22996
1242.25	227.25	22996
1243.25	226.25	22996
1243.75	226.25	22996
1244.25	226.75	22996
1244.75	226.75	22996
1244.75	225.25	22996
1242.75	225.25	22996
1242.25	224.75	22996
1242.25	224.25	22996
1243.25	223.25	22996
1243.75	223.25	22996
1244.25	223.75	22996
1246.25	223.75	22996
1246.75	224.25	22996
1248.25	224.25	22996
1249.75	222.75	22996
1249.75	222.25	22996
1248.75	222.25	22996
1248.75	221.75	22996
1249.25	221.25	22996
1250.25	221.25	22996
1250.75	220.75	22996
1251.75	220.75	22996
1251.75	220.25	22996
1251.25	219.75	22996
1251.25	218.25	22996
1251.75	218.25	22996
1252.25	218.75	22996
1252.75	218.75	22996
1253.75	217.75	22996
1253.75	217.25	22996
1252.75	216.25	22996
1252.25	216.25	22996
1252.25	217.25	22996
1251.75	217.25	22996
1250.25	215.75	22996
1248.75	215.75	22996
1248.75	217.75	22996
1248.25	218.25	22996
1247.75	218.25	22996
1247.25	217.75	22996
1246.25	217.75	22996
1245.75	217.25	22996
1245.75	216.75	22996
1246.75	216.75	22996
1246.75	216.25	22996
1245.25	214.75	22996
1244.75	214.75	22996
1243.75	215.75	22996
1243.25	215.75	22996
1243.25	214.75	22996
1242.75	214.25	22996
1242.25	214.25	22996
1242.25	215.25	22996
1241.25	215.25	22996
1240.25	216.25	22996
1240.25	216.75	22996
1241.25	217.75	22996
1241.25	218.25	22996
1240.25	218.25	22996
1240.25	219.25	22996
1239.75	219.75	22996
1239.25	219.75	22996
1238.75	219.25	22996
1238.75	217.25	22996
1238.25	216.75	22996
1238.25	215.75	22996
1237.75	215.75	22996
1237.25	216.25	22996
1235.75	216.25	22996
1234.75	215.25	22996
1234.25	215.25	22996
1234.25	215.75	22996
1234.75	216.25	22996
1234.75	216.75	22996
1234.25	216.75	22996
1233.25	215.75	22996
1233.25	214.75	22996
1232.75	214.75	22996
1232.25	215.25	22996
1232.25	215.75	22996
1232.75	216.25	22996
1232.75	217.25	22996
1233.75	218.25	22996
1233.75	218.75	22996
1233.25	218.75	22996
1232.75	218.25	22996
1232.25	218.25	22996
1232.25	219.25	22996
1231.75	219.75	22996
1231.75	220.25	22996
1232.25	220.75	22996
1232.75	220.75	22996
1232.75	219.75	22996
1233.25	219.75	22996
1233.75	220.25	22996
1233.75	221.25	22996
1234.75	221.25	22996
1234.75	223.25	22996
1235.75	223.25	22996
1235.75	224.25	22996
1236.75	225.25	22996
1237.75	225.25	22996
1238.75	226.25	22996
1239.75	226.25	22996
1239.75	226.75	22996
1239.25	227.25	22996
1239.25	227.75	22996
1239.75	227.75	22996
1240.25	227.25	22996
1240.75	227.25	22996
1240.75	227.75	22996
1240.25	228.25	22996
1240.25	228.75	22996
1242.25	228.75	22996
1242.25	230.25	22996
1241.75	230.75	22996
