x	y	group
2598.75	28.75	78346
2598.75	29.25	78346
2600.25	30.75	78346
2600.75	30.75	78346
2601.75	29.75	78346
2602.25	29.75	78346
2602.25	31.25	78346
2601.75	31.75	78346
2601.75	32.25	78346
2602.25	32.75	78346
2602.75	32.75	78346
2602.75	31.75	78346
2604.75	31.75	78346
2605.25	31.25	78346
2605.25	30.75	78346
2603.25	30.75	78346
2603.25	30.25	78346
2603.75	29.75	78346
2603.75	29.25	78346
2602.75	29.25	78346
2602.75	28.75	78346
2603.25	28.25	78346
2604.25	28.25	78346
2604.25	27.25	78346
2606.75	24.75	78346
2607.75	24.75	78346
2607.75	24.25	78346
2607.25	23.75	78346
2607.25	21.25	78346
2608.25	20.25	78346
2608.75	20.25	78346
2608.75	20.75	78346
2608.25	21.25	78346
2608.25	21.75	78346
2609.75	21.75	78346
2610.75	20.75	78346
2610.75	20.25	78346
2609.75	20.25	78346
2609.75	19.25	78346
2608.25	17.75	78346
2608.25	17.25	78346
2610.25	17.25	78346
2610.25	16.75	78346
2609.25	15.75	78346
2609.25	14.75	78346
2608.75	14.25	78346
2608.75	13.75	78346
2609.25	13.25	78346
2609.75	13.25	78346
2609.75	14.25	78346
2611.25	15.75	78346
2612.75	15.75	78346
2612.75	15.25	78346
2612.25	14.75	78346
2612.25	13.25	78346
2613.25	12.25	78346
2614.75	12.25	78346
2614.75	12.75	78346
2614.25	13.25	78346
2614.25	13.75	78346
2615.25	13.75	78346
2615.75	14.25	78346
2615.75	14.75	78346
2615.25	15.25	78346
2615.25	15.75	78346
2615.75	15.75	78346
2616.75	14.75	78346
2616.75	13.75	78346
2617.75	13.75	78346
2618.25	13.25	78346
2618.75	13.25	78346
2619.25	13.75	78346
2619.25	14.25	78346
2618.75	14.75	78346
2618.75	15.25	78346
2619.25	15.75	78346
2619.75	15.75	78346
2620.25	15.25	78346
2620.25	13.25	78346
2620.75	13.25	78346
2621.75	14.25	78346
2622.25	14.25	78346
2622.25	13.75	78346
2620.25	11.75	78346
2619.25	11.75	78346
2616.75	9.25	78346
2616.25	9.25	78346
2615.75	9.75	78346
2614.75	9.75	78346
2614.25	10.25	78346
2613.75	10.25	78346
2612.25	8.75	78346
2611.75	8.75	78346
2609.25	11.25	78346
2609.25	12.25	78346
2608.75	12.75	78346
2607.75	12.75	78346
2606.75	13.75	78346
2605.75	13.75	78346
2605.75	14.75	78346
2604.25	16.25	78346
2603.25	16.25	78346
2602.75	16.75	78346
2602.75	18.75	78346
2602.25	19.25	78346
2601.25	19.25	78346
2600.75	19.75	78346
2599.75	19.75	78346
2598.75	20.75	78346
2598.25	20.75	78346
2597.75	20.25	78346
2597.25	20.25	78346
2597.25	20.75	78346
2599.75	23.25	78346
2600.75	23.25	78346
2600.75	24.25	78346
2601.75	25.25	78346
2601.75	25.75	78346
2601.25	26.25	78346
2600.75	26.25	78346
2600.25	25.75	78346
2599.75	25.75	78346
2599.25	26.25	78346
2599.25	26.75	78346
2599.75	27.25	78346
2599.75	27.75	78346
2598.75	28.75	78346
