x	y	group
1162.75	43.75	75117
1162.75	44.25	75117
1163.75	44.25	75117
1164.25	44.75	75117
1164.25	45.75	75117
1164.75	45.75	75117
1165.25	45.25	75117
1166.75	45.25	75117
1167.25	45.75	75117
1167.75	45.75	75117
1167.75	44.75	75117
1168.75	43.75	75117
1168.75	43.25	75117
1168.25	42.75	75117
1167.25	42.75	75117
1167.25	41.25	75117
1168.25	41.25	75117
1168.25	40.75	75117
1167.75	40.25	75117
1167.75	39.75	75117
1169.25	39.75	75117
1171.25	41.75	75117
1171.75	41.75	75117
1171.75	40.75	75117
1172.25	40.75	75117
1172.75	41.25	75117
1173.25	41.25	75117
1173.25	40.75	75117
1172.75	40.25	75117
1172.75	39.25	75117
1172.25	39.25	75117
1171.25	40.25	75117
1170.75	40.25	75117
1170.25	39.75	75117
1170.25	38.75	75117
1169.75	38.25	75117
1169.25	38.25	75117
1168.75	38.75	75117
1166.25	38.75	75117
1164.75	37.25	75117
1164.25	37.25	75117
1163.25	38.25	75117
1163.25	39.25	75117
1162.75	39.75	75117
1161.75	39.75	75117
1161.75	40.25	75117
1162.25	40.75	75117
1162.75	40.75	75117
1164.25	39.25	75117
1164.75	39.25	75117
1164.75	39.75	75117
1164.25	40.25	75117
1164.25	41.25	75117
1162.75	42.75	75117
1162.75	43.75	75117
