group	fill	colour
2	#FCF8F7	#F9F9F9
3	#FCF9F8	#FCFCFC
4	#E9E6F3	#F1F1F1
5	#E6E3F2	#EDEDED
6	#EFEDF6	#F6F6F6
7	#F8F7FB	#FDFDFD
8	#FDFAFA	#FEFEFE
9	#F4F3F9	#FDFDFD
10	#F6F5FA	#FEFEFE
11	#F0EEF7	#FCFCFC
12	#FCFCFD	#FFFFFF
13	#F3F1F8	#FDFDFD
14	#FCF9F9	#FDFDFD
15	#E9E5F3	#FAFAFA
16	#FBF7F6	#FEFEFE
17	#F4F3F9	#FDFDFD
18	#F3F1F8	#FDFDFD
19	#F9F8FC	#FEFEFE
20	#F5F4FA	#FEFEFE
21	#FAF9FC	#FEFEFE
22	#EBE9F4	#FCFCFC
23	#E5E1F1	#FBFBFB
24	#DDD9ED	#F9F9F9
25	#F9F2F1	#F8F8F8
26	#DCD7EC	#F8F8F8
27	#EBE8F4	#FCFCFC
28	#E2DEEF	#F9F9F9
29	#E4E0F0	#FAFAFA
30	#E6E3F2	#FBFBFB
31	#ECEAF5	#FDFDFD
32	#EDEBF5	#FDFDFD
33	#FEFCFC	#FFFFFF
34	#F9F8FC	#FEFEFE
35	#FEFCFC	#FFFFFF
36	#F5E8E6	#ECECEC
37	#F5F4FA	#FEFEFE
38	#F7ECEB	#FDFDFD
39	#FDFAF9	#FFFFFF
40	#FAF3F2	#FEFEFE
41	#F7F6FB	#FEFEFE
42	#F6F5FA	#FEFEFE
43	#FEFDFE	#FFFFFF
44	#E6E2F1	#FBFBFB
45	#F7F6FB	#FEFEFE
46	#F7ECEB	#F4F4F4
47	#F7EDEB	#F5F5F5
48	#FEFDFD	#FFFFFF
49	#F7F6FB	#FDFDFD
50	#F5F4FA	#FBFBFB
52	#F5E8E7	#CFCFCF
53	#FBF5F4	#F7F7F7
54	#E6E2F1	#ECECEC
55	#EAE8F4	#F3F3F3
56	#E0DCEE	#E5E5E5
57	#F3F1F8	#F9F9F9
58	#EDEBF5	#F5F5F5
59	#F6F4FA	#FCFCFC
60	#EEEBF6	#FAFAFA
61	#FAF9FC	#FEFEFE
62	#EFEDF6	#FCFCFC
63	#FEFEFE	#FFFFFF
64	#FDFBFA	#FEFEFE
65	#FEFCFB	#FFFFFF
66	#FFFEFE	#FFFFFF
67	#FCF8F8	#FEFEFE
68	#FBF6F5	#FEFEFE
69	#FDFDFE	#FFFFFF
70	#EEECF6	#FCFCFC
71	#FAFAFC	#FEFEFE
72	#FBFBFD	#FFFFFF
73	#E8E5F3	#FBFBFB
74	#D9D4EB	#F7F7F7
75	#F7ECEA	#F1F1F1
76	#DDD9ED	#F8F8F8
77	#DFDAEE	#F8F8F8
78	#F1EFF8	#FDFDFD
79	#DFDAED	#F8F8F8
80	#DBD6EB	#FAFAFA
81	#F9F8FC	#FFFFFF
82	#F9F2F1	#FEFEFE
83	#F5F3F9	#FEFEFE
84	#FDFBFB	#FFFFFF
85	#FBF6F5	#FEFEFE
86	#F2E1DF	#E1E1E1
87	#FCFCFE	#FFFFFF
88	#F8EEED	#FEFEFE
89	#FCF9F8	#FEFEFE
90	#FDFCFE	#FFFFFF
91	#FDFBFB	#FFFFFF
92	#FDFCFE	#FFFFFF
93	#F7F6FB	#FEFEFE
94	#F8EFED	#FDFDFD
95	#F9F8FC	#FEFEFE
96	#E8E5F3	#FCFCFC
97	#F6EAE9	#F1F1F1
98	#FBF6F5	#FCFCFC
99	#FAF4F4	#FCFCFC
100	#FBFBFD	#FEFEFE
101	#FAF9FC	#FEFEFE
103	#F9F1F0	#EFEFEF
104	#FCF7F7	#FBFBFB
105	#E6E2F1	#EDEDED
106	#EAE7F3	#F3F3F3
107	#E8E5F2	#EFEFEF
108	#E4E0F0	#E5E5E5
109	#EDEBF5	#F5F5F5
110	#F7F5FA	#FDFDFD
111	#F7F6FB	#FEFEFE
112	#F4F2F9	#FDFDFD
113	#F2F0F8	#FCFCFC
114	#FEFDFC	#FFFFFF
115	#F4E7E5	#E9E9E9
116	#FFFFFF	#FFFFFF
117	#FDFCFE	#FFFFFF
118	#FBFAFD	#FEFEFE
119	#EFECF6	#FCFCFC
120	#F7F5FB	#FEFEFE
121	#FDFCFE	#FFFFFF
122	#F9F8FC	#FEFEFE
123	#F8F7FB	#FEFEFE
124	#E5E2F1	#FBFBFB
125	#EAE7F4	#FCFCFC
126	#F2E2DF	#E0E0E0
127	#DBD6EC	#F8F8F8
128	#DCD7EC	#F6F6F6
129	#D6D0E8	#F7F7F7
130	#E1DDEF	#FAFAFA
131	#E6E2F1	#FCFCFC
132	#F8F7FB	#FFFFFF
133	#FCFCFE	#FFFFFF
134	#F0EEF7	#FDFDFD
135	#FEFDFD	#FFFFFF
136	#EDEAF5	#FDFDFD
137	#F4E7E5	#ECECEC
138	#FFFEFE	#FFFFFF
139	#F6EBEA	#FCFCFC
140	#FAF3F2	#FEFEFE
141	#FAF4F3	#FEFEFE
142	#F3E4E2	#FBFBFB
