x	y	group
2292.75	81.75	61308
2292.75	82.25	61308
2293.25	82.75	61308
2293.75	82.75	61308
2294.75	81.75	61308
2295.25	81.75	61308
2295.25	82.75	61308
2296.25	83.75	61308
2296.75	83.75	61308
2296.75	82.25	61308
2296.25	81.75	61308
2296.25	81.25	61308
2296.75	80.75	61308
2297.25	80.75	61308
2299.75	83.25	61308
2301.25	83.25	61308
2301.25	81.75	61308
2300.75	81.25	61308
2300.75	79.75	61308
2302.25	78.25	61308
2302.25	77.75	61308
2301.75	77.75	61308
2301.25	78.25	61308
2300.75	78.25	61308
2300.25	77.75	61308
2300.25	76.25	61308
2301.25	75.25	61308
2301.75	75.25	61308
2302.25	75.75	61308
2302.25	76.75	61308
2302.75	77.25	61308
2303.25	77.25	61308
2303.75	76.75	61308
2304.75	76.75	61308
2304.75	75.25	61308
2303.75	75.25	61308
2303.75	74.75	61308
2304.75	73.75	61308
2304.75	73.25	61308
2303.75	72.25	61308
2302.75	72.25	61308
2302.25	71.75	61308
2302.25	70.75	61308
2300.75	69.25	61308
2300.25	69.25	61308
2300.25	69.75	61308
2301.25	70.75	61308
2301.25	71.75	61308
2302.25	72.75	61308
2302.25	74.25	61308
2300.75	74.25	61308
2300.75	73.25	61308
2300.25	72.75	61308
2300.25	70.75	61308
2299.75	70.25	61308
2298.25	70.25	61308
2297.25	71.25	61308
2297.25	72.25	61308
2296.25	72.25	61308
2295.75	72.75	61308
2295.25	72.75	61308
2294.75	72.25	61308
2294.75	71.75	61308
2295.75	70.75	61308
2295.75	70.25	61308
2294.25	70.25	61308
2294.25	71.25	61308
2293.25	71.25	61308
2292.75	71.75	61308
2292.75	73.75	61308
2291.75	73.75	61308
2291.25	74.25	61308
2290.75	74.25	61308
2290.75	72.75	61308
2291.25	72.25	61308
2291.25	71.75	61308
2290.75	71.75	61308
2288.25	74.25	61308
2288.25	74.75	61308
2289.25	75.75	61308
2290.25	75.75	61308
2290.75	76.25	61308
2290.75	77.25	61308
2291.25	77.25	61308
2292.25	76.25	61308
2292.75	76.25	61308
2292.75	76.75	61308
2291.75	77.75	61308
2291.75	79.25	61308
2292.75	80.25	61308
2292.75	81.75	61308
