group	x	y
1	-0.95	-0.5
1	-0.5	-0.05
1	-0.05	-0.5
1	-0.5	-0.95
1	-0.95	-0.5
2	-0.95	0.5
2	-0.5	0.95
2	-0.05	0.5
2	-0.5	0.05
2	-0.95	0.5
3	-0.95	1.5
3	-0.5	1.95
3	-0.05	1.5
3	-0.5	1.05
3	-0.95	1.5
4	-0.95	10.5
4	-0.5	10.95
4	-0.05	10.5
4	-0.5	10.05
4	-0.95	10.5
5	-0.95	11.5
5	-0.5	11.95
5	-0.05	11.5
5	-0.5	11.05
5	-0.95	11.5
6	-0.95	12.5
6	-0.5	12.95
6	-0.05	12.5
6	-0.5	12.05
6	-0.95	12.5
7	-0.95	13.5
7	-0.5	13.95
7	-0.05	13.5
7	-0.5	13.05
7	-0.95	13.5
8	-0.95	14.5
8	-0.5	14.95
8	-0.05	14.5
8	-0.5	14.05
8	-0.95	14.5
9	-0.95	15.5
9	-0.5	15.95
9	-0.05	15.5
9	-0.5	15.05
9	-0.95	15.5
10	-0.95	16.5
10	-0.5	16.95
10	-0.05	16.5
10	-0.5	16.05
10	-0.95	16.5
11	-0.95	17.5
11	-0.5	17.95
11	-0.05	17.5
11	-0.5	17.05
11	-0.95	17.5
12	-0.95	18.5
12	-0.5	18.95
12	-0.05	18.5
12	-0.5	18.05
12	-0.95	18.5
13	-0.95	19.5
13	-0.5	19.95
13	-0.05	19.5
13	-0.5	19.05
13	-0.95	19.5
14	-0.95	2.5
14	-0.5	2.95
14	-0.05	2.5
14	-0.5	2.05
14	-0.95	2.5
15	-0.95	20.5
15	-0.5	20.95
15	-0.05	20.5
15	-0.5	20.05
15	-0.95	20.5
16	-0.95	21.5
16	-0.5	21.95
16	-0.05	21.5
16	-0.5	21.05
16	-0.95	21.5
17	-0.95	22.5
17	-0.5	22.95
17	-0.05	22.5
17	-0.5	22.05
17	-0.95	22.5
18	-0.95	23.5
18	-0.5	23.95
18	-0.05	23.5
18	-0.5	23.05
18	-0.95	23.5
19	-0.95	24.5
19	-0.5	24.95
19	-0.05	24.5
19	-0.5	24.05
19	-0.95	24.5
20	-0.95	25.5
20	-0.5	25.95
20	-0.05	25.5
20	-0.5	25.05
20	-0.95	25.5
21	-0.95	26.5
21	-0.5	26.95
21	-0.05	26.5
21	-0.5	26.05
21	-0.95	26.5
22	-0.95	27.5
22	-0.5	27.95
22	-0.05	27.5
22	-0.5	27.05
22	-0.95	27.5
23	-0.95	28.5
23	-0.5	28.95
23	-0.05	28.5
23	-0.5	28.05
23	-0.95	28.5
24	-0.95	29.5
24	-0.5	29.95
24	-0.05	29.5
24	-0.5	29.05
24	-0.95	29.5
25	-0.95	3.5
25	-0.5	3.95
25	-0.05	3.5
25	-0.5	3.05
25	-0.95	3.5
26	-0.95	30.5
26	-0.5	30.95
26	-0.05	30.5
26	-0.5	30.05
26	-0.95	30.5
27	-0.95	31.5
27	-0.5	31.95
27	-0.05	31.5
27	-0.5	31.05
27	-0.95	31.5
28	-0.95	32.5
28	-0.5	32.95
28	-0.05	32.5
28	-0.5	32.05
28	-0.95	32.5
29	-0.95	33.5
29	-0.5	33.95
29	-0.05	33.5
29	-0.5	33.05
29	-0.95	33.5
30	-0.95	34.5
30	-0.5	34.95
30	-0.05	34.5
30	-0.5	34.05
30	-0.95	34.5
31	-0.95	35.5
31	-0.5	35.95
31	-0.05	35.5
31	-0.5	35.05
31	-0.95	35.5
32	-0.95	36.5
32	-0.5	36.95
32	-0.05	36.5
32	-0.5	36.05
32	-0.95	36.5
33	-0.95	37.5
33	-0.5	37.95
33	-0.05	37.5
33	-0.5	37.05
33	-0.95	37.5
34	-0.95	38.5
34	-0.5	38.95
34	-0.05	38.5
34	-0.5	38.05
34	-0.95	38.5
35	-0.95	39.5
35	-0.5	39.95
35	-0.05	39.5
35	-0.5	39.05
35	-0.95	39.5
36	-0.95	4.5
36	-0.5	4.95
36	-0.05	4.5
36	-0.5	4.05
36	-0.95	4.5
37	-0.95	40.5
37	-0.5	40.95
37	-0.05	40.5
37	-0.5	40.05
37	-0.95	40.5
38	-0.95	41.5
38	-0.5	41.95
38	-0.05	41.5
38	-0.5	41.05
38	-0.95	41.5
39	-0.95	42.5
39	-0.5	42.95
39	-0.05	42.5
39	-0.5	42.05
39	-0.95	42.5
40	-0.95	43.5
40	-0.5	43.95
40	-0.05	43.5
40	-0.5	43.05
40	-0.95	43.5
41	-0.95	44.5
41	-0.5	44.95
41	-0.05	44.5
41	-0.5	44.05
41	-0.95	44.5
42	-0.95	45.5
42	-0.5	45.95
42	-0.05	45.5
42	-0.5	45.05
42	-0.95	45.5
43	-0.95	46.5
43	-0.5	46.95
43	-0.05	46.5
43	-0.5	46.05
43	-0.95	46.5
44	-0.95	47.5
44	-0.5	47.95
44	-0.05	47.5
44	-0.5	47.05
44	-0.95	47.5
45	-0.95	48.5
45	-0.5	48.95
45	-0.05	48.5
45	-0.5	48.05
45	-0.95	48.5
46	-0.95	5.5
46	-0.5	5.95
46	-0.05	5.5
46	-0.5	5.05
46	-0.95	5.5
47	-0.95	6.5
47	-0.5	6.95
47	-0.05	6.5
47	-0.5	6.05
47	-0.95	6.5
48	-0.95	7.5
48	-0.5	7.95
48	-0.05	7.5
48	-0.5	7.05
48	-0.95	7.5
49	-0.95	8.5
49	-0.5	8.95
49	-0.05	8.5
49	-0.5	8.05
49	-0.95	8.5
50	-0.95	9.5
50	-0.5	9.95
50	-0.05	9.5
50	-0.5	9.05
50	-0.95	9.5
51	-1.45	-1
51	-1	-0.55
51	-0.55	-1
51	-1	-1.45
51	-1.45	-1
52	-1.45	0
52	-1	0.45
52	-0.55	0
52	-1	-0.45
52	-1.45	0
53	-1.45	1
53	-1	1.45
53	-0.55	1
53	-1	0.55
53	-1.45	1
54	-1.45	10
54	-1	10.45
54	-0.55	10
54	-1	9.55
54	-1.45	10
55	-1.45	11
55	-1	11.45
55	-0.55	11
55	-1	10.55
55	-1.45	11
56	-1.45	12
56	-1	12.45
56	-0.55	12
56	-1	11.55
56	-1.45	12
57	-1.45	13
57	-1	13.45
57	-0.55	13
57	-1	12.55
57	-1.45	13
58	-1.45	14
58	-1	14.45
58	-0.55	14
58	-1	13.55
58	-1.45	14
59	-1.45	15
59	-1	15.45
59	-0.55	15
59	-1	14.55
59	-1.45	15
60	-1.45	16
60	-1	16.45
60	-0.55	16
60	-1	15.55
60	-1.45	16
61	-1.45	17
61	-1	17.45
61	-0.55	17
61	-1	16.55
61	-1.45	17
62	-1.45	18
62	-1	18.45
62	-0.55	18
62	-1	17.55
62	-1.45	18
63	-1.45	19
63	-1	19.45
63	-0.55	19
63	-1	18.55
63	-1.45	19
64	-1.45	2
64	-1	2.45
64	-0.55	2
64	-1	1.55
64	-1.45	2
65	-1.45	20
65	-1	20.45
65	-0.55	20
65	-1	19.55
65	-1.45	20
66	-1.45	21
66	-1	21.45
66	-0.55	21
66	-1	20.55
66	-1.45	21
67	-1.45	22
67	-1	22.45
67	-0.55	22
67	-1	21.55
67	-1.45	22
68	-1.45	23
68	-1	23.45
68	-0.55	23
68	-1	22.55
68	-1.45	23
69	-1.45	24
69	-1	24.45
69	-0.55	24
69	-1	23.55
69	-1.45	24
70	-1.45	25
70	-1	25.45
70	-0.55	25
70	-1	24.55
70	-1.45	25
71	-1.45	26
71	-1	26.45
71	-0.55	26
71	-1	25.55
71	-1.45	26
72	-1.45	27
72	-1	27.45
72	-0.55	27
72	-1	26.55
72	-1.45	27
73	-1.45	28
73	-1	28.45
73	-0.55	28
73	-1	27.55
73	-1.45	28
74	-1.45	29
74	-1	29.45
74	-0.55	29
74	-1	28.55
74	-1.45	29
75	-1.45	3
75	-1	3.45
75	-0.55	3
75	-1	2.55
75	-1.45	3
76	-1.45	30
76	-1	30.45
76	-0.55	30
76	-1	29.55
76	-1.45	30
77	-1.45	31
77	-1	31.45
77	-0.55	31
77	-1	30.55
77	-1.45	31
78	-1.45	32
78	-1	32.45
78	-0.55	32
78	-1	31.55
78	-1.45	32
79	-1.45	33
79	-1	33.45
79	-0.55	33
79	-1	32.55
79	-1.45	33
80	-1.45	34
80	-1	34.45
80	-0.55	34
80	-1	33.55
80	-1.45	34
81	-1.45	35
81	-1	35.45
81	-0.55	35
81	-1	34.55
81	-1.45	35
82	-1.45	36
82	-1	36.45
82	-0.55	36
82	-1	35.55
82	-1.45	36
83	-1.45	37
83	-1	37.45
83	-0.55	37
83	-1	36.55
83	-1.45	37
84	-1.45	38
84	-1	38.45
84	-0.55	38
84	-1	37.55
84	-1.45	38
85	-1.45	39
85	-1	39.45
85	-0.55	39
85	-1	38.55
85	-1.45	39
86	-1.45	4
86	-1	4.45
86	-0.55	4
86	-1	3.55
86	-1.45	4
87	-1.45	40
87	-1	40.45
87	-0.55	40
87	-1	39.55
87	-1.45	40
88	-1.45	41
88	-1	41.45
88	-0.55	41
88	-1	40.55
88	-1.45	41
89	-1.45	42
89	-1	42.45
89	-0.55	42
89	-1	41.55
89	-1.45	42
90	-1.45	43
90	-1	43.45
90	-0.55	43
90	-1	42.55
90	-1.45	43
91	-1.45	44
91	-1	44.45
91	-0.55	44
91	-1	43.55
91	-1.45	44
92	-1.45	45
92	-1	45.45
92	-0.55	45
92	-1	44.55
92	-1.45	45
93	-1.45	46
93	-1	46.45
93	-0.55	46
93	-1	45.55
93	-1.45	46
94	-1.45	47
94	-1	47.45
94	-0.55	47
94	-1	46.55
94	-1.45	47
95	-1.45	48
95	-1	48.45
95	-0.55	48
95	-1	47.55
95	-1.45	48
96	-1.45	49
96	-1	49.45
96	-0.55	49
96	-1	48.55
96	-1.45	49
97	-1.45	5
97	-1	5.45
97	-0.55	5
97	-1	4.55
97	-1.45	5
98	-1.45	6
98	-1	6.45
98	-0.55	6
98	-1	5.55
98	-1.45	6
99	-1.45	7
99	-1	7.45
99	-0.55	7
99	-1	6.55
99	-1.45	7
100	-1.45	8
100	-1	8.45
100	-0.55	8
100	-1	7.55
100	-1.45	8
101	-1.45	9
101	-1	9.45
101	-0.55	9
101	-1	8.55
101	-1.45	9
102	-1.95	-0.5
102	-1.5	-0.05
102	-1.05	-0.5
102	-1.5	-0.95
102	-1.95	-0.5
103	-1.95	0.5
103	-1.5	0.95
103	-1.05	0.5
103	-1.5	0.05
103	-1.95	0.5
104	-1.95	1.5
104	-1.5	1.95
104	-1.05	1.5
104	-1.5	1.05
104	-1.95	1.5
105	-1.95	10.5
105	-1.5	10.95
105	-1.05	10.5
105	-1.5	10.05
105	-1.95	10.5
106	-1.95	11.5
106	-1.5	11.95
106	-1.05	11.5
106	-1.5	11.05
106	-1.95	11.5
107	-1.95	12.5
107	-1.5	12.95
107	-1.05	12.5
107	-1.5	12.05
107	-1.95	12.5
108	-1.95	13.5
108	-1.5	13.95
108	-1.05	13.5
108	-1.5	13.05
108	-1.95	13.5
109	-1.95	14.5
109	-1.5	14.95
109	-1.05	14.5
109	-1.5	14.05
109	-1.95	14.5
110	-1.95	15.5
110	-1.5	15.95
110	-1.05	15.5
110	-1.5	15.05
110	-1.95	15.5
111	-1.95	16.5
111	-1.5	16.95
111	-1.05	16.5
111	-1.5	16.05
111	-1.95	16.5
112	-1.95	17.5
112	-1.5	17.95
112	-1.05	17.5
112	-1.5	17.05
112	-1.95	17.5
113	-1.95	18.5
113	-1.5	18.95
113	-1.05	18.5
113	-1.5	18.05
113	-1.95	18.5
114	-1.95	19.5
114	-1.5	19.95
114	-1.05	19.5
114	-1.5	19.05
114	-1.95	19.5
115	-1.95	2.5
115	-1.5	2.95
115	-1.05	2.5
115	-1.5	2.05
115	-1.95	2.5
116	-1.95	20.5
116	-1.5	20.95
116	-1.05	20.5
116	-1.5	20.05
116	-1.95	20.5
117	-1.95	21.5
117	-1.5	21.95
117	-1.05	21.5
117	-1.5	21.05
117	-1.95	21.5
118	-1.95	22.5
118	-1.5	22.95
118	-1.05	22.5
118	-1.5	22.05
118	-1.95	22.5
119	-1.95	23.5
119	-1.5	23.95
119	-1.05	23.5
119	-1.5	23.05
119	-1.95	23.5
120	-1.95	24.5
120	-1.5	24.95
120	-1.05	24.5
120	-1.5	24.05
120	-1.95	24.5
121	-1.95	25.5
121	-1.5	25.95
121	-1.05	25.5
121	-1.5	25.05
121	-1.95	25.5
122	-1.95	26.5
122	-1.5	26.95
122	-1.05	26.5
122	-1.5	26.05
122	-1.95	26.5
123	-1.95	27.5
123	-1.5	27.95
123	-1.05	27.5
123	-1.5	27.05
123	-1.95	27.5
124	-1.95	28.5
124	-1.5	28.95
124	-1.05	28.5
124	-1.5	28.05
124	-1.95	28.5
125	-1.95	29.5
125	-1.5	29.95
125	-1.05	29.5
125	-1.5	29.05
125	-1.95	29.5
126	-1.95	3.5
126	-1.5	3.95
126	-1.05	3.5
