x	y	group
1047.75	27.75	68083
1047.75	28.25	68083
1048.75	29.25	68083
1049.25	29.25	68083
1049.25	28.25	68083
1049.75	28.25	68083
1050.25	28.75	68083
1050.25	29.75	68083
1050.75	30.25	68083
1052.75	30.25	68083
1052.75	30.75	68083
1052.25	31.25	68083
1052.25	31.75	68083
1052.75	31.75	68083
1053.75	30.75	68083
1053.75	30.25	68083
1052.75	29.25	68083
1052.75	28.75	68083
1053.75	27.75	68083
1054.25	27.75	68083
1054.25	29.75	68083
1054.75	29.75	68083
1055.25	29.25	68083
1057.25	29.25	68083
1058.75	27.75	68083
1058.75	27.25	68083
1058.25	26.75	68083
1058.25	26.25	68083
1060.25	26.25	68083
1061.75	24.75	68083
1062.25	24.75	68083
1062.25	26.25	68083
1061.25	27.25	68083
1061.25	28.25	68083
1060.75	28.75	68083
1059.75	28.75	68083
1059.75	29.25	68083
1061.75	31.25	68083
1062.25	31.25	68083
1063.25	30.25	68083
1063.75	30.25	68083
1065.75	32.25	68083
1065.75	32.75	68083
1065.25	32.75	68083
1064.25	31.75	68083
1063.75	31.75	68083
1063.25	32.25	68083
1063.25	32.75	68083
1068.25	37.75	68083
1068.75	37.75	68083
1068.75	37.25	68083
1068.25	36.75	68083
1068.25	36.25	68083
1070.25	36.25	68083
1070.25	35.25	68083
1071.25	35.25	68083
1071.25	34.75	68083
1068.75	32.25	68083
1068.75	31.25	68083
1068.25	30.75	68083
1067.25	30.75	68083
1063.75	27.25	68083
1062.75	27.25	68083
1062.75	26.75	68083
1063.25	26.25	68083
1063.25	25.25	68083
1064.25	25.25	68083
1064.75	24.75	68083
1064.75	24.25	68083
1059.25	18.75	68083
1058.75	18.75	68083
1058.75	19.75	68083
1058.25	20.25	68083
1058.25	20.75	68083
1058.75	20.75	68083
1059.25	20.25	68083
1059.75	20.25	68083
1059.75	20.75	68083
1059.25	21.25	68083
1059.25	21.75	68083
1060.25	21.75	68083
1061.75	23.25	68083
1061.75	23.75	68083
1061.25	24.25	68083
1060.75	24.25	68083
1060.25	23.75	68083
1060.25	22.75	68083
1058.25	22.75	68083
1058.25	21.75	68083
1057.75	21.75	68083
1057.25	22.25	68083
1056.25	22.25	68083
1054.75	23.75	68083
1054.25	23.75	68083
1053.25	22.75	68083
1053.25	21.75	68083
1052.25	20.75	68083
1051.75	20.75	68083
1051.25	21.25	68083
1050.25	21.25	68083
1050.25	21.75	68083
1052.25	23.75	68083
1052.25	25.25	68083
1051.75	25.25	68083
1051.25	24.75	68083
1050.75	24.75	68083
1050.25	25.25	68083
1049.25	25.25	68083
1049.25	25.75	68083
1049.75	26.25	68083
1049.75	26.75	68083
1048.75	26.75	68083
1047.75	27.75	68083
