x	y	group
2674.25	45.25	24426
2674.25	45.75	24426
2675.75	45.75	24426
2675.75	45.25	24426
2675.25	44.75	24426
2675.25	44.25	24426
2675.75	43.75	24426
2676.25	43.75	24426
2677.75	45.25	24426
2679.25	45.25	24426
2679.75	44.75	24426
2680.25	44.75	24426
2680.75	45.25	24426
2680.75	47.25	24426
2681.25	47.25	24426
2681.75	46.75	24426
2682.25	46.75	24426
2682.25	47.75	24426
2683.25	48.75	24426
2683.25	49.75	24426
2683.75	49.75	24426
2684.75	48.75	24426
2685.25	48.75	24426
2685.25	49.75	24426
2685.75	49.75	24426
2686.25	49.25	24426
2686.75	49.25	24426
2687.25	49.75	24426
2687.25	50.75	24426
2687.75	50.75	24426
2689.25	49.25	24426
2689.25	48.75	24426
2688.75	48.25	24426
2688.25	48.25	24426
2688.25	49.25	24426
2687.75	49.25	24426
2687.25	48.75	24426
2687.25	47.75	24426
2686.75	47.25	24426
2686.75	46.75	24426
2687.75	45.75	24426
2688.75	45.75	24426
2688.75	44.75	24426
2692.75	40.75	24426
2692.75	40.25	24426
2692.25	40.25	24426
2691.75	40.75	24426
2691.25	40.75	24426
2691.25	39.75	24426
2690.75	39.25	24426
2689.75	39.25	24426
2689.75	38.75	24426
2690.75	37.75	24426
2690.75	36.75	24426
2692.75	36.75	24426
2692.75	34.75	24426
2693.75	34.75	24426
2694.75	33.75	24426
2694.75	32.75	24426
2695.75	32.75	24426
2696.25	32.25	24426
2696.25	31.75	24426
2694.25	29.75	24426
2694.25	28.75	24426
2693.75	28.25	24426
2693.75	27.75	24426
2694.25	27.25	24426
2695.75	27.25	24426
2696.25	27.75	24426
2696.75	27.75	24426
2697.25	27.25	24426
2698.75	27.25	24426
2698.75	27.75	24426
2698.25	28.25	24426
2698.25	29.25	24426
2697.25	30.25	24426
2697.25	30.75	24426
2697.75	30.75	24426
2699.25	29.25	24426
2699.25	28.25	24426
2700.25	28.25	24426
2703.25	25.25	24426
2703.25	24.75	24426
2700.75	22.25	24426
2700.25	22.25	24426
2699.75	22.75	24426
2698.75	22.75	24426
2698.75	23.25	24426
2699.25	23.75	24426
2699.25	25.25	24426
2698.75	25.75	24426
2697.25	25.75	24426
2697.25	24.75	24426
2695.75	23.25	24426
2695.25	23.25	24426
2695.25	24.25	24426
2692.75	26.75	24426
2692.75	27.75	24426
2691.75	27.75	24426
2691.75	28.25	24426
2692.25	28.75	24426
2692.25	29.25	24426
2691.75	29.25	24426
2691.25	28.75	24426
2690.75	28.75	24426
2690.25	29.25	24426
2690.25	30.75	24426
2691.25	30.75	24426
2691.75	31.25	24426
2691.75	31.75	24426
2690.25	31.75	24426
2688.75	30.25	24426
2688.25	30.25	24426
2688.25	30.75	24426
2688.75	31.25	24426
2688.75	31.75	24426
2688.25	32.25	24426
2688.25	32.75	24426
2688.75	33.25	24426
2688.75	33.75	24426
2687.25	33.75	24426
2686.75	33.25	24426
2686.25	33.25	24426
2686.25	33.75	24426
2687.25	34.75	24426
2687.25	37.25	24426
2686.75	37.25	24426
2686.25	36.75	24426
2685.75	36.75	24426
2684.75	37.75	24426
2684.25	37.75	24426
2681.75	35.25	24426
2681.75	34.75	24426
2682.25	34.75	24426
2682.75	35.25	24426
2683.25	35.25	24426
2683.75	34.75	24426
2683.75	34.25	24426
2681.75	32.25	24426
2681.75	31.75	24426
2682.25	31.75	24426
2682.75	32.25	24426
2683.25	32.25	24426
2684.25	31.25	24426
2684.25	30.25	24426
2684.75	29.75	24426
2685.75	29.75	24426
2685.75	29.25	24426
2685.25	28.75	24426
2685.25	27.75	24426
2684.75	27.25	24426
2682.75	27.25	24426
2682.25	26.75	24426
2681.75	26.75	24426
2681.25	27.25	24426
2681.25	28.25	24426
2680.25	28.25	24426
2680.25	29.25	24426
2678.75	30.75	24426
2677.25	30.75	24426
2676.75	30.25	24426
2675.75	30.25	24426
2675.25	29.75	24426
2675.25	28.75	24426
2674.75	28.25	24426
2674.25	28.25	24426
2673.75	28.75	24426
2673.25	28.75	24426
2673.25	27.75	24426
2672.75	27.25	24426
2672.75	26.25	24426
2669.75	23.25	24426
2669.25	23.25	24426
2668.75	23.75	24426
2668.25	23.75	24426
2666.75	22.25	24426
2666.25	22.25	24426
2663.25	25.25	24426
2663.25	25.75	24426
2663.75	25.75	24426
2664.25	25.25	24426
2664.75	25.25	24426
2665.25	25.75	24426
2665.25	26.25	24426
2664.75	26.75	24426
2664.75	27.25	24426
2665.25	27.75	24426
2665.75	27.75	24426
2666.25	27.25	24426
2666.75	27.25	24426
2666.75	27.75	24426
2666.25	28.25	24426
2666.25	28.75	24426
2667.25	29.75	24426
2667.25	31.75	24426
2667.75	32.25	24426
2667.75	33.25	24426
2668.25	33.25	24426
2668.75	32.75	24426
2669.25	32.75	24426
2669.25	33.75	24426
2671.75	36.25	24426
2672.25	36.25	24426
2672.25	35.25	24426
2672.75	35.25	24426
2673.75	36.25	24426
2673.75	36.75	24426
2672.75	36.75	24426
2672.75	37.25	24426
2673.25	37.75	24426
2674.25	37.75	24426
2674.25	38.25	24426
2673.75	38.75	24426
2673.75	41.75	24426
2672.75	41.75	24426
2672.75	42.25	24426
2673.25	42.75	24426
2673.25	43.75	24426
2674.25	44.75	24426
2674.25	45.25	24426
