group	fill	colour
1	#F4F3F9	#FEFEFE
2	#F0DDDB	#FDFDFD
3	#FDFAF9	#FFFFFF
4	#FAF9FC	#FFFFFF
5	#EAE7F4	#FDFDFD
6	#F6F5FA	#FEFEFE
7	#ECEAF5	#FDFDFD
8	#EDD7D4	#F8F8F8
9	#F4E5E3	#FCFCFC
10	#EFDCDA	#FCFCFC
11	#F4E5E3	#FDFDFD
12	#F3E4E2	#FDFDFD
13	#E2C0BC	#F8F8F8
14	#FDFBFA	#FFFFFF
15	#FBF6F5	#FFFFFF
16	#F7ECEB	#FEFEFE
17	#EDEBF5	#FEFEFE
18	#F5E7E6	#FEFEFE
19	#FBF5F4	#FEFEFE
20	#EED9D6	#FCFCFC
21	#F7EEEC	#FEFEFE
22	#F4E7E5	#FDFDFD
23	#FFFFFF	#FFFFFF
24	#F3E4E2	#FDFDFD
25	#FCFBFD	#FFFFFF
26	#F2E2E0	#FDFDFD
27	#FAF4F3	#FEFEFE
28	#FAF4F3	#FEFEFE
29	#F5E8E7	#FDFDFD
30	#FBF5F4	#FEFEFE
31	#F0DDDA	#FDFDFD
32	#F8EFEE	#FEFEFE
33	#ECD5D2	#FAFAFA
34	#F6EAE9	#FEFEFE
35	#FFFEFE	#FFFFFF
36	#FCF7F7	#FFFFFF
37	#FBFBFD	#FFFFFF
38	#F2F1F8	#FEFEFE
39	#FEFDFD	#FFFFFF
40	#FBF5F4	#FFFFFF
41	#FBFAFD	#FFFFFF
42	#EBE9F4	#FEFEFE
43	#FBF6F5	#FEFEFE
44	#FEFCFC	#FFFFFF
45	#F6E9E8	#FEFEFE
46	#FDFCFE	#FFFFFF
47	#FAFAFC	#FFFFFF
48	#F2E1DF	#FDFDFD
49	#F6EBE9	#FEFEFE
50	#FFFFFF	#FFFFFF
52	#FBF5F5	#FEFEFE
53	#F4E6E4	#FDFDFD
54	#E6E3F1	#FEFEFE
55	#FAF9FC	#FFFFFF
56	#F8EFEE	#FEFEFE
57	#F2F1F8	#FEFEFE
58	#ECD5D1	#FAFAFA
59	#F4E7E5	#FCFCFC
60	#EEDAD7	#FBFBFB
61	#FEFEFF	#FFFFFF
62	#F7ECEB	#FEFEFE
63	#F4E7E5	#FEFEFE
64	#EDEAF5	#FDFDFD
65	#F7ECEB	#FEFEFE
66	#EAD1CD	#FCFCFC
67	#FAF3F2	#FEFEFE
68	#EFDCDA	#FDFDFD
69	#FEFDFC	#FFFFFF
70	#E9CECA	#FAFAFA
71	#FDFAFA	#FFFFFF
72	#EBD3CF	#FCFCFC
73	#F2E1DF	#FDFDFD
74	#F6EAE9	#FEFEFE
75	#F9F0EF	#FEFEFE
76	#E9CECB	#FBFBFB
77	#FBFAFD	#FFFFFF
78	#FAF3F2	#FEFEFE
79	#FDFAFA	#FFFFFF
80	#ECD5D2	#FBFBFB
81	#ECD5D2	#FCFCFC
82	#EFDCDA	#FDFDFD
83	#FBF6F5	#FFFFFF
84	#EBD3D0	#FCFCFC
85	#FFFEFF	#FFFFFF
86	#F8F0EE	#FEFEFE
87	#F9F8FC	#FFFFFF
88	#F6F4FA	#FFFFFF
89	#EDEBF5	#FEFEFE
90	#FDFDFE	#FFFFFF
91	#FDFDFE	#FFFFFF
92	#F3E3E1	#FDFDFD
93	#ECE9F5	#FEFEFE
94	#FDFBFB	#FFFFFF
95	#F6EAE8	#FEFEFE
97	#FCF8F7	#FFFFFF
98	#FCFCFD	#FFFFFF
99	#F3F2F9	#FEFEFE
100	#DEDAED	#FCFCFC
101	#F6F4FA	#FFFFFF
102	#F8EFEE	#FEFEFE
103	#FBF6F5	#FEFEFE
104	#F8EEED	#FEFEFE
105	#FAFAFD	#FFFFFF
106	#E8CCC9	#FDFDFD
107	#F5E7E6	#FEFEFE
108	#F7F6FB	#FEFEFE
109	#FEFDFD	#FFFFFF
110	#FCF9F8	#FFFFFF
111	#F5F3F9	#FEFEFE
112	#F6EAE8	#FEFEFE
113	#F4E6E4	#FDFDFD
114	#F8F0EF	#FEFEFE
115	#F8F7FB	#FFFFFF
116	#F6EAE9	#FEFEFE
117	#FCF9F8	#FFFFFF
118	#FCFCFE	#FFFFFF
119	#E1BFBB	#FAFAFA
120	#FDFDFE	#FFFFFF
121	#FBFBFD	#FFFFFF
122	#F7F6FB	#FEFEFE
123	#F9F2F1	#FEFEFE
124	#F2F0F8	#FEFEFE
125	#FCFCFD	#FFFFFF
126	#FDFBFB	#FFFFFF
127	#F1EFF7	#FEFEFE
128	#F0DDDB	#FCFCFC
129	#EDD7D4	#FCFCFC
130	#F5E7E6	#FEFEFE
131	#F8EFEE	#FEFEFE
132	#FAF4F3	#FEFEFE
133	#FAF9FC	#FFFFFF
134	#EED9D6	#FDFDFD
135	#EDD8D5	#FCFCFC
136	#FEFCFC	#FFFFFF
137	#F8EFEE	#FEFEFE
138	#F8EFEE	#FEFEFE
139	#F2F1F8	#FEFEFE
140	#F5F3FA	#FEFEFE
141	#FCF9F9	#FFFFFF
142	#FDFDFE	#FFFFFF
143	#FBF6F5	#FFFFFF
144	#FAF9FC	#FFFFFF
145	#F2E1DF	#FCFCFC
146	#DCB5B1	#FCFCFC
147	#F9F0EF	#FEFEFE
148	#F0DDDA	#FDFDFD
149	#FCF8F7	#FFFFFF
150	#F9F0EF	#FEFEFE
151	#EDEBF6	#FEFEFE
153	#F6EBEA	#FEFEFE
154	#FCF8F7	#FFFFFF
155	#FFFFFF	#FFFFFF
156	#FEFEFE	#FFFFFF
