group	fill	colour
1	#EBD3D0	#FCFCFC
2	#F8F7FB	#FFFFFF
3	#FBF6F5	#FFFFFF
4	#D9D4EA	#FBFBFB
5	#FBFAFD	#FFFFFF
6	#C6BEE0	#FAFAFA
7	#F0EEF7	#FEFEFE
8	#F6F4FA	#FFFFFF
9	#E5E2F1	#FDFDFD
10	#EBE8F4	#FEFEFE
11	#DDD9ED	#FDFDFD
12	#D8D3EA	#FDFDFD
13	#F6EAE8	#FEFEFE
14	#E6E3F2	#FDFDFD
15	#E5E1F1	#FDFDFD
16	#E2DEEF	#FDFDFD
17	#FFFEFE	#FFFFFF
18	#F0EEF7	#FEFEFE
19	#B7AFD8	#FAFAFA
20	#F2F0F8	#FFFFFF
21	#EFEDF6	#FEFEFE
22	#F7EDEB	#FEFEFE
23	#BCB4DB	#FBFBFB
24	#F2F0F8	#FEFEFE
25	#E1DDEF	#FDFDFD
26	#EED9D6	#FEFEFE
27	#EDEAF5	#FEFEFE
28	#E1DDEF	#FDFDFD
29	#F8EEED	#FEFEFE
30	#FBF5F4	#FFFFFF
31	#F9F1F0	#FFFFFF
32	#EFECF6	#FEFEFE
33	#F9F1F0	#FFFFFF
34	#FFFEFE	#FFFFFF
35	#EFEDF6	#FEFEFE
36	#EBE8F4	#FEFEFE
37	#F7EEEC	#FEFEFE
38	#E0BDB8	#FBFBFB
39	#F5E8E6	#FEFEFE
40	#F3E5E3	#FEFEFE
41	#EFEDF6	#FEFEFE
42	#F0DDDB	#FEFEFE
43	#DEDAED	#FEFEFE
44	#F0EEF7	#FEFEFE
45	#F8F7FB	#FFFFFF
46	#FEFDFE	#FFFFFF
47	#D9D4EB	#FBFBFB
48	#D0CAE6	#FBFBFB
49	#E7E4F2	#FDFDFD
50	#D4CEE7	#FAFAFA
52	#F8F7FB	#FFFFFF
53	#FCF8F7	#FFFFFF
54	#E4E1F1	#FDFDFD
55	#DFDBEE	#FCFCFC
56	#FBFAFD	#FFFFFF
57	#CEC8E4	#FBFBFB
58	#E1DDEF	#FCFCFC
59	#F4F3F9	#FEFEFE
60	#D8D2EA	#FDFDFD
61	#E8E4F2	#FEFEFE
62	#F8F7FB	#FFFFFF
63	#F5F3FA	#FFFFFF
