x	y	group
2266.75	5.75	78418
2266.75	6.25	78418
2268.75	8.25	78418
2269.25	8.25	78418
2270.25	7.25	78418
2270.75	7.25	78418
2276.75	13.25	78418
2277.25	13.25	78418
2277.25	12.75	78418
2276.75	12.25	78418
2276.75	11.75	78418
2277.25	11.25	78418
2278.25	11.25	78418
2278.75	10.75	78418
2278.75	10.25	78418
2277.75	9.25	78418
2277.75	8.75	78418
2278.75	7.75	78418
2278.75	7.25	78418
2274.25	2.75	78418
2273.75	2.75	78418
2270.25	6.25	78418
2269.75	6.25	78418
2268.75	5.25	78418
2268.75	4.75	78418
2270.75	4.75	78418
2271.25	4.25	78418
2271.25	3.75	78418
2269.75	2.25	78418
2269.25	2.25	78418
2267.75	3.75	78418
2267.75	5.75	78418
2266.75	5.75	78418
