group	fill	colour
1	#F2F0F8	#FFFFFF
2	#D7D1E9	#FDFDFD
3	#CBC5E3	#FDFDFD
4	#F6F4FA	#FFFFFF
5	#DCD7EC	#FEFEFE
6	#FCFBFD	#FFFFFF
7	#CDC7E4	#FCFCFC
8	#E9E5F3	#FEFEFE
9	#F1DFDC	#FEFEFE
10	#FAF9FC	#FFFFFF
11	#EDD7D4	#FEFEFE
12	#DEDAED	#FEFEFE
13	#D4A5A0	#FCFCFC
14	#FEFDFC	#FFFFFF
15	#E9E6F3	#FEFEFE
16	#FEFDFD	#FFFFFF
17	#CEC7E4	#FDFDFD
18	#D4CFE8	#FDFDFD
19	#C4BDDF	#FCFCFC
20	#BDB5DB	#FCFCFC
21	#D2CCE7	#FDFDFD
22	#EFEDF6	#FEFEFE
23	#C5BDDF	#FCFCFC
24	#FEFDFC	#FFFFFF
25	#D3CEE7	#FDFDFD
26	#BEB6DB	#FCFCFC
27	#ECEAF5	#FEFEFE
28	#E5E1F1	#FEFEFE
29	#C7C0E1	#FCFCFC
30	#FBFBFD	#FFFFFF
31	#ADA4D3	#FAFAFA
32	#D8D2EA	#FDFDFD
33	#CDC7E4	#FCFCFC
34	#DDD8EC	#FEFEFE
35	#CBC5E3	#FDFDFD
36	#D7D2E9	#FDFDFD
37	#D4CEE8	#FDFDFD
38	#B7AFD8	#FDFDFD
39	#DCD7EC	#FEFEFE
40	#B7AFD8	#FDFDFD
41	#F9F8FC	#FFFFFF
42	#E5C7C3	#FDFDFD
43	#CFC8E5	#FCFCFC
44	#C9C2E2	#FAFAFA
45	#DCD7EC	#FEFEFE
46	#D4CEE7	#FDFDFD
47	#B7AED8	#FAFAFA
48	#B8AFD8	#FDFDFD
49	#DDD8ED	#FEFEFE
50	#CCC6E3	#FDFDFD
52	#FEFDFD	#FFFFFF
53	#C5BDDF	#FCFCFC
54	#DED9ED	#FDFDFD
55	#F7EDEC	#FFFFFF
56	#FAF9FC	#FFFFFF
57	#DEDAED	#FEFEFE
58	#FDFCFE	#FFFFFF
59	#E8CDCA	#FEFEFE
60	#F6F5FA	#FFFFFF
61	#ECD6D3	#FEFEFE
62	#E5E1F1	#FEFEFE
63	#FBFAFD	#FFFFFF
64	#E8E4F2	#FEFEFE
65	#CCC5E3	#FDFDFD
66	#D3CEE7	#FDFDFD
67	#D3CDE7	#FDFDFD
68	#8F84C2	#F8F8F8
69	#E4E1F1	#FEFEFE
70	#C4BCDF	#FCFCFC
71	#D5CFE8	#FEFEFE
72	#F8EEED	#FFFFFF
73	#E4E0F0	#FEFEFE
74	#F8EEED	#FFFFFF
75	#DCD7EC	#FEFEFE
76	#EFEDF6	#FEFEFE
77	#CEC7E4	#FCFCFC
78	#DDD8EC	#FEFEFE
79	#FBF6F6	#FFFFFF
80	#D9B0AA	#FDFDFD
81	#D8D3EA	#FDFDFD
82	#C6BFE0	#FBFBFB
83	#C1B9DD	#FBFBFB
84	#CCC5E3	#FDFDFD
85	#B8AFD8	#FBFBFB
86	#ACA3D2	#FAFAFA
87	#A096CB	#FBFBFB
88	#C7C0E1	#FCFCFC
89	#F9F8FC	#FFFFFF
90	#FAF9FC	#FFFFFF
91	#CCC5E3	#FDFDFD
92	#C5BDDF	#FCFCFC
93	#BCB4DB	#FAFAFA
94	#D6D1E9	#FDFDFD
95	#C2BBDE	#FBFBFB
97	#E9CECB	#FEFEFE
98	#CDC7E4	#FCFCFC
99	#B6AED8	#FBFBFB
100	#F6F5FA	#FFFFFF
101	#FBFAFD	#FFFFFF
102	#F9F8FC	#FFFFFF
103	#FBF6F6	#FFFFFF
104	#AFA6D3	#FCFCFC
105	#C2BADE	#FBFBFB
106	#FCF8F7	#FFFFFF
107	#F1E0DE	#FEFEFE
108	#DDD8EC	#FEFEFE
109	#F7ECEA	#FFFFFF
110	#EFEDF6	#FEFEFE
111	#EFECF6	#FFFFFF
112	#FBFBFD	#FFFFFF
113	#FDFBFA	#FFFFFF
114	#FAF9FC	#FFFFFF
115	#C3BBDE	#FDFDFD
116	#C7C0E1	#FCFCFC
117	#FEFCFC	#FFFFFF
118	#CEC8E4	#FCFCFC
119	#D3CDE7	#FDFDFD
120	#FDFBFA	#FFFFFF
121	#DCD7EC	#FEFEFE
122	#FBF7F6	#FFFFFF
123	#A79DCF	#FBFBFB
124	#FBF6F6	#FFFFFF
125	#F4E5E4	#FEFEFE
126	#D4CFE8	#FDFDFD
127	#C4BDDF	#FCFCFC
128	#FBF6F5	#FFFFFF
129	#F1DFDD	#FEFEFE
130	#E5E1F1	#FEFEFE
131	#D5CFE8	#FEFEFE
132	#DBD7EC	#FEFEFE
133	#E6E3F2	#FEFEFE
134	#C4BCDF	#FCFCFC
135	#DDD8ED	#FDFDFD
136	#B3AAD5	#F9F9F9
137	#EDEAF5	#FEFEFE
138	#D1CCE6	#FCFCFC
139	#AEA5D3	#FCFCFC
140	#CBC5E3	#FDFDFD
141	#FAF9FC	#FFFFFF
142	#FAFAFC	#FFFFFF
143	#F6F5FA	#FFFFFF
144	#D9D4EA	#FDFDFD
145	#EEECF6	#FFFFFF
146	#F5F4FA	#FFFFFF
147	#EDEAF5	#FEFEFE
148	#C1BADD	#FAFAFA
149	#EDEBF5	#FEFEFE
150	#E6E3F2	#FEFEFE
151	#D7D2EA	#FDFDFD
153	#E8E4F2	#FEFEFE
154	#E5E1F1	#FEFEFE
155	#E9E6F3	#FEFEFE
156	#A89ECF	#FBFBFB
157	#B7AFD8	#FDFDFD
158	#CFC8E5	#FBFBFB
159	#EAE7F4	#FEFEFE
160	#EEECF6	#FFFFFF
161	#C4BDDF	#FCFCFC
162	#D5CFE8	#FEFEFE
163	#F9F8FC	#FFFFFF
164	#FAF9FC	#FFFFFF
165	#F4E6E4	#FEFEFE
166	#FBFBFD	#FFFFFF
167	#DDD8ED	#FEFEFE
168	#F7EDEC	#FEFEFE
169	#F9F1F0	#FFFFFF
170	#F6F5FA	#FFFFFF
171	#E6E3F2	#FEFEFE
172	#D9B0AA	#FDFDFD
173	#CEC8E5	#FCFCFC
174	#F6F5FA	#FFFFFF
175	#C3BBDE	#FDFDFD
176	#F6F5FA	#FFFFFF
177	#E5E1F1	#FEFEFE
178	#ECD5D2	#FEFEFE
179	#E3C3BF	#FDFDFD
180	#FFFFFF	#FFFFFF
181	#EEECF6	#FFFFFF
182	#FBF6F5	#FFFFFF
183	#FBF6F5	#FFFFFF
184	#F8EEED	#FFFFFF
185	#E5E2F1	#FEFEFE
186	#FBFAFD	#FFFFFF
187	#FBF6F5	#FFFFFF
188	#BCB4DB	#FBFBFB
189	#EFECF6	#FEFEFE
190	#C3BBDE	#FDFDFD
191	#DDD8ED	#FEFEFE
192	#D5CFE8	#FDFDFD
193	#D3CEE7	#FDFDFD
194	#E5E2F1	#FEFEFE
195	#BEB7DC	#FAFAFA
196	#DEDAED	#FEFEFE
198	#DED9ED	#FEFEFE
199	#D4CEE8	#FDFDFD
200	#DEDAED	#FEFEFE
201	#F0DDDA	#FEFEFE
203	#E5E1F1	#FEFEFE
204	#E6E2F1	#FEFEFE
205	#FBF6F5	#FFFFFF
206	#EEECF6	#FFFFFF
207	#D7D2E9	#FDFDFD
208	#F6F4FA	#FFFFFF
209	#F2F1F8	#FFFFFF
210	#F3F2F9	#FFFFFF
211	#E6E3F2	#FEFEFE
212	#D9D4EA	#FDFDFD
213	#EFECF6	#FEFEFE
214	#CCC5E3	#FDFDFD
215	#D3CEE7	#FDFDFD
216	#A197CC	#FBFBFB
217	#F8EEED	#FFFFFF
218	#AFA5D3	#FCFCFC
219	#E8E5F3	#FEFEFE
220	#FEFDFC	#FFFFFF
221	#E4E0F0	#FEFEFE
222	#EFEDF6	#FEFEFE
223	#DBD7EC	#FEFEFE
224	#C4BCDF	#FCFCFC
225	#E8E5F3	#FEFEFE
226	#D4A59F	#FCFCFC
227	#C8C1E1	#FCFCFC
228	#DDD8EC	#FEFEFE
229	#B7AFD8	#FDFDFD
230	#DDD8EC	#FEFEFE
231	#E1BEBA	#FEFEFE
232	#E8E5F3	#FEFEFE
233	#EEECF6	#FFFFFF
234	#F8EFED	#FFFFFF
235	#F9F8FC	#FFFFFF
236	#F4E6E4	#FEFEFE
237	#FAF9FC	#FFFFFF
238	#F9F8FC	#FFFFFF
239	#EFECF6	#FFFFFF
240	#ECD5D2	#FEFEFE
241	#FBFAFD	#FFFFFF
242	#E5E2F1	#FEFEFE
243	#D7D2EA	#FDFDFD
244	#CDC7E4	#FCFCFC
245	#D4CFE8	#FDFDFD
246	#A89ED0	#F9F9F9
247	#D4CEE8	#FEFEFE
248	#F6F5FA	#FFFFFF
249	#F9F9FC	#FFFFFF
250	#EFECF6	#FEFEFE
