x	y	group
619.75	100.75	13936
619.75	101.25	13936
620.25	101.25	13936
620.75	100.75	13936
621.25	100.75	13936
621.75	101.25	13936
623.75	101.25	13936
623.75	102.25	13936
625.25	102.25	13936
625.75	101.75	13936
626.25	101.75	13936
627.25	102.75	13936
627.25	103.75	13936
627.75	104.25	13936
628.25	104.25	13936
629.25	103.25	13936
630.25	103.25	13936
630.75	102.75	13936
631.25	102.75	13936
631.25	103.75	13936
631.75	103.75	13936
632.75	102.75	13936
632.75	102.25	13936
631.75	101.25	13936
631.25	101.25	13936
630.75	101.75	13936
630.25	101.75	13936
630.25	100.75	13936
629.25	99.75	13936
629.25	99.25	13936
629.75	98.75	13936
629.75	98.25	13936
628.75	97.25	13936
628.75	95.75	13936
629.25	95.25	13936
629.75	95.25	13936
630.25	95.75	13936
630.25	96.75	13936
631.25	96.75	13936
631.25	97.25	13936
630.75	97.75	13936
630.75	98.25	13936
631.25	98.75	13936
631.25	99.75	13936
633.75	99.75	13936
633.75	98.75	13936
634.25	98.25	13936
635.25	98.25	13936
635.25	97.75	13936
634.25	96.75	13936
634.25	95.75	13936
633.75	95.25	13936
633.25	95.25	13936
632.75	95.75	13936
632.25	95.75	13936
631.75	95.25	13936
631.75	94.75	13936
632.25	94.25	13936
633.25	94.25	13936
633.25	93.75	13936
632.25	92.75	13936
632.25	90.75	13936
631.25	89.75	13936
631.25	89.25	13936
632.25	89.25	13936
633.75	87.75	13936
636.75	87.75	13936
637.25	87.25	13936
637.25	86.25	13936
637.75	86.25	13936
638.75	87.25	13936
639.25	87.25	13936
639.25	86.75	13936
638.25	85.75	13936
638.25	85.25	13936
638.75	84.75	13936
639.75	84.75	13936
639.75	83.75	13936
640.25	83.25	13936
640.75	83.25	13936
641.25	83.75	13936
641.75	83.75	13936
642.75	82.75	13936
643.25	82.75	13936
643.75	83.25	13936
644.25	83.25	13936
644.75	82.75	13936
644.75	82.25	13936
644.25	81.75	13936
644.25	81.25	13936
648.25	77.25	13936
648.75	77.25	13936
649.25	77.75	13936
649.25	78.75	13936
649.75	78.75	13936
650.75	77.75	13936
650.75	77.25	13936
649.75	77.25	13936
649.75	76.75	13936
650.25	76.25	13936
650.25	75.75	13936
649.25	75.75	13936
648.75	75.25	13936
648.75	74.25	13936
648.25	73.75	13936
647.75	73.75	13936
647.25	74.25	13936
646.75	74.25	13936
645.75	73.25	13936
644.25	73.25	13936
643.25	74.25	13936
643.25	76.25	13936
641.75	77.75	13936
641.75	78.25	13936
642.25	78.25	13936
643.75	76.75	13936
644.25	76.75	13936
644.25	77.25	13936
643.75	77.75	13936
643.75	78.25	13936
644.25	78.75	13936
644.25	79.25	13936
643.75	79.25	13936
643.25	78.75	13936
642.75	78.75	13936
641.25	80.25	13936
641.25	81.25	13936
640.75	81.25	13936
639.25	79.75	13936
637.75	79.75	13936
637.25	80.25	13936
636.75	80.25	13936
635.25	78.75	13936
634.75	78.75	13936
634.75	79.25	13936
635.75	80.25	13936
635.75	80.75	13936
635.25	81.25	13936
634.25	81.25	13936
634.25	81.75	13936
634.75	82.25	13936
634.75	82.75	13936
634.25	83.25	13936
633.25	83.25	13936
632.25	84.25	13936
631.25	84.25	13936
630.25	85.25	13936
630.25	85.75	13936
630.75	86.25	13936
631.75	86.25	13936
631.75	86.75	13936
631.25	87.25	13936
631.25	88.25	13936
630.75	88.75	13936
630.25	88.75	13936
629.75	88.25	13936
629.75	86.25	13936
628.25	84.75	13936
628.25	84.25	13936
628.75	83.75	13936
628.75	83.25	13936
627.75	82.25	13936
627.25	82.25	13936
626.75	82.75	13936
626.75	83.25	13936
627.75	83.25	13936
627.75	83.75	13936
627.25	84.25	13936
627.25	84.75	13936
628.25	85.75	13936
628.25	87.25	13936
627.25	87.25	13936
627.25	88.25	13936
626.75	88.75	13936
626.75	89.25	13936
627.25	89.25	13936
627.75	88.75	13936
628.25	88.75	13936
628.25	89.75	13936
629.25	90.75	13936
629.25	91.25	13936
628.25	91.25	13936
628.25	92.25	13936
626.25	92.25	13936
626.25	93.25	13936
625.25	94.25	13936
624.75	94.25	13936
624.25	93.75	13936
624.25	92.75	13936
623.25	92.75	13936
622.75	92.25	13936
622.75	91.75	13936
623.75	91.75	13936
623.75	91.25	13936
623.25	90.75	13936
622.75	90.75	13936
622.25	91.25	13936
621.75	91.25	13936
621.25	90.75	13936
621.25	89.75	13936
620.25	89.75	13936
620.25	88.75	13936
619.25	87.75	13936
619.25	86.75	13936
618.25	86.75	13936
617.75	86.25	13936
616.75	86.25	13936
615.25	84.75	13936
615.25	84.25	13936
616.75	82.75	13936
616.75	82.25	13936
616.25	82.25	13936
615.75	82.75	13936
614.75	82.75	13936
613.75	83.75	13936
613.75	84.25	13936
614.75	85.25	13936
614.75	85.75	13936
614.25	86.25	13936
614.25	86.75	13936
616.25	86.75	13936
624.75	95.25	13936
624.75	95.75	13936
624.25	96.25	13936
623.25	96.25	13936
623.25	97.25	13936
622.25	97.25	13936
622.25	98.25	13936
621.75	98.75	13936
620.25	98.75	13936
620.25	97.75	13936
619.75	97.25	13936
617.75	97.25	13936
617.25	96.75	13936
616.75	96.75	13936
616.75	97.25	13936
618.75	99.25	13936
619.75	99.25	13936
619.75	100.75	13936
