x	y	group
336.75	142.75	89131
336.75	143.25	89131
338.25	144.75	89131
338.75	144.75	89131
338.75	143.75	89131
339.25	143.75	89131
340.25	144.75	89131
340.75	144.75	89131
340.75	144.25	89131
340.25	143.75	89131
340.25	143.25	89131
340.75	142.75	89131
340.75	142.25	89131
340.25	141.75	89131
340.25	141.25	89131
340.75	141.25	89131
341.25	141.75	89131
342.75	141.75	89131
343.75	140.75	89131
343.75	140.25	89131
343.25	139.75	89131
343.25	139.25	89131
344.25	139.25	89131
344.25	137.75	89131
342.75	136.25	89131
342.25	136.25	89131
342.25	136.75	89131
342.75	137.25	89131
342.75	137.75	89131
340.75	137.75	89131
340.75	138.75	89131
338.75	140.75	89131
338.75	141.75	89131
337.75	141.75	89131
336.75	142.75	89131
