group	fill	colour
1	#F3E4E2	#FDFDFD
2	#FEFEFE	#FFFFFF
3	#F1DFDC	#FDFDFD
4	#D9AFAA	#FBFBFB
5	#F0DDDA	#FDFDFD
6	#EEECF6	#FEFEFE
7	#F5F3F9	#FFFFFF
8	#F3E5E3	#FEFEFE
9	#FDFBFB	#FFFFFF
10	#FAF4F3	#FFFFFF
11	#F9F9FC	#FFFFFF
12	#F2F0F8	#FFFFFF
13	#FBF6F6	#FFFFFF
14	#F4E5E3	#FDFDFD
15	#E8E5F3	#FEFEFE
16	#F1E0DD	#FEFEFE
17	#F8EEED	#FFFFFF
18	#D9AFAA	#FBFBFB
19	#F5F4FA	#FFFFFF
20	#F6F4FA	#FEFEFE
21	#FAF4F3	#FFFFFF
22	#F6EBEA	#FEFEFE
23	#F9F0EF	#FEFEFE
24	#FAF2F1	#FEFEFE
25	#F2E2E0	#FEFEFE
26	#F7EDEC	#FEFEFE
27	#F5E9E7	#FEFEFE
28	#E0BDB9	#FBFBFB
29	#F9F2F1	#FFFFFF
30	#DAB1AC	#FCFCFC
31	#F6EBEA	#FEFEFE
32	#F8EFED	#FEFEFE
33	#F4E6E5	#FDFDFD
34	#F0DEDB	#FEFEFE
35	#F3E5E3	#FEFEFE
36	#FBF6F5	#FFFFFF
37	#DEB8B3	#FCFCFC
38	#E9CFCC	#FDFDFD
39	#E2C0BC	#FDFDFD
40	#F6F5FA	#FFFFFF
41	#EBD4D1	#FDFDFD
42	#F7ECEB	#FFFFFF
43	#E0BCB7	#FCFCFC
44	#FCFBFD	#FFFFFF
45	#F7ECEB	#FEFEFE
46	#EFDBD9	#FCFCFC
47	#EFDBD9	#FCFCFC
48	#F6EAE8	#FEFEFE
49	#F9F8FC	#FFFFFF
50	#FBF5F4	#FFFFFF
52	#FCF8F7	#FFFFFF
53	#F1DFDD	#FDFDFD
54	#F5E7E5	#FEFEFE
55	#EED9D6	#FDFDFD
56	#F7EDEC	#FEFEFE
57	#FCF8F7	#FFFFFF
58	#D5CFE8	#FCFCFC
59	#FBF6F6	#FFFFFF
60	#F9F1F0	#FFFFFF
61	#F5E8E6	#FEFEFE
62	#FEFDFC	#FFFFFF
63	#FAF9FC	#FFFFFF
64	#FCF9F8	#FFFFFF
65	#FDFAFA	#FFFFFF
66	#F8F7FB	#FFFFFF
67	#FFFEFE	#FFFFFF
68	#CF9D97	#FCFCFC
69	#F9F9FC	#FFFFFF
70	#F1EFF7	#FEFEFE
71	#FCF7F7	#FFFFFF
72	#F2F0F8	#FEFEFE
73	#FEFCFB	#FFFFFF
74	#F1EFF7	#FEFEFE
75	#F7ECEB	#FEFEFE
76	#E7CAC7	#FDFDFD
77	#FBF6F5	#FFFFFF
78	#F5E7E6	#FEFEFE
79	#FFFEFE	#FFFFFF
80	#C1847D	#FAFAFA
81	#ECD4D1	#FDFDFD
82	#F9F8FC	#FFFFFF
83	#F5F3F9	#FEFEFE
84	#FDFDFE	#FFFFFF
85	#DCB6B1	#FCFCFC
86	#ECD5D2	#FDFDFD
87	#ECD4D1	#FDFDFD
88	#E6C8C4	#FDFDFD
89	#E0BCB7	#FCFCFC
90	#F5F3FA	#FFFFFF
91	#ECEAF5	#FEFEFE
92	#FBFAFD	#FFFFFF
93	#E4E1F1	#FEFEFE
94	#E4C6C2	#FCFCFC
95	#EAD1CE	#FDFDFD
97	#F1DFDC	#FDFDFD
98	#FAF2F2	#FEFEFE
99	#F5E9E7	#FDFDFD
100	#EEDAD7	#FDFDFD
101	#FEFDFD	#FFFFFF
102	#FAF9FC	#FFFFFF
103	#F8EEED	#FEFEFE
104	#F5F4FA	#FEFEFE
105	#EDEAF5	#FEFEFE
106	#E5E2F1	#FDFDFD
107	#FAF9FC	#FFFFFF
108	#ECE9F5	#FEFEFE
109	#F8F0EE	#FEFEFE
110	#F9F1F0	#FFFFFF
111	#DDD9ED	#FDFDFD
112	#F6EAE9	#FEFEFE
113	#F2F0F8	#FFFFFF
114	#D7D2E9	#FDFDFD
115	#ECD6D3	#FDFDFD
116	#F1E0DE	#FEFEFE
117	#FFFFFF	#FFFFFF
118	#DCB6B1	#FCFCFC
119	#FAF9FC	#FFFFFF
120	#F8EEED	#FEFEFE
121	#F8EEED	#FEFEFE
122	#FCF9F8	#FFFFFF
